id,fold,label,text1,text2
neu_wpair-50000-28500,0,neu,venice,sources
neu_wpair-50000-28501,1,neu,installing,color
neu_wpair-50000-28502,2,neu,courts,treks
neu_wpair-50000-28503,3,neu,lamp,anthology
neu_wpair-50000-28504,4,neu,spas,overpriced
neu_wpair-50000-28505,5,neu,dislike,makeshift
neu_wpair-50000-28506,6,neu,sacking,kristol
neu_wpair-50000-28507,7,neu,not,greedy
neu_wpair-50000-28508,8,neu,celebrate,finals
neu_wpair-50000-28509,9,neu,compare,excess
neu_wpair-50000-28510,0,neu,reproduced,mona
neu_wpair-50000-28511,1,neu,metabolife,capitoline
neu_wpair-50000-28512,2,neu,jonathan,porter
neu_wpair-50000-28513,3,neu,seizing,sucks
neu_wpair-50000-28514,4,neu,sign,monitor
neu_wpair-50000-28515,5,neu,beans,blind
neu_wpair-50000-28516,6,neu,cages,inventories
neu_wpair-50000-28517,7,neu,bureaucracy,assured
neu_wpair-50000-28518,8,neu,slut,galata
neu_wpair-50000-28519,9,neu,viewpoint,cooperating
neu_wpair-50000-28520,0,neu,altea,partnership
neu_wpair-50000-28521,1,neu,gatherings,benedictine
neu_wpair-50000-28522,2,neu,psychiatric,15th
neu_wpair-50000-28523,3,neu,strongest,lands
neu_wpair-50000-28524,4,neu,rapidly,journalism
neu_wpair-50000-28525,5,neu,ascertain,1453
neu_wpair-50000-28526,6,neu,fda,monthly
neu_wpair-50000-28527,7,neu,uninterested,values
neu_wpair-50000-28528,8,neu,unique,firm
neu_wpair-50000-28529,9,neu,thought,menes
neu_wpair-50000-28530,0,neu,fetal,pricing
neu_wpair-50000-28531,1,neu,forest,amos
neu_wpair-50000-28532,2,neu,uncomfortable,resign
neu_wpair-50000-28533,3,neu,concedes,gardening
neu_wpair-50000-28534,4,neu,84,retrofit
neu_wpair-50000-28535,5,neu,tapes,pilgrims
neu_wpair-50000-28536,6,neu,buffs,answering
neu_wpair-50000-28537,7,neu,evaluations,muslim
neu_wpair-50000-28538,8,neu,stopover,knocks
neu_wpair-50000-28539,9,neu,behavior,cheap
neu_wpair-50000-28540,0,neu,bracero,yield
neu_wpair-50000-28541,1,neu,owner,plummeted
neu_wpair-50000-28542,2,neu,seating,explains
neu_wpair-50000-28543,3,neu,wellington,26
neu_wpair-50000-28544,4,neu,festival,youthful
neu_wpair-50000-28545,5,neu,happens,piles
neu_wpair-50000-28546,6,neu,thailand,kent
neu_wpair-50000-28547,7,neu,generating,spark
neu_wpair-50000-28548,8,neu,capitalist,neil
neu_wpair-50000-28549,9,neu,agencies,approving
neu_wpair-50000-28550,0,neu,doubtfully,enhances
neu_wpair-50000-28551,1,neu,palace,williams
neu_wpair-50000-28552,2,neu,maintenance,gardener
neu_wpair-50000-28553,3,neu,astute,ridin
neu_wpair-50000-28554,4,neu,composing,borneo
neu_wpair-50000-28555,5,neu,listings,artifact
neu_wpair-50000-28556,6,neu,hanukkah,1942
neu_wpair-50000-28557,7,neu,ix,ethnicity
neu_wpair-50000-28558,8,neu,grinding,advance
neu_wpair-50000-28559,9,neu,borders,comparison
neu_wpair-50000-28560,0,neu,float,renoir
neu_wpair-50000-28561,1,neu,renting,seems
neu_wpair-50000-28562,2,neu,resulted,returns
neu_wpair-50000-28563,3,neu,lemon,indicating
neu_wpair-50000-28564,4,neu,suitcase,details
neu_wpair-50000-28565,5,neu,breakup,enters
neu_wpair-50000-28566,6,neu,spokeswoman,signaled
neu_wpair-50000-28567,7,neu,attempted,basilique
neu_wpair-50000-28568,8,neu,discrepancy,mentally
neu_wpair-50000-28569,9,neu,mechanics,1688
neu_wpair-50000-28570,0,neu,falwell,photographed
neu_wpair-50000-28571,1,neu,primary,consistently
neu_wpair-50000-28572,2,neu,whipmaster,wooded
neu_wpair-50000-28573,3,neu,clusters,colgate
neu_wpair-50000-28574,4,neu,medicare,straight
neu_wpair-50000-28575,5,neu,alfama,concurrent
neu_wpair-50000-28576,6,neu,teacher,oakland
neu_wpair-50000-28577,7,neu,rows,clearly
neu_wpair-50000-28578,8,neu,cassette,paroled
neu_wpair-50000-28579,9,neu,thatch,lubbock
neu_wpair-50000-28580,0,neu,easternmost,gals
neu_wpair-50000-28581,1,neu,55,belts
neu_wpair-50000-28582,2,neu,roof,dictates
neu_wpair-50000-28583,3,neu,evans,caught
neu_wpair-50000-28584,4,neu,miracles,retiro
neu_wpair-50000-28585,5,neu,philosophy,forget
neu_wpair-50000-28586,6,neu,elimination,carted
neu_wpair-50000-28587,7,neu,judith,novices
neu_wpair-50000-28588,8,neu,22,nonexistent
neu_wpair-50000-28589,9,neu,maturity,clarence
neu_wpair-50000-28590,0,neu,omen,underlying
neu_wpair-50000-28591,1,neu,dare,category
neu_wpair-50000-28592,2,neu,vila,joining
neu_wpair-50000-28593,3,neu,collin,shiloh
neu_wpair-50000-28594,4,neu,designers,casualty
neu_wpair-50000-28595,5,neu,code,robinson
neu_wpair-50000-28596,6,neu,brittany,contrasted
neu_wpair-50000-28597,7,neu,islands,ingenuity
neu_wpair-50000-28598,8,neu,diamond,1973
neu_wpair-50000-28599,9,neu,270,elections
neu_wpair-50000-28600,0,neu,despite,talents
neu_wpair-50000-28601,1,neu,admirable,modification
neu_wpair-50000-28602,2,neu,helm,matthew
neu_wpair-50000-28603,3,neu,extinct,depth
neu_wpair-50000-28604,4,neu,alternative,learns
neu_wpair-50000-28605,5,neu,observe,voth
neu_wpair-50000-28606,6,neu,rational,micro
neu_wpair-50000-28607,7,neu,tracy,lowers
neu_wpair-50000-28608,8,neu,experimental,strains
neu_wpair-50000-28609,9,neu,moniz,payments
neu_wpair-50000-28610,0,neu,hussein,unemployment
neu_wpair-50000-28611,1,neu,mistresses,action
neu_wpair-50000-28612,2,neu,ainu,illusions
neu_wpair-50000-28613,3,neu,arl,attitude
neu_wpair-50000-28614,4,neu,security,instruments
neu_wpair-50000-28615,5,neu,pause,persistently
neu_wpair-50000-28616,6,neu,broke,unexpected
neu_wpair-50000-28617,7,neu,explicitly,mold
neu_wpair-50000-28618,8,neu,robespierre,soderbergh
neu_wpair-50000-28619,9,neu,temptation,vault
neu_wpair-50000-28620,0,neu,conversely,conflicting
neu_wpair-50000-28621,1,neu,duplex,cretans
neu_wpair-50000-28622,2,neu,upsetting,discourse
neu_wpair-50000-28623,3,neu,pavement,waned
neu_wpair-50000-28624,4,neu,civic,aug
neu_wpair-50000-28625,5,neu,deposit,give
neu_wpair-50000-28626,6,neu,coaster,intensity
neu_wpair-50000-28627,7,neu,tuition,sustaining
neu_wpair-50000-28628,8,neu,caustic,carefree
neu_wpair-50000-28629,9,neu,farther,week
neu_wpair-50000-28630,0,neu,clues,engagements
neu_wpair-50000-28631,1,neu,developed,releasing
neu_wpair-50000-28632,2,neu,furious,ballot
neu_wpair-50000-28633,3,neu,addressing,meticulous
neu_wpair-50000-28634,4,neu,fly,upkeep
neu_wpair-50000-28635,5,neu,butterflies,mutually
neu_wpair-50000-28636,6,neu,pizzas,cripple
neu_wpair-50000-28637,7,neu,footing,rare
neu_wpair-50000-28638,8,neu,rethymnon,spaghetti
neu_wpair-50000-28639,9,neu,preparation,contributors
neu_wpair-50000-28640,0,neu,symbolized,descending
neu_wpair-50000-28641,1,neu,providers,flick
neu_wpair-50000-28642,2,neu,acquiring,avant
neu_wpair-50000-28643,3,neu,little,parliament
neu_wpair-50000-28644,4,neu,1490,axe
neu_wpair-50000-28645,5,neu,image,approach
neu_wpair-50000-28646,6,neu,montmartre,island
neu_wpair-50000-28647,7,neu,mandatory,withheld
neu_wpair-50000-28648,8,neu,senator,undetected
neu_wpair-50000-28649,9,neu,greenery,cultivate
neu_wpair-50000-28650,0,neu,rally,plays
neu_wpair-50000-28651,1,neu,1100,capital
neu_wpair-50000-28652,2,neu,achieved,soprano
neu_wpair-50000-28653,3,neu,addresses,property
neu_wpair-50000-28654,4,neu,merger,1500s
neu_wpair-50000-28655,5,neu,autonomy,deposited
neu_wpair-50000-28656,6,neu,camps,glance
neu_wpair-50000-28657,7,neu,frozen,handover
neu_wpair-50000-28658,8,neu,dart,outdoor
neu_wpair-50000-28659,9,neu,passionately,rfp
neu_wpair-50000-28660,0,neu,sincerely,uphold
neu_wpair-50000-28661,1,neu,slice,compensation
neu_wpair-50000-28662,2,neu,belgium,ethiopian
neu_wpair-50000-28663,3,neu,updating,lakeside
neu_wpair-50000-28664,4,neu,permitted,cete
neu_wpair-50000-28665,5,neu,licensees,pools
neu_wpair-50000-28666,6,neu,letter,newsletter
neu_wpair-50000-28667,7,neu,strange,outlining
neu_wpair-50000-28668,8,neu,adherence,libya
neu_wpair-50000-28669,9,neu,unworthy,closely
neu_wpair-50000-28670,0,neu,peering,sitting
neu_wpair-50000-28671,1,neu,amsterdam,retire
neu_wpair-50000-28672,2,neu,newborn,terrifying
neu_wpair-50000-28673,3,neu,sigh,assignments
neu_wpair-50000-28674,4,neu,ny,phenomenon
neu_wpair-50000-28675,5,neu,harris,idiotic
neu_wpair-50000-28676,6,neu,boulevards,conferees
neu_wpair-50000-28677,7,neu,hari,myths
neu_wpair-50000-28678,8,neu,wing,reaction
neu_wpair-50000-28679,9,neu,sight,hassle
neu_wpair-50000-28680,0,neu,protected,detention
neu_wpair-50000-28681,1,neu,matthews,trafalgar
neu_wpair-50000-28682,2,neu,sacrifice,deed
neu_wpair-50000-28683,3,neu,fabrication,feeds
neu_wpair-50000-28684,4,neu,florence,maps
neu_wpair-50000-28685,5,neu,getaway,settlement
neu_wpair-50000-28686,6,neu,sage,heap
neu_wpair-50000-28687,7,neu,forbidden,107
neu_wpair-50000-28688,8,neu,appropriated,hi
neu_wpair-50000-28689,9,neu,feels,perfume
neu_wpair-50000-28690,0,neu,criticism,roaring
neu_wpair-50000-28691,1,neu,properly,decimated
neu_wpair-50000-28692,2,neu,amenophis,thompson
neu_wpair-50000-28693,3,neu,earthy,rosewindow
neu_wpair-50000-28694,4,neu,nuremberg,parkson
neu_wpair-50000-28695,5,neu,mastery,sophie
neu_wpair-50000-28696,6,neu,wildfires,erroneous
neu_wpair-50000-28697,7,neu,frustrated,pont
neu_wpair-50000-28698,8,neu,construct,share
neu_wpair-50000-28699,9,neu,arduous,allow
neu_wpair-50000-28700,0,neu,drawing,serious
neu_wpair-50000-28701,1,neu,anxious,hysterical
neu_wpair-50000-28702,2,neu,petit,sorrow
neu_wpair-50000-28703,3,neu,forecasting,horseback
neu_wpair-50000-28704,4,neu,reggae,couch
neu_wpair-50000-28705,5,neu,tulare,koreans
neu_wpair-50000-28706,6,neu,divergence,owl
neu_wpair-50000-28707,7,neu,kidron,memorials
neu_wpair-50000-28708,8,neu,ash,berger
neu_wpair-50000-28709,9,neu,adequately,indicating
neu_wpair-50000-28710,0,neu,product,effectiveness
neu_wpair-50000-28711,1,neu,drying,shalit
neu_wpair-50000-28712,2,neu,vinci,thrilled
neu_wpair-50000-28713,3,neu,spa,obeyed
neu_wpair-50000-28714,4,neu,excavations,1688
neu_wpair-50000-28715,5,neu,misstatements,eilat
neu_wpair-50000-28716,6,neu,forthcoming,constitutional
neu_wpair-50000-28717,7,neu,teach,austin
neu_wpair-50000-28718,8,neu,bonds,zoom
neu_wpair-50000-28719,9,neu,muffins,cantina
neu_wpair-50000-28720,0,neu,medici,spent
neu_wpair-50000-28721,1,neu,pet,hospital
neu_wpair-50000-28722,2,neu,caribs,counterpart
neu_wpair-50000-28723,3,neu,flora,revamped
neu_wpair-50000-28724,4,neu,owing,marathon
neu_wpair-50000-28725,5,neu,constituency,foundation
neu_wpair-50000-28726,6,neu,impulses,sounds
neu_wpair-50000-28727,7,neu,renew,serbs
neu_wpair-50000-28728,8,neu,fiery,ration
neu_wpair-50000-28729,9,neu,secretly,un
neu_wpair-50000-28730,0,neu,dividends,protesting
neu_wpair-50000-28731,1,neu,stages,bias
neu_wpair-50000-28732,2,neu,poem,ought
neu_wpair-50000-28733,3,neu,drinkers,referring
neu_wpair-50000-28734,4,neu,calculations,constant
neu_wpair-50000-28735,5,neu,light,teaming
neu_wpair-50000-28736,6,neu,1966,peripheral
neu_wpair-50000-28737,7,neu,angle,practice
neu_wpair-50000-28738,8,neu,accumulates,inner
neu_wpair-50000-28739,9,neu,motive,steering
neu_wpair-50000-28740,0,neu,promote,hilton
neu_wpair-50000-28741,1,neu,questioning,bearing
neu_wpair-50000-28742,2,neu,hubbell,fbi
neu_wpair-50000-28743,3,neu,barbarians,oxides
neu_wpair-50000-28744,4,neu,armored,repeatedly
neu_wpair-50000-28745,5,neu,vacant,sacrificed
neu_wpair-50000-28746,6,neu,affects,physically
neu_wpair-50000-28747,7,neu,edgerton,marketplace
neu_wpair-50000-28748,8,neu,ranging,disturbing
neu_wpair-50000-28749,9,neu,formations,oxygen
neu_wpair-50000-28750,0,neu,derived,mastering
neu_wpair-50000-28751,1,neu,stages,bait
neu_wpair-50000-28752,2,neu,quarterback,weeds
neu_wpair-50000-28753,3,neu,overtime,weekday
neu_wpair-50000-28754,4,neu,preferred,dedication
neu_wpair-50000-28755,5,neu,philanthropist,safeguards
neu_wpair-50000-28756,6,neu,potatoes,homosexuals
neu_wpair-50000-28757,7,neu,advisable,packages
neu_wpair-50000-28758,8,neu,recover,h
neu_wpair-50000-28759,9,neu,ames,bois
neu_wpair-50000-28760,0,neu,thoroughbred,venetian
neu_wpair-50000-28761,1,neu,forgotten,shorter
neu_wpair-50000-28762,2,neu,spilled,vile
neu_wpair-50000-28763,3,neu,injustice,attacked
neu_wpair-50000-28764,4,neu,uso,pinacoteca
neu_wpair-50000-28765,5,neu,enhances,1939
neu_wpair-50000-28766,6,neu,onions,declines
neu_wpair-50000-28767,7,neu,largest,kilometres
neu_wpair-50000-28768,8,neu,supplying,basse
neu_wpair-50000-28769,9,neu,audit,jr
neu_wpair-50000-28770,0,neu,endeavors,empty
neu_wpair-50000-28771,1,neu,imported,scholarships
neu_wpair-50000-28772,2,neu,zelon,concerns
neu_wpair-50000-28773,3,neu,cactus,chief
neu_wpair-50000-28774,4,neu,fabled,shades
neu_wpair-50000-28775,5,neu,colonies,pillow
neu_wpair-50000-28776,6,neu,highbrow,compensate
neu_wpair-50000-28777,7,neu,tomato,striking
neu_wpair-50000-28778,8,neu,indonesia,incoherent
neu_wpair-50000-28779,9,neu,tigers,staunch
neu_wpair-50000-28780,0,neu,hamburgers,calle
neu_wpair-50000-28781,1,neu,atlantic,hell
neu_wpair-50000-28782,2,neu,absorb,mansion
neu_wpair-50000-28783,3,neu,eglise,enormous
neu_wpair-50000-28784,4,neu,portland,judgments
neu_wpair-50000-28785,5,neu,un,rightly
neu_wpair-50000-28786,6,neu,computer,dunn
neu_wpair-50000-28787,7,neu,diminish,mitch
neu_wpair-50000-28788,8,neu,initiation,plummeted
neu_wpair-50000-28789,9,neu,request,esplanade
neu_wpair-50000-28790,0,neu,loans,tired
neu_wpair-50000-28791,1,neu,occupied,evolving
neu_wpair-50000-28792,2,neu,1909,talmudic
neu_wpair-50000-28793,3,neu,endangered,pk
neu_wpair-50000-28794,4,neu,teams,viewers
neu_wpair-50000-28795,5,neu,brooch,employer
neu_wpair-50000-28796,6,neu,swung,millionaires
neu_wpair-50000-28797,7,neu,doubts,talked
neu_wpair-50000-28798,8,neu,199z,vexed
neu_wpair-50000-28799,9,neu,silo,allegorical
neu_wpair-50000-28800,0,neu,brac,phen
neu_wpair-50000-28801,1,neu,vices,blanc
neu_wpair-50000-28802,2,neu,sex,reductions
neu_wpair-50000-28803,3,neu,host,religious
neu_wpair-50000-28804,4,neu,gulf,vineyards
neu_wpair-50000-28805,5,neu,shales,gimignano
neu_wpair-50000-28806,6,neu,proper,documenting
neu_wpair-50000-28807,7,neu,caverns,weekend
neu_wpair-50000-28808,8,neu,organization,pants
neu_wpair-50000-28809,9,neu,handwritten,conveyed
neu_wpair-50000-28810,0,neu,jesus,golden
neu_wpair-50000-28811,1,neu,distinctions,traditions
neu_wpair-50000-28812,2,neu,gangster,corpse
neu_wpair-50000-28813,3,neu,wallet,ounces
neu_wpair-50000-28814,4,neu,archeologists,valuables
neu_wpair-50000-28815,5,neu,rats,entirely
neu_wpair-50000-28816,6,neu,attempts,experience
neu_wpair-50000-28817,7,neu,trickle,warmer
neu_wpair-50000-28818,8,neu,passes,160
neu_wpair-50000-28819,9,neu,ein,savers
neu_wpair-50000-28820,0,neu,inept,poorer
neu_wpair-50000-28821,1,neu,antidote,hurt
neu_wpair-50000-28822,2,neu,crystal,dunkan
neu_wpair-50000-28823,3,neu,proudly,curiosity
neu_wpair-50000-28824,4,neu,dismantled,teaming
neu_wpair-50000-28825,5,neu,fire,possibility
neu_wpair-50000-28826,6,neu,chapels,skins
neu_wpair-50000-28827,7,neu,boilermakers,plunging
neu_wpair-50000-28828,8,neu,wjc,cool
neu_wpair-50000-28829,9,neu,dilution,liqueurs
neu_wpair-50000-28830,0,neu,simplicity,courage
neu_wpair-50000-28831,1,neu,mortality,appalling
neu_wpair-50000-28832,2,neu,tapestries,beam
neu_wpair-50000-28833,3,neu,holy,levels
neu_wpair-50000-28834,4,neu,indicator,hugely
neu_wpair-50000-28835,5,neu,floats,stranded
neu_wpair-50000-28836,6,neu,reigning,antarctica
neu_wpair-50000-28837,7,neu,ac,brando
neu_wpair-50000-28838,8,neu,offers,wildlife
neu_wpair-50000-28839,9,neu,japp,suffer
neu_wpair-50000-28840,0,neu,sensuality,weakness
neu_wpair-50000-28841,1,neu,treacherous,clan
neu_wpair-50000-28842,2,neu,encompasses,belly
neu_wpair-50000-28843,3,neu,read,expressing
neu_wpair-50000-28844,4,neu,pilgrims,contrary
neu_wpair-50000-28845,5,neu,prospective,ratings
neu_wpair-50000-28846,6,neu,unharmed,message
neu_wpair-50000-28847,7,neu,clinton,burner
neu_wpair-50000-28848,8,neu,cling,johor
neu_wpair-50000-28849,9,neu,forgotten,ideals
neu_wpair-50000-28850,0,neu,mclaughlin,deviation
neu_wpair-50000-28851,1,neu,colosseum,lawsuits
neu_wpair-50000-28852,2,neu,little,upsetting
neu_wpair-50000-28853,3,neu,aspect,foliage
neu_wpair-50000-28854,4,neu,powered,equivalent
neu_wpair-50000-28855,5,neu,brea,campbell
neu_wpair-50000-28856,6,neu,lacquerware,weisberg
neu_wpair-50000-28857,7,neu,thigh,attic
neu_wpair-50000-28858,8,neu,shade,likeness
neu_wpair-50000-28859,9,neu,cv,coastline
neu_wpair-50000-28860,0,neu,sequence,cynical
neu_wpair-50000-28861,1,neu,orchestrated,mitigate
neu_wpair-50000-28862,2,neu,antiquity,launch
neu_wpair-50000-28863,3,neu,catherine,mosaic
neu_wpair-50000-28864,4,neu,lazy,chaos
neu_wpair-50000-28865,5,neu,user,melting
neu_wpair-50000-28866,6,neu,increase,swear
neu_wpair-50000-28867,7,neu,professionalism,asia
neu_wpair-50000-28868,8,neu,allergic,remaining
neu_wpair-50000-28869,9,neu,eight,hijacking
neu_wpair-50000-28870,0,neu,wrap,2004
neu_wpair-50000-28871,1,neu,mals,favored
neu_wpair-50000-28872,2,neu,vacations,inhabited
neu_wpair-50000-28873,3,neu,potential,decorate
neu_wpair-50000-28874,4,neu,strive,considerable
neu_wpair-50000-28875,5,neu,quantities,examination
neu_wpair-50000-28876,6,neu,furnishings,grasmere
neu_wpair-50000-28877,7,neu,requirements,cemeteries
neu_wpair-50000-28878,8,neu,materials,wish
neu_wpair-50000-28879,9,neu,lorraine,reorganized
neu_wpair-50000-28880,0,neu,von,jersey
neu_wpair-50000-28881,1,neu,creator,norman
neu_wpair-50000-28882,2,neu,staff,evolutionary
neu_wpair-50000-28883,3,neu,unconventional,rimini
neu_wpair-50000-28884,4,neu,warn,betray
neu_wpair-50000-28885,5,neu,infected,safire
neu_wpair-50000-28886,6,neu,commodity,flooded
neu_wpair-50000-28887,7,neu,silk,atrocities
neu_wpair-50000-28888,8,neu,accolades,pillar
neu_wpair-50000-28889,9,neu,blushed,evolved
neu_wpair-50000-28890,0,neu,gays,sarcophagi
neu_wpair-50000-28891,1,neu,densities,posters
neu_wpair-50000-28892,2,neu,notably,bearings
neu_wpair-50000-28893,3,neu,powerfully,agreeable
neu_wpair-50000-28894,4,neu,escaping,department
neu_wpair-50000-28895,5,neu,grill,contains
neu_wpair-50000-28896,6,neu,hospital,photogenic
neu_wpair-50000-28897,7,neu,pubs,define
neu_wpair-50000-28898,8,neu,playful,emphasized
neu_wpair-50000-28899,9,neu,underneath,irradiation
neu_wpair-50000-28900,0,neu,loyola,behold
neu_wpair-50000-28901,1,neu,trova,combining
neu_wpair-50000-28902,2,neu,develop,ptolemaic
neu_wpair-50000-28903,3,neu,kid,positions
neu_wpair-50000-28904,4,neu,formally,port
neu_wpair-50000-28905,5,neu,percentage,rooted
neu_wpair-50000-28906,6,neu,blatant,1900
neu_wpair-50000-28907,7,neu,dipped,fujiwara
neu_wpair-50000-28908,8,neu,ee,missionaries
neu_wpair-50000-28909,9,neu,initiation,scam
neu_wpair-50000-28910,0,neu,filly,goose
neu_wpair-50000-28911,1,neu,cii,financially
neu_wpair-50000-28912,2,neu,exerted,refers
neu_wpair-50000-28913,3,neu,special,arabian
neu_wpair-50000-28914,4,neu,grey,resembles
neu_wpair-50000-28915,5,neu,sunni,burton
neu_wpair-50000-28916,6,neu,wont,stereotypes
neu_wpair-50000-28917,7,neu,authorize,comparability
neu_wpair-50000-28918,8,neu,versatile,heartland
neu_wpair-50000-28919,9,neu,notorious,hippodrome
neu_wpair-50000-28920,0,neu,apache,respectively
neu_wpair-50000-28921,1,neu,arcaded,72
neu_wpair-50000-28922,2,neu,legislative,shake
neu_wpair-50000-28923,3,neu,conclusion,unfunded
neu_wpair-50000-28924,4,neu,number,tyler
neu_wpair-50000-28925,5,neu,filmmakers,lang
neu_wpair-50000-28926,6,neu,file,neck
neu_wpair-50000-28927,7,neu,accomplishing,mycenaean
neu_wpair-50000-28928,8,neu,199z,leant
neu_wpair-50000-28929,9,neu,sermons,himeji
neu_wpair-50000-28930,0,neu,deviations,poseidon
neu_wpair-50000-28931,1,neu,boy,verona
neu_wpair-50000-28932,2,neu,thresholds,drivers
neu_wpair-50000-28933,3,neu,yiddish,containers
neu_wpair-50000-28934,4,neu,humayun,photo
neu_wpair-50000-28935,5,neu,valve,bargain
neu_wpair-50000-28936,6,neu,neck,treasure
neu_wpair-50000-28937,7,neu,pinsky,racism
neu_wpair-50000-28938,8,neu,hunger,streak
neu_wpair-50000-28939,9,neu,hilton,roadway
neu_wpair-50000-28940,0,neu,hud,kundera
neu_wpair-50000-28941,1,neu,dissimilar,american
neu_wpair-50000-28942,2,neu,corpses,beat
neu_wpair-50000-28943,3,neu,alligator,palacio
neu_wpair-50000-28944,4,neu,foothold,infirmary
neu_wpair-50000-28945,5,neu,98,cathedrale
neu_wpair-50000-28946,6,neu,following,organisms
neu_wpair-50000-28947,7,neu,lining,features
neu_wpair-50000-28948,8,neu,lyndon,households
neu_wpair-50000-28949,9,neu,michigan,manager
neu_wpair-50000-28950,0,neu,explores,hard
neu_wpair-50000-28951,1,neu,regulation,briefed
neu_wpair-50000-28952,2,neu,abused,favorably
neu_wpair-50000-28953,3,neu,specifically,clooney
neu_wpair-50000-28954,4,neu,esther,finding
neu_wpair-50000-28955,5,neu,fertile,zercher
neu_wpair-50000-28956,6,neu,decadent,dame
neu_wpair-50000-28957,7,neu,summaries,springs
neu_wpair-50000-28958,8,neu,revelation,oxley
neu_wpair-50000-28959,9,neu,neapolitan,deviations
neu_wpair-50000-28960,0,neu,feelings,illustrated
neu_wpair-50000-28961,1,neu,replete,weight
neu_wpair-50000-28962,2,neu,carter,lawyer
neu_wpair-50000-28963,3,neu,retroactive,programs
neu_wpair-50000-28964,4,neu,yeah,conceive
neu_wpair-50000-28965,5,neu,malicious,cowgate
neu_wpair-50000-28966,6,neu,understandable,haircut
neu_wpair-50000-28967,7,neu,disseminating,warranted
neu_wpair-50000-28968,8,neu,game,sauna
neu_wpair-50000-28969,9,neu,400,chance
neu_wpair-50000-28970,0,neu,deliverables,uso
neu_wpair-50000-28971,1,neu,fostering,bodyguards
neu_wpair-50000-28972,2,neu,multiracial,whilst
neu_wpair-50000-28973,3,neu,yachts,communicated
neu_wpair-50000-28974,4,neu,jr,bah
neu_wpair-50000-28975,5,neu,immense,can
neu_wpair-50000-28976,6,neu,helpers,grassmarket
neu_wpair-50000-28977,7,neu,lowe,billy
neu_wpair-50000-28978,8,neu,mitch,underestimated
neu_wpair-50000-28979,9,neu,buttresses,satisfying
neu_wpair-50000-28980,0,neu,crush,grunt
neu_wpair-50000-28981,1,neu,rentals,tensions
neu_wpair-50000-28982,2,neu,super,wouldn
neu_wpair-50000-28983,3,neu,dusty,faced
neu_wpair-50000-28984,4,neu,suppress,wealthiest
neu_wpair-50000-28985,5,neu,nickles,linkage
neu_wpair-50000-28986,6,neu,love,imported
neu_wpair-50000-28987,7,neu,citadel,sent
neu_wpair-50000-28988,8,neu,developing,8am
neu_wpair-50000-28989,9,neu,els,verge
neu_wpair-50000-28990,0,neu,real,yr
neu_wpair-50000-28991,1,neu,edge,specialty
neu_wpair-50000-28992,2,neu,symbolic,struggling
neu_wpair-50000-28993,3,neu,outgoing,house
neu_wpair-50000-28994,4,neu,albeit,math
neu_wpair-50000-28995,5,neu,cure,trout
neu_wpair-50000-28996,6,neu,drive,employment
neu_wpair-50000-28997,7,neu,recommending,cares
neu_wpair-50000-28998,8,neu,127,neighborhood
neu_wpair-50000-28999,9,neu,exhibiting,pumpkin
neu_wpair-50000-29000,0,neu,norm,fort
neu_wpair-50000-29001,1,neu,entirely,turnaround
neu_wpair-50000-29002,2,neu,separation,already
neu_wpair-50000-29003,3,neu,inaccessible,colonnades
neu_wpair-50000-29004,4,neu,defeating,robe
neu_wpair-50000-29005,5,neu,planet,groups
neu_wpair-50000-29006,6,neu,israel,sevilla
neu_wpair-50000-29007,7,neu,wit,emperors
neu_wpair-50000-29008,8,neu,segregation,jars
neu_wpair-50000-29009,9,neu,normal,downstairs
neu_wpair-50000-29010,0,neu,or,gunfire
neu_wpair-50000-29011,1,neu,stocking,unaddressed
neu_wpair-50000-29012,2,neu,eclectic,allowances
neu_wpair-50000-29013,3,neu,oct,consumers
neu_wpair-50000-29014,4,neu,effectively,determines
neu_wpair-50000-29015,5,neu,molesting,breadth
neu_wpair-50000-29016,6,neu,shimbun,acad
neu_wpair-50000-29017,7,neu,mt,presently
neu_wpair-50000-29018,8,neu,tgv,adapted
neu_wpair-50000-29019,9,neu,conjure,trot
neu_wpair-50000-29020,0,neu,scala,achieved
neu_wpair-50000-29021,1,neu,unauthorized,nmcc
neu_wpair-50000-29022,2,neu,elaborately,messages
neu_wpair-50000-29023,3,neu,bhairav,museu
neu_wpair-50000-29024,4,neu,sears,candy
neu_wpair-50000-29025,5,neu,funders,tissue
neu_wpair-50000-29026,6,neu,wenatchee,ucla
neu_wpair-50000-29027,7,neu,anthropologists,moment
neu_wpair-50000-29028,8,neu,bernini,policemen
neu_wpair-50000-29029,9,neu,bright,traverse
neu_wpair-50000-29030,0,neu,robes,impeachment
neu_wpair-50000-29031,1,neu,darned,comprehensive
neu_wpair-50000-29032,2,neu,orang,many
neu_wpair-50000-29033,3,neu,unskilled,acknowledging
neu_wpair-50000-29034,4,neu,48,streets
neu_wpair-50000-29035,5,neu,standpoint,shunned
neu_wpair-50000-29036,6,neu,mcteer,moat
neu_wpair-50000-29037,7,neu,starting,various
neu_wpair-50000-29038,8,neu,tastes,jaipur
neu_wpair-50000-29039,9,neu,mitterrand,products
neu_wpair-50000-29040,0,neu,observable,98
neu_wpair-50000-29041,1,neu,terry,colder
neu_wpair-50000-29042,2,neu,busing,helpers
neu_wpair-50000-29043,3,neu,intangible,existent
neu_wpair-50000-29044,4,neu,pun,embrace
neu_wpair-50000-29045,5,neu,outlets,vessels
