id,fold,topic,label,text1,text2
wiqa-521-12-p,9,coal heating,else,less coal and hot air burn over a fire,LESS oxygen being brought to the body
wiqa-235-0-p,0,volcanic eruption,else,the volcano already erupted,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-41-5-p,1,bacteria,else,the person is infected with more bacteria,LESS radioactive decay occurring
wiqa-1503-6-p,2,respiration,else,more oxygen inhaled,HELPING the sewing machine to work properly
wiqa-1866-13-p,3,virus,else,more receptors use it like a factory,LESS forest formation
wiqa-1331-9-p,4,volcano,else,more pressure is created,less electric current would go through the wire
wiqa-544-11-p,5,bee hive,else,a bigger hive is formed,there are fewer humans
wiqa-178-1-p,6,vaccination,else,you care more about preventing disease,a smaller satellite is packed into a capsule
wiqa-1724-11-p,7,photosynthesis,else,less glucose formed,oil is transferred to stove
wiqa-652-9-p,8,auditory,else,more electrical impulses are sent to the brain,LARGER mountains
wiqa-1460-13-p,9,hibernation,else,more food available,more water available
wiqa-44-3-p,0,bacteria,else,the bacteria is too strong,baby rabbits are not born alive
wiqa-1079-7-p,1,seed dispersal,else,there are more plants in the forest,more magma will cool
wiqa-1903-9-p,2,coal-powered electricity,else,there will be more coal burned,the roots attract more water
wiqa-1532-14-p,3,writing and posting a letter,else,less mail collection occurs,less codon
wiqa-505-0-p,4,wine,else,less vineyards around,there is no virus in the body
wiqa-104-14-p,5,plant,else,less seeds get buried,LESS or SLOWER weathering occurring
wiqa-1253-10-p,6,perspiration,else,less body cooling occurs,MORE oxygen reaching the body
wiqa-483-10-p,7,rabbit,else,no baby rabbits are born,LESS sound being detected
wiqa-758-0-p,8,white dwarf,else,there is less mass to begin with,the pancreas working SOFTER
wiqa-1456-13-p,9,hibernation,else,animal will lose weight more quickly,LESS or SMALLER satelites in space
wiqa-1693-4-p,0,bird,else,more birds find mates,less layers of sediment form above the matter
wiqa-782-13-p,1,coal power plant,else,the turbine produces electricity at a slower rate,a GREATER greenhouse effect
wiqa-176-0-p,2,white dwarf,else,the mass is big enough,LESS damage by acid rain
wiqa-240-2-p,3,earthquake,else,more pressure on rocks,MORE or GREATER eruptions
wiqa-1238-14-p,4,respiration,else,less air enters the lungs,a SMALLER white dwarf star
wiqa-694-8-p,5,bird,else,there are less eggs being developed,plant absorbed oxygen
wiqa-88-0-p,6,acid rain,else,coal stack scrubbers are not used,less noise hits the ear drums
wiqa-1624-4-p,7,earthquake,else,the plates move more quickly past each other,a SMALLER cake
wiqa-735-3-p,8,coal heating,else,the coal is fragile and can be broken down easily,MORE aluminum cans being recycled
wiqa-332-9-p,9,weathering,else,the rock takes longer to break apart,more seeds will be dispersed
wiqa-801-12-p,0,white dwarf,else,there will be a bigger red giant,more acid rain lands
wiqa-823-1-p,1,human,else,contraception becomes more scarce,a MORE EXTENSIVE camping trip
wiqa-1330-6-p,2,volcano,else,magma is pushed with pressure to cool,water coming out of the machine
wiqa-1335-14-p,3,seed dispersal,else,more seeds consumption occurs,fewer tadpoles develop
wiqa-1932-7-p,4,insulin,else,less blood sugar in the body,LESS oxygen being brought to the body
wiqa-1856-8-p,5,dishwasher,else,less pumps available,more turbine spins
wiqa-58-6-p,6,oxygen,else,the heart moves less blood,LESS mold forming on bread
wiqa-1106-10-p,7,lung,else,more oxygen is brought to the body,MORE body cooling occurring
wiqa-1806-11-p,8,kidney,else,kidneys can't filter the blood,more oxygen absorbed by small blood vessels
wiqa-205-8-p,9,sediment,else,sediment will be moved down water,LESS plants
wiqa-1384-10-p,0,pancreas,else,I did not have sugar,the baby rabbit wasn't born
wiqa-16-6-p,1,lungs,else,oxygen does not leave the air sacs into the bloodstream,it burns longer
wiqa-2080-12-p,2,mountain,else,the earth doesn't have tectonic movement,MORE rain
wiqa-1538-7-p,3,seed dispersal,else,Fruits are more tasteful for the animals,more exhaling
wiqa-1342-10-p,4,plant,else,more plants produce fruit,MORE or LARGER ravines forming
wiqa-505-6-p,5,wine,else,more grapes washed,trees gather in a group
wiqa-883-5-p,6,pancreas,else,less digestive juices flows in the body,A deep gash will not be cut
wiqa-617-6-p,7,camping,else,a person becomes less well,LESS or SMALLER icebergs forming
wiqa-1406-2-p,8,rabbit,else,rabbit was born from a healthy mother,there are more forest fires
wiqa-1307-8-p,9,pumpkin,else,we did not plant any,less PH enters into the soil
wiqa-454-6-p,0,flashlight,else,less contact between strips,more matter forms on the sea floor
wiqa-2103-4-p,1,gasoline,else,More oil is pumped from the ground,more satellites are needed
wiqa-60-10-p,2,virus,else,more viruses will be created,less radiation occurs
wiqa-1768-1-p,3,lungs,else,you have less exposure to disease,LESS heat for the house
wiqa-384-0-p,4,boil,else,people are in a hurry,more clouds travel over land
wiqa-721-13-p,5,oil heating,else,less oil is bought,more water freezes and thawes
wiqa-545-3-p,6,owl,else,theowl has an eye disease,more rocks are eroded
wiqa-898-12-p,7,igneous rock,else,less igneous rock occurs,A life is created
wiqa-1295-4-p,8,virus,else,the virus consumes more of the body,acid rainwater react with oxygen
wiqa-411-4-p,9,fossilization,else,animals eat more of the bones,LESS erosion by the ocean
wiqa-806-1-p,0,steam engine,else,less mining occurs,the level of the lakes rise
wiqa-623-14-p,1,bird's nest,else,there will be less twigs on the ground,lava is pushed out of the chambers onto the earth
wiqa-1561-9-p,2,plant,else,there are more seedlings,warming happens faster
wiqa-603-13-p,3,mushroom,else,fewer spores are released,a LARGER black hole
wiqa-1763-4-p,4,sediment,else,more soil available,if more chemicals are released into the air
wiqa-1936-6-p,5,seed dispersal,else,the animal does not digest the fruit,less fault blocks are raised ot tilted
wiqa-545-12-p,6,owl,else,the owl can hunt better at night,LESS or SMALLER eruptions
wiqa-1732-14-p,7,writing and posting a letter,else,seal more envelopes,less water mix together
wiqa-509-8-p,8,flight,else,passenger waits in shorter check in line,MORE or FASTER weathering occurring
wiqa-1072-0-p,9,insulin,else,the person can't eat food,WEAKER echolocation
wiqa-1806-9-p,0,kidney,else,kidneys can't filter the blood,there is not enough water for the plant
wiqa-1185-6-p,1,gasoline,else,less crude oil is converted into gasoline,Less eggs will be fertilized by sperm
wiqa-645-9-p,2,coffee,else,coffee pouring into the pot,MORE regulation of blood sugar level being needed
wiqa-1614-14-p,3,tree rings,else,bark ring is thickened on the inside,MORE clouds forming
wiqa-730-11-p,4,coal heating,else,Pieces will not mix,there will be fewer water droplets
wiqa-2023-5-p,5,sediment,else,fluid moves more by gravity,more pollen transferred
wiqa-1566-6-p,6,acid rain,else,less acid rain falls,less water condenses
wiqa-1558-3-p,7,plant,else,less pollen is formed,MORE plants
wiqa-1575-0-p,8,erosion by ocean,else,a tsunami occurs and creates huge waves,more streams or rivers occur
wiqa-1310-8-p,9,pumpkin,else,the soil dries out less,MORE rain
wiqa-903-3-p,0,igneous rock,else,there is less magma,bee is placed on plant
wiqa-1780-14-p,1,the greenhouse effect,else,Less heat and energy is trapped by the gases,fewer air sacs in lungs being filled
wiqa-1777-14-p,2,acid rain,else,more sulfer oxides are released into the atmosphere,If proper irrigation is applied
wiqa-1413-1-p,3,lungs,else,a person takes a deep breath before free diving,There will be much less impurity for the filter to catch
wiqa-1334-10-p,4,volcano,else,more magma will be pushed upwards,LESS damage by acid rain
wiqa-1312-9-p,5,bee hive,else,the bees produce more wax,more current is produced
wiqa-199-14-p,6,water cycle,else,more rain or snow falls,more rock is eroded
wiqa-357-2-p,7,virus,else,the environment is unclean,More sun shine occurs
wiqa-1111-11-p,8,liver,else,fewer enzymes will be needed,MORE or GREATER eruptions
wiqa-1586-1-p,9,acid rain,else,more conservation occurs,More radiation goes back into space
wiqa-642-9-p,0,coffee,else,the coffee will be stronger,MORE frogs
wiqa-1437-14-p,1,digestion,else,Food is now ingested,more water pushes the sediment back
wiqa-823-9-p,2,human,else,there will be less babies,more hyphal knots form in the ground
wiqa-1704-13-p,3,writing and posting a letter,else,you put less stamps on the front,filter catches more chemicals
wiqa-1560-12-p,4,plant,else,more birds spread the pollenating product,fewer tadpoles hatch
wiqa-337-14-p,5,weathering,else,the rain will not evaporate out of the wood,a SMALLER spread of the virus
wiqa-1869-2-p,6,lungs,else,My cold is gone,more air sacs filled
wiqa-2077-2-p,7,earthquake,else,an earthquake just occurred,more soil erosion occurs
wiqa-153-9-p,8,squirrel,else,the squirrels gains weight,LESS ice cubes being made
wiqa-1334-12-p,9,volcano,else,more magma will be pushed upwards,MORE or LARGER mushrooms
wiqa-1374-8-p,0,hurricane,else,the ocean water is warmer,LESS sedimentary rock forming
wiqa-965-12-p,1,dishwasher,else,the dishwasher already has detergent,Spring is warmer
wiqa-994-7-p,2,kidney,else,there is no waste to filter out,it is a dead seed
wiqa-1792-4-p,3,echolocation,else,if more bats are asleep,The water is cold
wiqa-2083-1-p,4,mountain,else,the edges of more plates crumple,MORE damage by acid rain
wiqa-1800-4-p,5,bird,else,baby bird is developed from a fetus,the person has a lower level of literacy
wiqa-35-1-p,6,recycling,else,there are more landfill sites created,more birds hatches from eggs
wiqa-1700-9-p,7,frog,else,more tadpoles will lose their tails,more of the spores germinate
wiqa-1724-14-p,8,photosynthesis,else,more glucose formed,there is less firewood available
wiqa-1669-1-p,9,photosynthesis,else,there is more shade in the area,more seedlings grow
wiqa-830-11-p,0,weathering,else,there will be less ice formed,MORE pancakes
wiqa-279-4-p,1,recycling,else,more aluminum sorted at recycling facility,plenty of oxygen in blood
wiqa-1366-10-p,2,dishwasher,else,the dishes will be cleaned faster,MORE oxygen being brought to the body
wiqa-825-12-p,3,human,else,more babies produced,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1319-1-p,4,cavern,else,the limestone is covered and less water can reach it,more items to breakdown into small parts
wiqa-664-4-p,5,rain,else,water droplets evaporate in the sky,MORE oxygen being brought to the body
wiqa-1156-7-p,6,fires affecting animals,else,there are not so many fires,LESS crops
wiqa-1445-2-p,7,lungs,else,the little branches of the lungs are collapsed,LESS or SMALLER mushrooms
wiqa-1914-7-p,8,rain,else,more water evaporates into the air,more rocks become volcanoes
wiqa-601-4-p,9,mushroom,else,less spores germinate,less rocks break apart
wiqa-532-14-p,0,greenhouse gases,else,less carbon dioxide and methane,more oxygen absorbed by small blood vessels
wiqa-73-7-p,1,solar eclipse,else,less blockage of earth,More caverns will be formed
wiqa-974-14-p,2,weathering,else,Less plant acid is available to dissolve the rocks,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-755-13-p,3,white dwarf,else,the mass decreases,a LARGER white dwarf star
wiqa-989-10-p,4,snow,else,there will be less clouds,a MORE INTENSE water cycle
wiqa-128-13-p,5,eagle,else,The eagle does not swoop down,The body temperature increases
wiqa-1262-5-p,6,ice cubes,else,the tray if filled with less water,a smaller quantity of butter is used
wiqa-1820-9-p,7,frog,else,less tadpoles will survive,more ice cubes are created
wiqa-451-3-p,8,flashlight,else,the batteries leaked alkaline,the mix will not ignite in the engine
wiqa-1520-4-p,9,radioactive atoms,else,Less atoms split apart from each other,it takes less time for the core to collapses
wiqa-1159-13-p,0,fires affecting animals,else,more preying,LESS damage by acid rain
wiqa-922-4-p,1,kidney,else,PH is kept at a more constant level,MORE power being generated by the engine
wiqa-259-1-p,2,sedimentary rock,else,less storms come through the area,more receptors use cells like a factory
wiqa-1379-1-p,3,acid rain,else,if the chemical count in the water is low,more magma will be pushed upwards
wiqa-1420-4-p,4,water cycle,else,more precipitation occurs,MORE forest formation
wiqa-960-0-p,5,breathing,else,more pollution occurs,MORE electricity being produced
wiqa-378-14-p,6,vegetables,else,less seeds grow,a LESS INTENSE water cycle
wiqa-1922-3-p,7,pancake,else,a person reads the recipe incorrectly,more animals walk by plants
wiqa-1313-14-p,8,bee hive,else,They will not gather food,more wind occurs
wiqa-1641-12-p,9,mushroom,else,less Hyphae will converge,MORE damage by acid rain
wiqa-928-0-p,0,acid rain,else,less acid dissolves minerals,the climate is warmer for the season
wiqa-268-7-p,1,mountain,else,there is more underground activity,LESS oxygen reaching the body
wiqa-431-10-p,2,digestion,else,more food will be digested,more chemical compounds rise in the air
wiqa-2015-2-p,3,bird,else,Less eggs were hatched,the turbine shaft turns more
wiqa-1916-8-p,4,pollination,else,bees reproduce in large numbers,MORE power produced by the steam engine
wiqa-784-13-p,5,fossilization,else,sediments will not build on the top of the animals,more trash is removed
wiqa-1899-14-p,6,coal-powered electricity,else,there is less steam,more salt water is heated
wiqa-994-10-p,7,kidney,else,the renal arteries are clogged,fewer bubbles will form
wiqa-578-8-p,8,dishwasher,else,using hot water to scrub,MORE waste being removed from the body
wiqa-1586-0-p,9,acid rain,else,less land destruction occurs,less volcanic mountains are formed
wiqa-1878-3-p,0,recycling,else,more trash is thrown away,MORE coal arriving at the power station
wiqa-1461-11-p,1,lungs,else,there is no air to be inhaled,You develop more chemical irritation in your kidneys
wiqa-1300-8-p,2,butterfly,else,fewer caterpillars are killed by predators,less ozone layer available
wiqa-1285-2-p,3,photosynthesis,else,more sunny days available,MORE oxygen being brought to the body's cells
wiqa-790-12-p,4,mountain,else,lava forms less mountains,the liver having to work SOFTER
wiqa-1737-1-p,5,blood,else,the person does not have kidney disease,mold sprouted spores
wiqa-111-10-p,6,fires affecting animals,else,a greater negative effect on the animals,the eagle getting LESS food
wiqa-651-5-p,7,kidney,else,drinking less water,more electrostatic energy builds
wiqa-341-6-p,8,plant crops,else,If proper irrigation is applied,ice melts inside of a cloud
wiqa-1684-3-p,9,cloud,else,air rises more easily due to weather conditions,there are more droplets that form together
wiqa-2085-4-p,0,coal-powered electricity,else,less heat to boiler,more carbon dioxide is produced
wiqa-1273-10-p,1,respiration,else,not as much oxygen is transferred to red blood cells,LESS rain
wiqa-980-5-p,2,dishwasher,else,less water is sprayed  towards the dishes,MORE salt being removed from the water
wiqa-1609-12-p,3,writing and posting a letter,else,the person can't hold a pen,there will be more butterflies
wiqa-1656-2-p,4,stomach,else,there is no food available,SMALLER mountains
wiqa-1395-1-p,5,plant,else,there is a lot of room for the seeds,it will be harder for the post office staff
wiqa-107-6-p,6,hurricane,else,more warm air from outside pushes into low pressure area,more electric current flows through the wire
wiqa-468-3-p,7,bird,else,baby bird hatches from egg,MORE crops
wiqa-1355-14-p,8,bee hive,else,more nectar is evaporated,LESS babies
wiqa-696-9-p,9,bird,else,the bird is not able to nest,there are more seeds eaten
wiqa-1798-4-p,0,bird,else,less birds leave the nest,MORE oxygen being brought to the body
wiqa-564-4-p,1,treating a cut,else,less covering is used,more eggs are laid
wiqa-667-4-p,2,rain,else,less water evaporates,more tree networks form
wiqa-26-7-p,3,seed dispersal,else,more population,a LESS INTENSE water cycle
wiqa-1691-6-p,4,bird,else,A Cuckoo bird lays more eggs in your nest,less oxygen is carried round the body
wiqa-708-6-p,5,electromagnet,else,more batteries used,the liver having to work SOFTER
wiqa-1252-6-p,6,perspiration,else,The brain does not receive the signal to sweat,bees eat more food
wiqa-785-14-p,7,fossilization,else,more animals sinking to the bottom,You drink less water than you should
wiqa-1659-7-p,8,rabbit,else,Less rabbits mate with the females,less air is pulled from outside the body
wiqa-1248-4-p,9,bacteria,else,The cut in the skin is larger,MORE or LARGER satelites in space
wiqa-1423-5-p,0,water cycle,else,more water evaporates from a lake,there are fewer remains for water to seep into
wiqa-1472-3-p,1,vegetables,else,more seeds used to grow vegetables,less coal is mined
wiqa-36-13-p,2,recycling,else,people are more ignorant,more sediment will be carried by the water
wiqa-97-10-p,3,oil heating,else,less heat in the house,More tadpoles occur
wiqa-853-12-p,4,kidney,else,less waste will remain in the blood,more fertilized eggs are laid by the mother bird
wiqa-198-6-p,5,water cycle,else,there is less water that runs off into rivers,less replication occurs
wiqa-1168-9-p,6,bacteria,else,more resources will be taken from cells,more water molecules
wiqa-831-7-p,7,weathering,else,there is more water at the beginning,more carbon dioxide available
wiqa-899-13-p,8,igneous rock,else,more lava occurs,MORE waste being removed from the body
wiqa-1539-5-p,9,butterfly,else,more eggs are laid,MORE or MORE POWERFUL lightning
wiqa-2103-6-p,0,gasoline,else,More oil is pumped from the ground,LESS rain
wiqa-432-9-p,1,digestion,else,the digestive system is suffering,MORE/MORE POWERFUL lightning
wiqa-995-7-p,2,kidney,else,the kidney can't clean blood,there is less tectonic activity
wiqa-1389-8-p,3,mineral,else,there is no magma in the surface,LESS sound being detected
wiqa-721-2-p,4,oil heating,else,there is more demand,baby rabbit is cared for until it is an adult rabbit
wiqa-1079-4-p,5,seed dispersal,else,less animals are in the area,more rain falls on the soil over the limestone
wiqa-1073-11-p,6,insulin,else,there is no sugar in the food,Continuous erosion does not occur
wiqa-883-12-p,7,pancreas,else,more  glucagon is released into the bloodstream,There is a smaller cover than the pot
wiqa-757-3-p,8,white dwarf,else,the inner core melts and grows with other elements,fewer tree networks form
wiqa-1321-6-p,9,cavern,else,More rock in the ground is made of limestone,isotope turns to a more different element
wiqa-360-0-p,0,coal-powered electricity,else,less coal crushed,GREATER transfer of oxygen to the body
wiqa-1123-11-p,1,desalination,else,a greater amount of water is heated,pressure builds up until it is released
wiqa-1924-14-p,2,pancake,else,more batter is mixed from the ingredients,more seeds are dropped
wiqa-1964-1-p,3,auditory,else,the sound is not detectable,LESS mold forming on bread
wiqa-326-11-p,4,respiration,else,less glucose and oxygen are created,LESS electricity being produced
wiqa-1490-3-p,5,electromagnet,else,more copper wire being used,More nectar is available to the bees
wiqa-1138-2-p,6,coal-powered electricity,else,needing more electricity,LESS minerals forming
wiqa-2097-8-p,7,rain,else,the clouds aren't filled with rain,MORE waste being removed from the body
wiqa-1902-0-p,8,coal-powered electricity,else,coal is more expensive than normal,My pancreas is inflamed
wiqa-1919-12-p,9,pollination,else,more pollen is produced,MORE snow
wiqa-580-12-p,0,greenhouse,else,there will be more plant growth in the greenhouse,LESS igneous rock forming
wiqa-166-11-p,1,lightning,else,less lightning will be produced,less vegetation
wiqa-845-0-p,2,seed dispersal,else,My dog stayed in the yard,less electric current from power source
wiqa-28-3-p,3,seed dispersal,else,more fruits on the trees,less eggs will contain a baby bird
wiqa-46-1-p,4,skateboard,else,person is younger,Ocean waves hit land with more energy
wiqa-1261-10-p,5,ice cubes,else,the tray will be less filled,the greenhouse being HOTTER
wiqa-1626-7-p,6,earthquake,else,the plates more faster,more eggs are laid
wiqa-2014-12-p,7,bird,else,less birds grow up,fewer eggs are laid
wiqa-1485-5-p,8,electromagnet,else,More copper wire is wrapped around the metal,less habitat is destroyed in the fire
wiqa-1406-11-p,9,rabbit,else,baby is not born,MORE birds
wiqa-283-10-p,0,stomach,else,less acid will be produced,LESS frogs
wiqa-254-2-p,1,sedimentary rock,else,there is too much wind,more rain hits the limestone
wiqa-1667-9-p,2,photosynthesis,else,more carbon dioxide would be available to form glucose,more plants die
wiqa-601-12-p,3,mushroom,else,more buds form,less air goes into the lungs
wiqa-310-3-p,4,echolocation,else,something is blocking it,electrons flow less
wiqa-915-4-p,5,water cycle,else,If more water gets filtered underground,less air reaches the alveoli
wiqa-1261-0-p,6,ice cubes,else,there is less water from the faucet,less urine leaves the kidneys
wiqa-951-9-p,7,human,else,a full term baby will be born,LESS power produced by the steam engine
wiqa-460-11-p,8,frog,else,more tadpoles form legs,turning water into electricity
wiqa-1932-4-p,9,insulin,else,cells release less glucogen,water is absorbed into the clouds and condensate
wiqa-421-2-p,0,the greenhouse effect,else,Glaciers get melted,more sounds occur
wiqa-2080-0-p,1,mountain,else,there is no tectonic plate in the area,MORE or STRONGER earthquakes
wiqa-1591-9-p,2,frog,else,less tadpoles develop legs,Non-purified water will leak through the filter
wiqa-1849-14-p,3,desalination,else,more water does not contain salt,the mass increases
wiqa-1429-14-p,4,steam engine,else,more steam enters the piston,more spores are carried by the wind
wiqa-311-9-p,5,breathing,else,less oxygen in air sacs,a SMALLER volcanic eruption
wiqa-308-8-p,6,echolocation,else,the sound waves are clear to the bat,MORE or LARGER nests
wiqa-524-0-p,7,coal heating,else,the pipes are leaking,less bubbles on water
wiqa-827-14-p,8,weathering,else,the rock takes longer to split,more radiation occurs
wiqa-2001-11-p,9,transport,else,more coal is mined,more magma is created
wiqa-957-10-p,0,desalination,else,more solution cavities are formed,more urine
wiqa-1321-1-p,1,cavern,else,limestone is removed from the ground due to mining,more seeds will be dispersed
wiqa-1799-12-p,2,bird,else,the male and female don't mate,higher water levels
wiqa-526-13-p,3,coal heating,else,less coal is pulverised,forest is burned down by fire
wiqa-1566-3-p,4,acid rain,else,long arid seasons without rain,MORE damage by acid rain
wiqa-1225-6-p,5,rust,else,oxygen is exposed to iron,more trees and plants burn
wiqa-64-2-p,6,auditory,else,more sounds produced near the ear,LESS heat for the house
wiqa-1371-1-p,7,hurricane,else,there is no low pressure,if the roots of a plant decrease and die
wiqa-1567-11-p,8,acid rain,else,less damage is caused by acid rain,LESS minerals forming
wiqa-100-13-p,9,mountain,else,there are fewer fissures,pancake mix is not mixed with enough liquid
wiqa-1818-6-p,0,photosynthesis,else,fewer water molecules are separated into hydrogen and oxygen,My pancreas is inflamed
wiqa-1590-2-p,1,frog,else,the weather is very poor,more nectar is evaporated
wiqa-272-13-p,2,lungs,else,more oxygen-rich air pumped by the heart,more water vapor is formed
wiqa-1624-9-p,3,earthquake,else,the plates will exert more force,less receptors take over and reproduce
wiqa-289-14-p,4,mold,else,A certain amount more water will be absorbed,Moves into the boiler
wiqa-68-3-p,5,pollination,else,less warm weather for blowers to bloom,LESS flowers being pollinated
wiqa-1806-14-p,6,kidney,else,waste is filtered out,MORE waste being removed from the body
wiqa-695-6-p,7,bird,else,there are less hatches from an egg,a MORE ELABORATE birthday party
wiqa-1150-5-p,8,lungs,else,a person breathes in more oxygen,the clouds are more saturated
wiqa-1422-14-p,9,water cycle,else,A lower level of water gets evaporated,plants getting MORE nutrients
wiqa-1198-11-p,0,water,else,less CO2 reactants,MORE radioactive decay occurring
wiqa-1700-10-p,1,frog,else,there will be more frogs,LESS power being generated by the engine
wiqa-472-3-p,2,bird,else,birds are healthy,a LARGER white dwarf star
wiqa-652-2-p,3,auditory,else,the eardrum is damaged,less rock is deposited
wiqa-538-3-p,4,cake,else,the baker does not know how to test a cake for doneness,the rain levels increase at a dam
wiqa-1871-8-p,5,lungs,else,the lung can't expand properly,more rain
wiqa-1820-14-p,6,frog,else,More tadpoles will break free,more urine
wiqa-596-12-p,7,dishwasher,else,more grease is removed from dishes,less hibernation
wiqa-171-2-p,8,birthday party,else,the weather is bad,MORE salt being removed from the water
wiqa-1803-7-p,9,kidney,else,less bladder,crude oil is processed and purified
wiqa-1376-9-p,0,hurricane,else,A smaller amount of water is evaporated,person's body temperature is lowered
wiqa-358-6-p,1,virus,else,less bacteria enters the body,more wildlife dies
wiqa-1762-8-p,2,sediment,else,there is more sediment,less food is moves into the small intestines
wiqa-583-4-p,3,greenhouse,else,the glass is thicker,LARGER mountains
wiqa-2086-2-p,4,coal-powered electricity,else,super heated coal,LARGER mountains
wiqa-1480-9-p,5,butterfly,else,less cocooning,LESS or WEAKER earthquakes
wiqa-1569-6-p,6,erosion by ocean,else,more ocean water pulls sand off of beaches,LESS oxygen reaching the body
wiqa-977-4-p,7,dishwasher,else,dishes are cleaned in dishwasher,MORE fossils forming
wiqa-1021-11-p,8,plant,else,the plant will thrive more,less vegetation available
wiqa-817-4-p,9,gasoline,else,more oil sent to refinery,less air enters lungs
wiqa-1187-4-p,0,fossilization,else,more minerals dissolved in the water,fewer sound waves will be detected by the ear
wiqa-1657-10-p,1,stomach,else,less amino acid absorption,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-1652-6-p,2,water,else,less groundwater,less oxygen to bloodstream
wiqa-262-14-p,3,sedimentary rock,else,More sediment can be glued together,less food travels into the stomach
wiqa-1763-10-p,4,sediment,else,less sediment transportation occurs,a STRONGER electromagnet
wiqa-55-8-p,5,oxygen,else,less oxygen absorbed by lungs,more minerals will be dissolved
wiqa-1989-13-p,6,oil,else,less matter to compress and heat,plants getting MORE nutrients
wiqa-1280-3-p,7,insulin,else,there is less need to eat,less sounds occur
wiqa-1663-9-p,8,rabbit,else,There are no male rabbits,HELPING the letter to be mailed
wiqa-1995-5-p,9,photosynthesis,else,more leaves available,MORE fish
wiqa-1787-6-p,0,rain,else,the clouds are more saturated,a LESS INTENSE water cycle
wiqa-1093-13-p,1,igneous rock,else,less magma cools and solidifies,you put less stamps on the front
wiqa-1506-12-p,2,respiration,else,more oxygen travels into the body,MORE babies
wiqa-25-5-p,3,seed dispersal,else,more fruit,less items are placed in recycling containers
wiqa-1369-8-p,4,dishwasher,else,the dishwasher had dirty dishes,ice cubes will take longer to form
wiqa-1198-12-p,5,water,else,less hydrolysis,there will be an 'eye'
wiqa-143-2-p,6,forest,else,the tree has a blight,there are fewer bees
wiqa-145-0-p,7,nuclear power plant,else,the fuel source is working at it's peak,a SMALLER amount of oxygen being delivered to the blood stream
wiqa-111-11-p,8,fires affecting animals,else,more animals would die,MORE/LARGER icebergs forming
wiqa-1925-7-p,9,pancake,else,less sugar in the bowl,more tadpoles grow larger
wiqa-1985-11-p,0,water cycle,else,less rain or snow fall,MORE butterflies
wiqa-207-6-p,1,sediment,else,If the wind speed increases,less carbon dioxide is exhaled
wiqa-1671-9-p,2,mountain,else,less of earths crust move up,baby bird is formed from its parents
wiqa-848-16-p,3,seed dispersal,else,less seeds get stuck in animal fur,MORE plants
wiqa-1767-14-p,4,lungs,else,"The lungs are more damaged, You have more trouble breathing in",LESS seed dispersal
wiqa-1222-1-p,5,rust,else,it is very high altitude,more coal is mined
wiqa-1177-6-p,6,recycling,else,more items are processed in plants,the tongue will have to work harder
wiqa-1396-4-p,7,plant,else,If the seedling process increases,plants absorb more carbon dioxide
wiqa-1934-8-p,8,seed dispersal,else,Fruit has high sugar content,MORE rabbits
wiqa-1554-5-p,9,launching a satelite,else,a crew builds a smaller physical satellite,"less suspense after singing ""Happy Birthday'"
wiqa-145-7-p,0,nuclear power plant,else,more heat is produced,less oil is bought
wiqa-655-6-p,1,auditory,else,less noise enters the persons ear,fewer waves hit the coast
wiqa-1002-6-p,2,snow,else,there is more water in the clouds,less intense water cycle
wiqa-2096-4-p,3,rain,else,water is evaporated into cloud,LESS use of insulin in the body
wiqa-1096-2-p,4,pollution,else,more air pollution produced,the ice cubs form quickly
wiqa-971-8-p,5,weathering,else,less roots break up rocks,less food is processe
wiqa-1509-3-p,6,evaporation,else,more heat on water,owls fly out less
wiqa-869-9-p,7,liver,else,the liver regulates blood clotting more often,there might be an overflow
wiqa-425-5-p,8,writing and posting a letter,else,the postcode is added,more finish lost
wiqa-1887-0-p,9,desalination,else,less salt water used,more magma from volcano
wiqa-770-9-p,0,pollination,else,the bee will transport less pollen,more satellites will end up in space
wiqa-823-3-p,1,human,else,infertility rates increase,less Hyphae is created
wiqa-865-11-p,2,transport,else,coal is grinded,less turbines working with magnets
wiqa-1257-8-p,3,ice cubes,else,the ice tray is leaking,LESS body cooling occurring
wiqa-1225-3-p,4,rust,else,the iron has come into contact with air,more water condenses and cools
wiqa-584-7-p,5,greenhouse,else,less sunlight passed through the glass,LESS cells being damaged
wiqa-1400-3-p,6,plant,else,less flowers grow,more magma hardens
wiqa-618-3-p,7,camping,else,you set up your tent in less time,the person might get light headed
wiqa-1775-14-p,8,acid rain,else,more sulfur oxides are released,more magma to cool
wiqa-1558-6-p,9,plant,else,less pollenization occurs,more fish are killed
wiqa-339-6-p,0,weathering,else,less rain falls,less satellites packed into a capsule
wiqa-1760-13-p,1,pollination,else,there are fewer flowers,FASTER boiling
wiqa-489-3-p,2,blood,else,more production of blood cells,tray will be put into a freezer
wiqa-1396-10-p,3,plant,else,plants wont mature and stay as seeds,MORE aluminum cans being recycled
wiqa-774-10-p,4,coffee,else,The coffee might burn,more ocean waves hit land
wiqa-1809-4-p,5,mushroom,else,more spores germinate in soil,LESS oil
wiqa-39-1-p,6,pollution,else,the water is broken down,less carbon dioxide enters the leaf
