id,fold,rel,abbr,label,text1,text2
conet-241263,3,Causes,C,cause,running in marathon,fine if you're sled dog
conet-238330,4,Causes,C,cause,making better world,greater peace
conet-243507,5,Causes,C,cause,taking care of proposals,make money
conet-16808934,6,HasPrerequisite,HPre,precede,retain lawyer,institute civil action
conet-16806173,7,HasPrerequisite,HPre,precede,turn off light,go to bed
conet-16806638,8,HasPrerequisite,HPre,precede,go to room,go to sleep
conet-16815822,9,HasPrerequisite,HPre,precede,enter recipient,sending e mail
conet-230219,0,Causes,C,cause,buying products,spend money
conet-244143,1,Causes,C,cause,thanking,experience gratitude
conet-237739,2,Causes,C,cause,lighting fire,creating warmth
conet-16804687,3,HasPrerequisite,HPre,precede,drink lot of alcohool product,get drunk
conet-238100,4,Causes,C,cause,losing weight,change in clothes sizes
conet-323692,5,CausesDesire,CD,cause,would study because,get good grade
conet-319468,6,CausesDesire,CD,cause,being in love with,propose to woman
conet-16811535,7,HasPrerequisite,HPre,precede,breaking law,obstructing justice
conet-16814128,8,HasPrerequisite,HPre,precede,purchase book,read to children
conet-16808444,9,HasPrerequisite,HPre,precede,careful listening,hearing testimony
conet-16799330,0,HasPrerequisite,HPre,precede,consider pie,buy for loved one
conet-16805028,1,HasPrerequisite,HPre,precede,run five miles,get physical activity
conet-322437,2,CausesDesire,CD,cause,patience,wait for
conet-237175,3,Causes,C,cause,jumping up and down,can shoot over defender
conet-16798932,4,HasPrerequisite,HPre,precede,balance to ride,bicycle
conet-241469,5,Causes,C,cause,seeing,fame
conet-240441,6,Causes,C,cause,reaching advantage,ahead
conet-230813,7,Causes,C,cause,coffee,insomnia
conet-243882,8,Causes,C,cause,talking,obtaining information
conet-16819499,9,HasPrerequisite,HPre,precede,customers,waiting tables
conet-16779188,0,HasFirstSubevent,HFS,precede,take one step,climb mountain
conet-16805444,1,HasPrerequisite,HPre,precede,loving person,giving gift
conet-16814229,2,HasPrerequisite,HPre,precede,go to college,receive degree
conet-238813,3,Causes,C,cause,not eating,starvation
conet-233041,4,Causes,C,cause,entertaining,embarassment
conet-239603,5,Causes,C,cause,playing game,having fun
conet-244749,6,Causes,C,cause,waiting in line,becomes turn
conet-16806418,7,HasPrerequisite,HPre,precede,locate opera house,go to opera
conet-16818994,8,HasPrerequisite,HPre,precede,know how to use best,use television
conet-240243,9,Causes,C,cause,propagate,propagate
conet-234763,0,Causes,C,cause,going for walk,falling over
conet-320474,1,CausesDesire,CD,cause,drinking too much beer,empty bladder
conet-236914,2,Causes,C,cause,influencing public decisions,get what want
conet-16802103,3,HasPrerequisite,HPre,precede,sleep,dream
conet-239130,4,Causes,C,cause,passing course,taking new course
conet-235684,5,Causes,C,cause,going to sporting event,cheering for favorite team
conet-16819206,6,HasPrerequisite,HPre,precede,pay admission,visit museum
conet-231733,7,Causes,C,cause,deciding criminal s fate,extremely difficult
conet-16781338,8,HasFirstSubevent,HFS,precede,get in boat,sail boat
conet-16780593,9,HasFirstSubevent,HFS,precede,get to hold place,leave line
conet-245748,0,Causes,C,cause,writing story,novel to created
conet-16795811,1,HasLastSubevent,HLS,precede,go to film,leave
conet-16813722,2,HasPrerequisite,HPre,precede,take away priviledges,punish
conet-16805047,3,HasPrerequisite,HPre,precede,get to bed early,get up early
conet-244299,4,Causes,C,cause,tying shoelace,shoe won't fall off
conet-16794943,5,HasLastSubevent,HLS,precede,clean clothing,put away
conet-16811543,6,HasPrerequisite,HPre,precede,always pay for first,open bag of chips
conet-16797047,7,HasLastSubevent,HLS,precede,stand up,keep balance
conet-241193,8,Causes,C,cause,running,sweating
conet-240419,9,Causes,C,cause,putting on stand,being in court room
conet-16804094,0,HasPrerequisite,HPre,precede,place to look for,finding information
conet-16811658,1,HasPrerequisite,HPre,precede,tearing paper,opening gift
conet-321700,2,CausesDesire,CD,cause,knowledge,gain more land
conet-243753,3,Causes,C,cause,taking phone call,irritation
conet-16799621,4,HasPrerequisite,HPre,precede,money or credit,buying hamburger
conet-238569,5,Causes,C,cause,making shopping list,eyestrain
conet-240101,6,Causes,C,cause,posting message,people to read message
conet-232974,7,Causes,C,cause,enjoying company of friends,have good time
conet-16808149,8,HasPrerequisite,HPre,precede,food,having food
conet-16801531,9,HasPrerequisite,HPre,precede,explore usenet,debate politics
conet-16809048,0,HasPrerequisite,HPre,precede,find army to join,join army
conet-16803319,1,HasPrerequisite,HPre,precede,put on show,entertain
conet-16795345,2,HasLastSubevent,HLS,precede,eat apple,toss core
conet-16808148,3,HasPrerequisite,HPre,precede,farming,having food
conet-237711,4,Causes,C,cause,leaving line,punishment
conet-243103,5,Causes,C,cause,striking match,creating fire
conet-242240,6,Causes,C,cause,sitting on chair,pain in rear
conet-230242,7,Causes,C,cause,buying shirt,putting shirt in bag
conet-16810157,8,HasPrerequisite,HPre,precede,not talk,listen
conet-243670,9,Causes,C,cause,taking in film,enjoying movie
conet-16780130,0,HasFirstSubevent,HFS,precede,leave house,go to work
conet-231736,1,Causes,C,cause,deciding criminal s fate,he'll improve
conet-16812790,2,HasPrerequisite,HPre,precede,have ball,play soccer
conet-16781943,3,HasFirstSubevent,HFS,precede,look around,visit art gallery
conet-16805258,4,HasPrerequisite,HPre,precede,giving,getting money from
conet-16810814,5,HasPrerequisite,HPre,precede,effort,maintaining muscle strength
conet-16805218,6,HasPrerequisite,HPre,precede,lots of studying,getting good grade
conet-321323,7,CausesDesire,CD,cause,having rich friend,eat in restaurant
conet-320275,8,CausesDesire,CD,cause,desire to entertained,go see film
conet-16795389,9,HasLastSubevent,HLS,precede,eat in restaurant,pay bill
conet-16801130,0,HasPrerequisite,HPre,precede,heat,cooking meal
conet-16816034,1,HasPrerequisite,HPre,precede,stamina and patience from most men,shopping
conet-234380,2,Causes,C,cause,getting up early,tiredness
conet-232083,3,Causes,C,cause,doing housework,nicer home
conet-16817904,4,HasPrerequisite,HPre,precede,go to school,take midterm
conet-16795411,5,HasLastSubevent,HLS,precede,empty bladder,zip up trousers
conet-244450,6,Causes,C,cause,using computer,addictive
conet-16815161,7,HasPrerequisite,HPre,precede,make spagetti,satisfy appetites with minimum effort
conet-231319,8,Causes,C,cause,cooking curry,unique aroma
conet-16819867,9,HasPrerequisite,HPre,precede,water,washing dirt from between toes
conet-16809489,0,HasPrerequisite,HPre,precede,criminal activity,killing people
conet-16804649,1,HasPrerequisite,HPre,precede,go to court,get divorce
conet-16808589,2,HasPrerequisite,HPre,precede,throw at bottle,hit bottle
conet-16809606,3,HasPrerequisite,HPre,precede,check dow,know how stock market performed
conet-233235,4,Causes,C,cause,expressing yourself,creation of art
conet-233773,5,Causes,C,cause,freezing,becoming solid
conet-319710,6,CausesDesire,CD,cause,boredom,eating pussy
conet-16819701,7,HasPrerequisite,HPre,precede,rain,walking in rain
conet-16779061,8,HasFirstSubevent,HFS,precede,select property,buy house
conet-241321,9,Causes,C,cause,running marathon,twenty six miles of sweat
conet-16803755,0,HasPrerequisite,HPre,precede,rosin up bow,fiddle
conet-238503,1,Causes,C,cause,making people laugh,people getting in good mood
conet-16802332,2,HasPrerequisite,HPre,precede,get license first,drive car
conet-245573,3,Causes,C,cause,working relief when,over
conet-16803291,4,HasPrerequisite,HPre,precede,understanding film,enjoying film
conet-239274,5,Causes,C,cause,paying cash,have less money
conet-233837,6,Causes,C,cause,gathering energy for tomorrow,sleepiness
conet-16809207,7,HasPrerequisite,HPre,precede,have sense of rhythm,jump rope
conet-16798971,8,HasPrerequisite,HPre,precede,find air filter,breathe fresh air
conet-230851,9,Causes,C,cause,comforting friend,feelings of closeness
conet-233502,0,Causes,C,cause,finding information,gaining knowledge
conet-16809417,1,HasPrerequisite,HPre,precede,take weapon,kill
conet-16799118,2,HasPrerequisite,HPre,precede,making choice,bringing in verdict
conet-322406,3,CausesDesire,CD,cause,pain,have physical examination
conet-244607,4,Causes,C,cause,virus,infection
conet-16798320,5,HasPrerequisite,HPre,precede,research answers,answer questions
conet-16820022,6,HasPrerequisite,HPre,precede,buy televisoin,watch television show
conet-235095,7,Causes,C,cause,going see film,understand plot
conet-233971,8,Causes,C,cause,getting divorce,becoming unmarried
conet-241847,9,Causes,C,cause,selling new book,milestone in writing career
conet-16796146,0,HasLastSubevent,HLS,precede,hit bottle,vomit
conet-16797446,1,HasLastSubevent,HLS,precede,watch movie,walk out and go home
conet-243446,2,Causes,C,cause,taking bus,getting to new place
conet-16817335,3,HasPrerequisite,HPre,precede,spend time on,study for subject
conet-230785,4,Causes,C,cause,climbing mountain,have sense of accomplishment
conet-16805301,5,HasPrerequisite,HPre,precede,getting out of cold,getting warm
conet-244241,6,Causes,C,cause,traveling,change in location and outlook
conet-241206,7,Causes,C,cause,running after ball,getting closer to ball
conet-16782004,8,HasFirstSubevent,HFS,precede,contemplate,walk around lake
conet-231166,9,Causes,C,cause,conquering nation,taking over it's government
conet-16798237,0,HasPrerequisite,HPre,precede,quiet,agree with
conet-16796481,1,HasLastSubevent,HLS,precede,paint house,clean up
conet-16803265,2,HasPrerequisite,HPre,precede,making time,enjoying company of friends
conet-236968,3,Causes,C,cause,investing money or energy,losing
conet-240979,4,Causes,C,cause,resting,being rested
conet-16795594,5,HasLastSubevent,HLS,precede,get drunk,puke
conet-237714,6,Causes,C,cause,leaving line,utter chaos
conet-229862,7,Causes,C,cause,building cathedral,hitting hand with hammer
conet-16797226,8,HasLastSubevent,HLS,precede,taste sweet,swallow
conet-16803899,9,HasPrerequisite,HPre,precede,money,fighting inflation
conet-16807656,0,HasPrerequisite,HPre,precede,look at flashing lights,have epileptic fit
conet-321249,1,CausesDesire,CD,cause,having date,meet friend
conet-16818678,2,HasPrerequisite,HPre,precede,functioning mind,thinking
conet-16813290,3,HasPrerequisite,HPre,precede,speak to god,pray
conet-16800310,4,HasPrerequisite,HPre,precede,get equipment,climb
conet-16809331,5,HasPrerequisite,HPre,precede,discarding,keeping things orderly and tidy
conet-245446,6,Causes,C,cause,weeding garden,grass clippings
conet-16781567,7,HasFirstSubevent,HFS,precede,collect moisture in mouth,spit
conet-242123,8,Causes,C,cause,shopping,tiredness
conet-235038,9,Causes,C,cause,going public,controversy
conet-235056,0,Causes,C,cause,going public,sharing information with strangers
conet-241891,1,Causes,C,cause,sending criminal to prison,homosexual sex
conet-16798190,2,HasPrerequisite,HPre,precede,move forward,advance into battle
conet-319300,3,CausesDesire,CD,cause,being attacked,wage war
conet-16810311,4,HasPrerequisite,HPre,precede,eating food,living
conet-16798597,5,HasPrerequisite,HPre,precede,ticket,attending rock concert
conet-16820145,6,HasPrerequisite,HPre,precede,television,watching television
conet-16781362,7,HasFirstSubevent,HFS,precede,start thinking,search for answers
conet-235837,8,Causes,C,cause,grooming,smell nice
conet-16814194,9,HasPrerequisite,HPre,precede,knowing how to read,reading newspaper
conet-16814090,0,HasPrerequisite,HPre,precede,stay out of wind,read newspaper
conet-232567,1,Causes,C,cause,eating breakfast,late for work
conet-16814701,2,HasPrerequisite,HPre,precede,have bike functional,ride bike
conet-16802428,3,HasPrerequisite,HPre,precede,feet,driving car
conet-16796446,4,HasLastSubevent,HLS,precede,memorize,sleeping
conet-16804816,5,HasPrerequisite,HPre,precede,find shortest line,get in line
conet-16815384,6,HasPrerequisite,HPre,precede,go to museum,see exhibits
conet-323356,7,CausesDesire,CD,cause,unemployment compensation running out,apply for job
conet-16818776,8,HasPrerequisite,HPre,precede,purchase airplane ticket,travel long distance quickly
conet-16814725,9,HasPrerequisite,HPre,precede,go at country,ride horse
conet-16814205,0,HasPrerequisite,HPre,precede,time,reading newspaper
conet-16814806,1,HasPrerequisite,HPre,precede,learn to walk,run
conet-236760,2,Causes,C,cause,howling with laughter,tears rolling down face
conet-16813120,3,HasPrerequisite,HPre,precede,skill,playing poker
conet-16804934,4,HasPrerequisite,HPre,precede,go to bank,get money from
conet-229417,5,Causes,C,cause,attending school,taking tests
conet-16815175,6,HasPrerequisite,HPre,precede,eating,satisfying appetites with minimum effort
conet-243566,7,Causes,C,cause,taking exam,in failure
conet-16780193,8,HasFirstSubevent,HFS,precede,take off clothes,have checkup
conet-16812699,9,HasPrerequisite,HPre,precede,join team,play lacrosse
conet-16796532,0,HasLastSubevent,HLS,precede,play ball,cease playing ball
conet-322671,1,CausesDesire,CD,cause,recognizing beginning of project,have party
conet-16811482,2,HasPrerequisite,HPre,precede,use tow truck,move car
conet-322834,3,CausesDesire,CD,cause,seeing else's failing health,stay healthy
conet-231915,4,Causes,C,cause,discovering truth,pain
conet-16781612,5,HasFirstSubevent,HFS,precede,find matches,start flame or fire
conet-243953,6,Causes,C,cause,talking with far away,wanting to see in person
conet-16780560,7,HasFirstSubevent,HFS,precede,absorb information,learn about subject
conet-16800634,8,HasPrerequisite,HPre,precede,find another person,communicate
conet-236348,9,Causes,C,cause,having physical exam,discovery of health problems
conet-16807562,0,HasPrerequisite,HPre,precede,run water in tub,have bath
conet-16818322,1,HasPrerequisite,HPre,precede,get really stoned,tape television show
conet-16816746,2,HasPrerequisite,HPre,precede,patient,stand in line
conet-242055,3,Causes,C,cause,sewing,garment created
conet-229875,4,Causes,C,cause,building new freeway lanes,temporary traffic jams
conet-238139,5,Causes,C,cause,loving,being unhappy
conet-16809229,6,HasPrerequisite,HPre,precede,get trampoline,jump up and down
conet-16803813,7,HasPrerequisite,HPre,precede,freeze prices,fight inflation
conet-16820546,8,HasPrerequisite,HPre,precede,get education,write program
conet-16813264,9,HasPrerequisite,HPre,precede,thought,posting message
conet-234259,0,Causes,C,cause,getting older,conservatism
conet-231303,1,Causes,C,cause,cooking curry,curry stains
conet-320172,2,CausesDesire,CD,cause,death of loved one,read letter
conet-322852,3,CausesDesire,CD,cause,seeing ill person,stay healthy
conet-240364,4,Causes,C,cause,purchasing cellular phone,commitment to calling plan
conet-16806253,5,HasPrerequisite,HPre,precede,brush hair,go to hairdresser
conet-320698,6,CausesDesire,CD,cause,fear,commit perjury
conet-16799573,7,HasPrerequisite,HPre,precede,not buy big,buy small
conet-237598,8,Causes,C,cause,learning about subject,gain knowledge
conet-16810397,9,HasPrerequisite,HPre,precede,exercise,look good
conet-16796487,0,HasLastSubevent,HLS,precede,paint picture,sign
conet-16808876,1,HasPrerequisite,HPre,precede,willpower,improving yourself
conet-16815633,2,HasPrerequisite,HPre,precede,eye,seeing band
conet-243728,3,Causes,C,cause,taking oath,one to follow certain responsibilities
conet-322325,4,CausesDesire,CD,cause,not having enough time,eat in fast food restaurant
conet-16780986,5,HasFirstSubevent,HFS,precede,pick up guitar,play guitar
conet-16803515,6,HasPrerequisite,HPre,precede,use descriptive language,express information
conet-16814707,7,HasPrerequisite,HPre,precede,own bike,ride bike
conet-240163,8,Causes,C,cause,pretending,acting
conet-16809546,9,HasPrerequisite,HPre,precede,touch person with lips,kiss
conet-233534,0,Causes,C,cause,finding lost item,jubilation
conet-232220,1,Causes,C,cause,drinking alcohol,one to get drunk
conet-244364,2,Causes,C,cause,understanding better,ideas
conet-320215,3,CausesDesire,CD,cause,desire for exercise,ride bicycle
conet-322444,4,CausesDesire,CD,cause,paying tuition,pass course
conet-16807604,5,HasPrerequisite,HPre,precede,aproach person,have conversation
conet-16802796,6,HasPrerequisite,HPre,precede,go to ice cream parlor,eat ice cream
conet-16812269,7,HasPrerequisite,HPre,precede,adopt playful attitude,play
conet-16801887,8,HasPrerequisite,HPre,precede,go outdoors,dive
conet-230505,9,Causes,C,cause,chatting with friends,social bonding
conet-16781495,0,HasFirstSubevent,HFS,precede,take deep breath,sing
conet-16805169,1,HasPrerequisite,HPre,precede,legal advice,getting contract
conet-244991,2,Causes,C,cause,walking dog,sore feet
conet-237049,3,Causes,C,cause,joining army,pride in dad
conet-229118,4,Causes,C,cause,agreeing with,another person to get angry
conet-16807981,5,HasPrerequisite,HPre,precede,make appointment with doctor,have physical exam
conet-16813447,6,HasPrerequisite,HPre,precede,adult,procreate
conet-16815921,7,HasPrerequisite,HPre,precede,have cup in hand,set cup on table
conet-321434,8,CausesDesire,CD,cause,hot day,go for swim
conet-16806250,9,HasPrerequisite,HPre,precede,visit hairstyist or barber,go to get haircut
conet-16798428,0,HasPrerequisite,HPre,precede,go to symphony,attend classical concert
conet-16801788,1,HasPrerequisite,HPre,precede,hang yourself,die
conet-16816802,2,HasPrerequisite,HPre,precede,use arms for support,stand up
conet-16818126,3,HasPrerequisite,HPre,precede,being able to handle stress,taking finals
conet-236458,4,Causes,C,cause,having shower,washing hair
conet-243501,5,Causes,C,cause,taking care of proposals,get bored
conet-229219,6,Causes,C,cause,anxiety,sleep loss
conet-230647,7,Causes,C,cause,cleaning clothes,might smell better
conet-16795949,8,HasLastSubevent,HLS,precede,handle proposals,submit to customer
conet-16796030,9,HasLastSubevent,HLS,precede,have party,clean up confetti
conet-16799341,0,HasPrerequisite,HPre,precede,go to shops,buy for loved one
conet-16794733,1,HasLastSubevent,HLS,precede,bake cake,remove from oven
conet-16811661,2,HasPrerequisite,HPre,precede,operating computer,openmind
conet-237520,3,Causes,C,cause,learning,close mind
conet-16813700,4,HasPrerequisite,HPre,precede,find guilty,punish
conet-16814547,5,HasPrerequisite,HPre,precede,fertilize egg,reproduce
conet-16811224,6,HasPrerequisite,HPre,precede,arrange appointment,meet friend
conet-235201,7,Causes,C,cause,going to concert,experience music sounds
conet-322108,8,CausesDesire,CD,cause,need for exercise,ride bike
conet-16805724,9,HasPrerequisite,HPre,precede,hit head with brick,go into coma
conet-321565,0,CausesDesire,CD,cause,insanity,advance into battle
conet-16815596,1,HasPrerequisite,HPre,precede,go to movie,see story
conet-16780202,2,HasFirstSubevent,HFS,precede,seize,have epileptic fit
conet-234859,3,Causes,C,cause,going jogging,reduction of fats
conet-16818108,4,HasPrerequisite,HPre,precede,preparation,taking exam
conet-240254,5,Causes,C,cause,proposing to woman,get married
conet-16820199,6,HasPrerequisite,HPre,precede,know just where plan,water plant
conet-323000,7,CausesDesire,CD,cause,smelling like fish,have bath
conet-16817262,8,HasPrerequisite,HPre,precede,overcoming,striving to succeed
conet-16796717,9,HasLastSubevent,HLS,precede,quit smoking,get crabby
conet-16808308,0,HasPrerequisite,HPre,precede,choose cd,hear music
conet-229844,1,Causes,C,cause,bringing suit,ruling
conet-322836,2,CausesDesire,CD,cause,seeing exciting soccer game,play soccer
conet-16810106,3,HasPrerequisite,HPre,precede,keep dry,light match
conet-16817842,4,HasPrerequisite,HPre,precede,take course of study,take final exams
conet-16798735,5,HasPrerequisite,HPre,precede,take off clothing,bathe
conet-16810051,6,HasPrerequisite,HPre,precede,water,life
conet-321713,7,CausesDesire,CD,cause,lack of light,start flame or fire
conet-16779092,8,HasFirstSubevent,HFS,precede,call friends and family,celebrate
conet-16796174,9,HasLastSubevent,HLS,precede,improve image,check yourself in mirror
conet-16812907,0,HasPrerequisite,HPre,precede,ex,play violin
conet-16781753,1,HasFirstSubevent,HFS,precede,study,take finals
conet-244645,2,Causes,C,cause,visiting museum,crowding
conet-16781513,3,HasFirstSubevent,HFS,precede,put buttocks on chair,sit quietly
conet-242888,4,Causes,C,cause,staying fit,being attractive
conet-239629,5,Causes,C,cause,playing game of chess,frustration
conet-234526,6,Causes,C,cause,giving gift,might say thank
conet-243302,7,Causes,C,cause,surprising,might scare
conet-320051,8,CausesDesire,CD,cause,craving for vagina,meet girls
conet-16810568,9,HasPrerequisite,HPre,precede,kiss often,love else
conet-233036,0,Causes,C,cause,enjoying film,vote
conet-16806685,1,HasPrerequisite,HPre,precede,just go,go to sporting event
conet-16806321,2,HasPrerequisite,HPre,precede,leave house first,go to mall
conet-16815315,3,HasPrerequisite,HPre,precede,go to musuem,see artifacts
conet-16794795,4,HasLastSubevent,HLS,precede,buy,give money to clerk
conet-16812222,5,HasPrerequisite,HPre,precede,check funds,plan vacation
conet-16808451,6,HasPrerequisite,HPre,precede,patience and good judgement,hearing testimony
conet-16807334,7,HasPrerequisite,HPre,precede,go into bathroom,groom
conet-16805009,8,HasPrerequisite,HPre,precede,exercise,get physical activity
conet-16811215,9,HasPrerequisite,HPre,precede,propose to,marry woman
conet-16817498,0,HasPrerequisite,HPre,precede,hide from,surprise
conet-234370,1,Causes,C,cause,getting up early,not being late
conet-231298,2,Causes,C,cause,cooking,smells
conet-239322,3,Causes,C,cause,planning vacation,anticipation
conet-16807387,4,HasPrerequisite,HPre,precede,digestive system,growing
conet-16818915,5,HasPrerequisite,HPre,precede,dick or pussy,urinating
conet-320512,6,CausesDesire,CD,cause,efficancy,understand better
conet-232346,7,Causes,C,cause,driving car,spending time sitting down
conet-16805044,8,HasPrerequisite,HPre,precede,ask to get up,get up early
conet-16818830,9,HasPrerequisite,HPre,precede,use keyboard,type
conet-236182,0,Causes,C,cause,having friends over,pleasure
conet-16805641,1,HasPrerequisite,HPre,precede,go to swimming pool,go for swim
conet-16805255,2,HasPrerequisite,HPre,precede,billing,getting money from
conet-243971,3,Causes,C,cause,taping television show,tape to get full
conet-241545,4,Causes,C,cause,seeing band,mixed feelings
conet-16801476,5,HasPrerequisite,HPre,precede,have samba music to dance to,dance samba
conet-240280,6,Causes,C,cause,proving physical endurance,exhaustion
conet-16816618,7,HasPrerequisite,HPre,precede,throw party,socialize
conet-16810453,8,HasPrerequisite,HPre,precede,hold breath,lose consciousness
conet-16800148,9,HasPrerequisite,HPre,precede,go to laudry,clean clothing
conet-237440,0,Causes,C,cause,knowing how stock market performed,greater economy
conet-16781523,1,HasFirstSubevent,HFS,precede,buy lift ticket,ski
conet-235680,2,Causes,C,cause,going to sporting event,anger
conet-321246,3,CausesDesire,CD,cause,having currency,shop
conet-234607,4,Causes,C,cause,going for drive,relax
conet-16818169,5,HasPrerequisite,HPre,precede,telephone,taking phone call
conet-16802035,6,HasPrerequisite,HPre,precede,repair vacuum cleaner,do housework
conet-16819930,7,HasPrerequisite,HPre,precede,turn on television,watch film
conet-236219,8,Causes,C,cause,having haircut,idle conversation
conet-16796499,9,HasLastSubevent,HLS,precede,pass sentence,decide on criminal's punishment
conet-16816223,0,HasPrerequisite,HPre,precede,action to sit down,sitting down
conet-16814527,1,HasPrerequisite,HPre,precede,have tools,repair umbrella
conet-323350,2,CausesDesire,CD,cause,unconcious person,check vital signs
conet-323004,3,CausesDesire,CD,cause,smoke,breathe fresh air
conet-235829,4,Causes,C,cause,grooming,neater appearance
conet-16780136,5,HasFirstSubevent,HFS,precede,enter zoo,go to zoo
conet-235973,6,Causes,C,cause,having bath,being clear
conet-16799132,7,HasPrerequisite,HPre,precede,acquire funding,build cathedral
conet-16799969,8,HasPrerequisite,HPre,precede,listen to heart beat,check vital signs
conet-244017,9,Causes,C,cause,teaching other people,people getting dumber
conet-16797182,0,HasLastSubevent,HLS,precede,take midterm,hand to teacher
conet-245215,1,Causes,C,cause,watching movie,developing appreciation of director
conet-232492,2,Causes,C,cause,eating,not being hungry
conet-233029,3,Causes,C,cause,enjoying film,laughter
conet-320225,4,CausesDesire,CD,cause,desire for justice,send criminal to prison
conet-237567,5,Causes,C,cause,learning about science,gaining understanding of nature
conet-16814615,6,HasPrerequisite,HPre,precede,quietness,resting
conet-321535,7,CausesDesire,CD,cause,improvisation,play game
conet-16794747,8,HasLastSubevent,HLS,precede,become more clean,dry off with towel
conet-16804832,9,HasPrerequisite,HPre,precede,know what leader thinks.l,get in line
conet-16820515,0,HasPrerequisite,HPre,precede,find inspiration,write poem
conet-322272,1,CausesDesire,CD,cause,new purchase,have party
conet-16779945,2,HasFirstSubevent,HFS,precede,suffer insult to brain,go into coma
conet-16801806,3,HasPrerequisite,HPre,precede,write last will,die
conet-16813812,4,HasPrerequisite,HPre,precede,understand competitors,reach advantage
conet-242038,5,Causes,C,cause,setting cup on table,stop it's motion
conet-16806290,6,HasPrerequisite,HPre,precede,have dirty clothes to washed,go to laundromat
conet-236143,7,Causes,C,cause,having food,eating food
conet-16820169,8,HasPrerequisite,HPre,precede,spare time,watching tv
conet-16810975,9,HasPrerequisite,HPre,precede,know how to sew,make patchwork quilt
conet-235288,0,Causes,C,cause,going to hairdresser,hair loss
conet-236134,1,Causes,C,cause,having examination,stress over results
conet-242737,2,Causes,C,cause,standing up,di
conet-16820419,3,HasPrerequisite,HPre,precede,do lots of writing,write
conet-229287,4,Causes,C,cause,attending class,understanding
conet-234545,5,Causes,C,cause,giving plug,get free sample
conet-321865,6,CausesDesire,CD,cause,loosing,reach advantage
conet-245514,7,Causes,C,cause,working,becoming bored
conet-233706,8,Causes,C,cause,flying kite,relaxation
conet-235533,9,Causes,C,cause,going to play,being entertained
conet-16800533,0,HasPrerequisite,HPre,precede,disabuse yourself of idea,commit suicide
conet-16781530,1,HasFirstSubevent,HFS,precede,get off feet,sleep
conet-16811008,2,HasPrerequisite,HPre,precede,portray funny side,make people laugh
conet-239598,3,Causes,C,cause,playing game,entertain
conet-233831,4,Causes,C,cause,gathering energy for tomorrow,laze
conet-16804963,5,HasPrerequisite,HPre,precede,get internet service,get onto web
conet-234287,6,Causes,C,cause,getting onto web,receiving spam in email
conet-240232,7,Causes,C,cause,procreating,offspring
conet-16797162,8,HasLastSubevent,HLS,precede,take exam,check all answers
conet-235156,9,Causes,C,cause,going to baseball game,excitement
conet-16802298,0,HasPrerequisite,HPre,precede,put on glasses,drive
conet-16795396,1,HasLastSubevent,HLS,precede,eat lunch,wash dishes
conet-16815243,2,HasPrerequisite,HPre,precede,pump iron,score homer
conet-319171,3,CausesDesire,CD,cause,attempt to improve,have party
conet-233874,4,Causes,C,cause,getting away with crime,exhilarating
conet-16802821,5,HasPrerequisite,HPre,precede,go to burger king,eat in fast food restaurant
conet-232387,6,Causes,C,cause,drought,famine
conet-238359,7,Causes,C,cause,making bread,creating food
conet-229732,8,Causes,C,cause,breathing,important to good health
conet-237342,9,Causes,C,cause,kissing,being told breath stinks
conet-235628,0,Causes,C,cause,going to school,frustation
conet-16820085,1,HasPrerequisite,HPre,precede,get beer,watch tv show
conet-229431,2,Causes,C,cause,awaking,get up
conet-322481,3,CausesDesire,CD,cause,pills,sleep
conet-16798241,4,HasPrerequisite,HPre,precede,say yep,agree with
conet-16811202,5,HasPrerequisite,HPre,precede,fma,making sure re healthy
conet-16814342,6,HasPrerequisite,HPre,precede,silence,relaxing
conet-236323,7,Causes,C,cause,having party,dirty dishes
conet-235895,8,Causes,C,cause,handling proposals,transact business
conet-229591,9,Causes,C,cause,becoming scuba diver,seeing exotic sea life
conet-16812630,0,HasPrerequisite,HPre,precede,tune,play guitar
conet-229698,1,Causes,C,cause,birthday,party
conet-16801298,2,HasPrerequisite,HPre,precede,start to think,create idea
conet-240286,3,Causes,C,cause,proving physical endurance,impressing people around
conet-236788,4,Causes,C,cause,hurting else,hurt back
conet-16813831,5,HasPrerequisite,HPre,precede,ftop,reach impasse
conet-16797468,6,HasLastSubevent,HLS,precede,weed garden,dispose of weeds
conet-16813567,7,HasPrerequisite,HPre,precede,build sense of romance,propose to woman
conet-16820413,8,HasPrerequisite,HPre,precede,buy word processor,write
conet-244647,9,Causes,C,cause,visiting museum,enjoyment
conet-234793,0,Causes,C,cause,going into coma,high hospital bills
conet-235659,1,Causes,C,cause,going to sleep,feeling rested
conet-321001,2,CausesDesire,CD,cause,getting sweaty,have shower
conet-234802,3,Causes,C,cause,going into coma,permanent brain damage
conet-243495,4,Causes,C,cause,taking care of proposals,efficiency
conet-242261,5,Causes,C,cause,sitting quietly,discomfort
conet-16802203,6,HasPrerequisite,HPre,precede,get beverage,drink
conet-241275,7,Causes,C,cause,running in marathon,shortness of breath
conet-232169,8,Causes,C,cause,drink,intoxication
conet-16817153,9,HasPrerequisite,HPre,precede,step of brake pedal,stop car
conet-242181,0,Causes,C,cause,singing,pain
conet-231265,1,Causes,C,cause,cooking,burns
conet-233143,2,Causes,C,cause,exercising,burning of calories
conet-16798454,3,HasPrerequisite,HPre,precede,in school,attend lecture
