id,fold,rel,abbr,label,text1,text2
conet-16795571-r,5,HasLastSubevent,HLS,else,commit,get away with crime
conet-16796381-r,6,HasLastSubevent,HLS,else,put letter in mailbox,mail letter
conet-16816488-r,7,HasPrerequisite,HPre,else,smoke,have cigarette
conet-16804229-r,8,HasPrerequisite,HPre,else,flirt,find girl
conet-231003-r,9,Causes,C,else,static,communicating
conet-236848-r,0,Causes,C,else,understanding,illustrating point
conet-16818319-r,1,HasPrerequisite,HPre,else,tape television show,director
conet-16815528-r,2,HasPrerequisite,HPre,else,see old things,look at scrapbooks
conet-233110-r,3,Causes,C,else,knowing more about,examining thing
conet-238366-r,4,Causes,C,else,having bread to eat or sell,making bread
conet-243072-r,5,Causes,C,else,step on brakes,stopping car
conet-16799271-r,6,HasPrerequisite,HPre,else,buy beer,go to store
conet-16805014-r,7,HasPrerequisite,HPre,else,get physical activity,go outside
conet-16795136-r,8,HasLastSubevent,HLS,else,stretch,dance
conet-233346-r,9,Causes,C,else,live,feeding family
conet-16820061-r,0,HasPrerequisite,HPre,else,watch tv,make popcorn
conet-241392-r,1,Causes,C,else,refrigerator to empty,sating hunger
conet-322902-r,2,CausesDesire,CD,else,buy beer,seen beer commercial
conet-321062-r,3,CausesDesire,CD,else,gain more land,gold deposit
conet-239437-r,4,Causes,C,else,cheers,playing basketball
conet-322761-r,5,CausesDesire,CD,else,rest,running
conet-233292-r,6,Causes,C,else,drowning,falling overboard
conet-16808914-r,7,HasPrerequisite,HPre,else,increase vocabulary,consult dictionary
conet-230667-r,8,Causes,C,else,good feeling,cleaning clothing
conet-242005-r,9,Causes,C,else,clutter,setting cup on table
conet-16801896-r,0,HasPrerequisite,HPre,else,dive,learn to swim
conet-245475-r,1,Causes,C,else,aerodynamic lift,wing
conet-16807055-r,2,HasPrerequisite,HPre,else,going see play,eyesight
conet-16813563-r,3,HasPrerequisite,HPre,else,proper human body functioning,peristalsis
conet-16801058-r,4,HasPrerequisite,HPre,else,cook dinner,figure out what to cook
conet-16810778-r,5,HasPrerequisite,HPre,else,maintain muscle strength,develop muscle strength
conet-233766-r,6,Causes,C,else,relief for yourself,forgiving
conet-16795150-r,7,HasLastSubevent,HLS,else,celebrate,destroy enemy
conet-237889-r,8,Causes,C,else,fall asleep,listening to radio
conet-16800721-r,9,HasPrerequisite,HPre,else,compete against,make comparisons
conet-233149-r,0,Causes,C,else,fitness,exercising
conet-16799349-r,1,HasPrerequisite,HPre,else,buy for loved one,know what want
conet-231378-r,2,Causes,C,else,salivation,cooking meal
conet-229684-r,3,Causes,C,else,getting fired,being late to work
conet-16779282-r,4,HasFirstSubevent,HFS,else,cook curry,go to store
conet-322625-r,5,CausesDesire,CD,else,enjoy film,rainy day
conet-16807085-r,6,HasPrerequisite,HPre,else,going to bed,turning lights off
conet-16798314-r,7,HasPrerequisite,HPre,else,answer questions,learn answers
conet-16800914-r,8,HasPrerequisite,HPre,else,conquering nation,taking control
conet-243429-r,9,Causes,C,else,you'll feel refreshed and less tired,taking break
conet-16812538-r,0,HasPrerequisite,HPre,else,play game of chess,chess board
conet-16807561-r,1,HasPrerequisite,HPre,else,have bath,run water
conet-233014-r,2,Causes,C,else,sense of peace,enjoying day
conet-16813808-r,3,HasPrerequisite,HPre,else,reach advantage,study subject
conet-16815778-r,4,HasPrerequisite,HPre,else,send criminal to prison,talk to another person
conet-241632-r,5,Causes,C,else,being satisfied,seeing idea become reality
conet-16780937-r,6,HasFirstSubevent,HFS,else,play cards,deal
conet-230265-r,7,Causes,C,else,loss of space in pockets,buying small
conet-236557-r,8,Causes,C,else,joy and reminds of holidays,hearing singing
conet-238001-r,9,Causes,C,else,looking best,looking better
conet-243159-r,0,Causes,C,else,better understanding of subject,studying for subject
conet-16813175-r,1,HasPrerequisite,HPre,else,playing violin,skills
conet-16810896-r,2,HasPrerequisite,HPre,else,make friends,helpful to other people
conet-16813442-r,3,HasPrerequisite,HPre,else,printing on printer,paper
conet-16808937-r,4,HasPrerequisite,HPre,else,institute civil action,speak to lawyer
conet-16816006-r,5,HasPrerequisite,HPre,else,shop,get money
conet-319281-r,6,CausesDesire,CD,else,skateboard,being absolutely crazy
conet-235387-r,7,Causes,C,else,meeting new people,going to market
conet-239470-r,8,Causes,C,else,constant new situations,playing cards
conet-16818422-r,9,HasPrerequisite,HPre,else,teach other people,learn to patient
conet-322944-r,0,CausesDesire,CD,else,have heart attack,sexy girl
conet-237971-r,1,Causes,C,else,valuable,living life
conet-16794965-r,2,HasLastSubevent,HLS,else,climb down foothills,climb mountain
conet-238951-r,3,Causes,C,else,changing color,painting
conet-16813167-r,4,HasPrerequisite,HPre,else,playing violin,bow
conet-16803413-r,5,HasPrerequisite,HPre,else,examine thing,smell and use microscope
conet-320037-r,6,CausesDesire,CD,else,make bread,cornbread mix in cupboard
conet-230105-r,7,Causes,C,else,satisfying craving,buying hamburger
conet-16811360-r,8,HasPrerequisite,HPre,else,meet people,go where there people
conet-16806404-r,9,HasPrerequisite,HPre,else,go to opera,dress up
conet-236440-r,0,Causes,C,else,feel better,having shower
conet-16803926-r,1,HasPrerequisite,HPre,else,find information,go on internet
conet-237382-r,2,Causes,C,else,makes feel warm inside,kissing
conet-16819161-r,3,HasPrerequisite,HPre,else,visit art gallery,find out hours of operation
conet-322132-r,4,CausesDesire,CD,else,impanel jury,need to conduct trial
conet-322811-r,5,CausesDesire,CD,else,fight inflation,seeing astronomic prices
conet-16805383-r,6,HasPrerequisite,HPre,else,give gift,think of recipient
conet-16802956-r,7,HasPrerequisite,HPre,else,eat vegetables,buy vegetables and wash
conet-16812591-r,8,HasPrerequisite,HPre,else,play games,find friends to play with
conet-237043-r,9,Causes,C,else,learning to march,joining army
conet-16817003-r,0,HasPrerequisite,HPre,else,stay healthy,wash hands
conet-16781165-r,1,HasFirstSubevent,HFS,else,read book,read dust cover
conet-321058-r,2,CausesDesire,CD,else,dress nice,going to symphony
conet-16796593-r,3,HasLastSubevent,HLS,else,tally score,play games
conet-234876-r,4,Causes,C,else,managers to happy,going off strike
conet-319450-r,5,CausesDesire,CD,else,eat apple,being hungry and having apple
conet-321268-r,6,CausesDesire,CD,else,meet interesting people,having few interesting friends
conet-16798116-r,7,HasPrerequisite,HPre,else,add up numbers,do
conet-323568-r,8,CausesDesire,CD,else,have food,watching cookery programmes
conet-16779207-r,9,HasFirstSubevent,HFS,else,commit murder,hide evidence
conet-16809259-r,0,HasPrerequisite,HPre,else,jumping out of window,bravery
conet-242234-r,1,Causes,C,else,getting tired slower,sitting on chair
conet-16808873-r,2,HasPrerequisite,HPre,else,improving yourself,self discipline and detemination
conet-240534-r,3,Causes,C,else,wisdom,reading bible
conet-240184-r,4,Causes,C,else,people not believing,pretending
conet-16817855-r,5,HasPrerequisite,HPre,else,take finals,pass mid terms
conet-232382-r,6,Causes,C,else,transportation cost,driving to work
conet-245166-r,7,Causes,C,else,cynicism,watching evening news
conet-16813971-r,8,HasPrerequisite,HPre,else,read book,set up good lighting
conet-16798503-r,9,HasPrerequisite,HPre,else,attend rock concert,get ride to there
conet-16800170-r,0,HasPrerequisite,HPre,else,clean clothing,usually take off first
conet-16804650-r,1,HasPrerequisite,HPre,else,get divorce,go to lawyer
conet-233431-r,2,Causes,C,else,panic,fighting enemy
conet-16803081-r,3,HasPrerequisite,HPre,else,eating in restaurant,food
conet-16798969-r,4,HasPrerequisite,HPre,else,breathe fresh air,avoid cigarette smokers
conet-16819487-r,5,HasPrerequisite,HPre,else,waiting on line,patient
conet-16798789-r,6,HasPrerequisite,HPre,else,become more clean,take shower
conet-235308-r,7,Causes,C,else,clean clothes,going to laundromat
conet-16820147-r,8,HasPrerequisite,HPre,else,watching television,television to turned on
conet-322250-r,9,CausesDesire,CD,else,have party,new decorations
conet-16819812-r,0,HasPrerequisite,HPre,else,wash dirt from between toes,use rag
conet-239059-r,1,Causes,C,else,mental relief,painting picture
conet-16819225-r,2,HasPrerequisite,HPre,else,visit other countries,money
conet-244038-r,3,Causes,C,else,notoriety,telling many people about
conet-241404-r,4,Causes,C,else,economic progress,satisfying appetites with minimum effort
conet-16814369-r,5,HasPrerequisite,HPre,else,release energy,scream
conet-230741-r,6,Causes,C,else,well organized surroundings,cleaning room
conet-245008-r,7,Causes,C,else,rain to fall on,walking in rain
conet-16795814-r,8,HasLastSubevent,HLS,else,drive to supercut,go to get haircut
conet-16819545-r,9,HasPrerequisite,HPre,else,wake up in morning,sleeping night before
conet-16810533-r,0,HasPrerequisite,HPre,else,love another,love
conet-322322-r,1,CausesDesire,CD,else,pay by credit card,not having cash in pocket
conet-234717-r,2,Causes,C,else,tired legs,going for run
conet-16815600-r,3,HasPrerequisite,HPre,else,see story,look at tv
conet-16779894-r,4,HasFirstSubevent,HFS,else,give assistance,determine need
conet-235252-r,5,Causes,C,else,seeing,going to film
conet-240791-r,6,Causes,C,else,sometimes permanent,recording somethign
conet-238127-r,7,Causes,C,else,weighing less,losing weight
conet-238820-r,8,Causes,C,else,beeing arrested,obstructing justice
conet-16810378-r,9,HasPrerequisite,HPre,else,look better,remove calouses
conet-16812350-r,0,HasPrerequisite,HPre,else,play baseball,have team
conet-233324-r,1,Causes,C,else,increased error,fatigue
conet-16798388-r,2,HasPrerequisite,HPre,else,attend class,enroll in class
conet-16804866-r,3,HasPrerequisite,HPre,else,get in shape,jog
conet-16808998-r,4,HasPrerequisite,HPre,else,involved in accident,get other persons insurance information
conet-16801705-r,5,HasPrerequisite,HPre,else,destroying enemy,cunning
conet-16815594-r,6,HasPrerequisite,HPre,else,see story,buy ticket to theater
conet-16779155-r,7,HasFirstSubevent,HFS,else,climb mountain,acquire equipment
conet-233295-r,8,Causes,C,else,recollection,familiar sound
conet-16812723-r,9,HasPrerequisite,HPre,else,play piano,know how to read notes
conet-16810497-r,0,HasPrerequisite,HPre,else,lose weight,not eat fried foods
conet-16779618-r,1,HasFirstSubevent,HFS,else,entertain people,think up to do
conet-16815178-r,2,HasPrerequisite,HPre,else,satisfying appetites with minimum effort,eating snack
conet-319745-r,3,CausesDesire,CD,else,read newspaper,boredom
conet-240544-r,4,Causes,C,else,gaining knowledge,reading book
conet-320369-r,5,CausesDesire,CD,else,compete,desire to win
conet-16816115-r,6,HasPrerequisite,HPre,else,singing well,training
conet-16815151-r,7,HasPrerequisite,HPre,else,satisfy appetites with minimum effort,find filling foodstuff
conet-242476-r,8,Causes,C,else,getting lung cancer,smoking cigarette
conet-16798073-r,9,HasPrerequisite,HPre,else,act in play,try out for part
conet-16810634-r,0,HasPrerequisite,HPre,else,mail letter,buy stamp and envelope
conet-16813023-r,1,HasPrerequisite,HPre,else,playing game of chess,intelligence and experience
conet-16811988-r,2,HasPrerequisite,HPre,else,pay bills,work to get money
conet-243886-r,3,Causes,C,else,sharing information,talking
conet-16820605-r,4,HasPrerequisite,HPre,else,write story,think of plot
conet-16809579-r,5,HasPrerequisite,HPre,else,knit,find knitting needle
conet-322675-r,6,CausesDesire,CD,else,take in film,recomendation
conet-232462-r,7,Causes,C,else,ruined streets pipelines and houses,earthquake
conet-16808548-r,8,HasPrerequisite,HPre,else,hike,walking shoes
conet-16807557-r,9,HasPrerequisite,HPre,else,have bath,put water in tub
conet-16780774-r,0,HasFirstSubevent,HFS,else,meet friend,shake hands
conet-16795751-r,1,HasLastSubevent,HLS,else,perform,go on stage
conet-16779659-r,2,HasFirstSubevent,HFS,else,fence,put on protective gear
conet-319323-r,3,CausesDesire,CD,else,see movie,being bored
conet-240523-r,4,Causes,C,else,learn things,reading
conet-16796772-r,5,HasLastSubevent,HLS,else,feel better,relax
conet-239156-r,6,Causes,C,else,celebration,passing university exams
conet-320942-r,7,CausesDesire,CD,else,help,generosity
conet-16816117-r,8,HasPrerequisite,HPre,else,sit down,bend knees
conet-16796459-r,9,HasLastSubevent,HLS,else,do promotions,open business
conet-319053-r,0,CausesDesire,CD,else,go see play,advertising
conet-16805631-r,1,HasPrerequisite,HPre,else,go for swim,find water
conet-16806959-r,2,HasPrerequisite,HPre,else,going on strike,cooperation of all workers
conet-229529-r,3,Causes,C,else,lose thinking ability,becoming inebriated
conet-16781580-r,4,HasFirstSubevent,HFS,else,stand in line,wait
conet-229913-r,5,Causes,C,else,debt,buying
conet-229342-r,6,Causes,C,else,getting information,attending meeting
conet-16800772-r,7,HasPrerequisite,HPre,else,computer,power supply to operate
conet-16802030-r,8,HasPrerequisite,HPre,else,do housework,pick up garbage
conet-234083-r,9,Causes,C,else,increased stamina,getting fit
conet-237606-r,0,Causes,C,else,understanding better,learning about subject
conet-234569-r,1,Causes,C,else,drunkeness,going fishing
conet-229745-r,2,Causes,C,else,smell bad odors,breathing
conet-16781371-r,3,HasFirstSubevent,HFS,else,see artifacts,visit museum
conet-319270-r,4,CausesDesire,CD,else,serve justice,becoming victim of crime
conet-16809458-r,5,HasPrerequisite,HPre,else,kill people,stab em with knife
conet-16815308-r,6,HasPrerequisite,HPre,else,see art,visit art gallery
conet-233536-r,7,Causes,C,else,relief,finding lost item
conet-232096-r,8,Causes,C,else,improve health,doing regular exercise
conet-232617-r,9,Causes,C,else,feeling good,eating cookie
conet-236726-r,0,Causes,C,else,eyes tear,howling with laughter
conet-245132-r,1,Causes,C,else,dirty sink,washing hands
conet-323174-r,2,CausesDesire,CD,else,have party,surprise announcement
conet-16781028-r,3,HasFirstSubevent,HFS,else,play poker,shuffle cards
conet-16802225-r,4,HasPrerequisite,HPre,else,drink,pee first
conet-229744-r,5,Causes,C,else,relaxation,breathing
conet-16819424-r,6,HasPrerequisite,HPre,else,wait tables,demonstrate ability to please customers
conet-233960-r,7,Causes,C,else,remorse,getting contract
conet-238840-r,8,Causes,C,else,undesirable consequences,obstructing justice
conet-243661-r,9,Causes,C,else,take very important test,taking finals
conet-16820271-r,0,HasPrerequisite,HPre,else,weeding garden,pain
conet-16805103-r,1,HasPrerequisite,HPre,else,get wet,fall in ditch
conet-236142-r,2,Causes,C,else,eating,having food
conet-16800226-r,3,HasPrerequisite,HPre,else,clean room,organize
conet-244350-r,4,Causes,C,else,appearing smarter,understanding better
conet-16816520-r,5,HasPrerequisite,HPre,else,smoking,tobacco
conet-16804425-r,6,HasPrerequisite,HPre,else,forgive,never bring up again
conet-16801405-r,7,HasPrerequisite,HPre,else,cut hair,buy stocking cap
conet-16799517-r,8,HasPrerequisite,HPre,else,buy products,go over catalog
conet-319333-r,9,CausesDesire,CD,else,commit perjury,being bribed
conet-16819493-r,0,HasPrerequisite,HPre,else,waiting on tables,job
conet-16798072-r,1,HasPrerequisite,HPre,else,act in play,try out
conet-16819006-r,2,HasPrerequisite,HPre,else,use television,turn on television
conet-320900-r,3,CausesDesire,CD,else,play game with friends,friendship
conet-16802507-r,4,HasPrerequisite,HPre,else,eat,dine
conet-16781793-r,5,HasFirstSubevent,HFS,else,talk,open mouth
conet-321816-r,6,CausesDesire,CD,else,have party,loneliness
conet-16819110-r,7,HasPrerequisite,HPre,else,view video,have friends over and rent one
conet-16803127-r,8,HasPrerequisite,HPre,else,empty bladder,go to bathroom
conet-16804368-r,9,HasPrerequisite,HPre,else,flying kite,wind
conet-16811163-r,0,HasPrerequisite,HPre,else,making patchwork quilt,patience and skill
conet-16811029-r,1,HasPrerequisite,HPre,else,make phone call,get phone
conet-16798462-r,2,HasPrerequisite,HPre,else,attend lecture,take notes
conet-319960-r,3,CausesDesire,CD,else,light fire,coldness
conet-16819367-r,4,HasPrerequisite,HPre,else,wait on line,call public service
conet-16795184-r,5,HasLastSubevent,HLS,else,regulate breathing,do exercises
conet-16781599-r,6,HasFirstSubevent,HFS,else,start fire,arrange kindling
conet-238304-r,7,Causes,C,else,depression,maintaining muscle strength
conet-16817662-r,8,HasPrerequisite,HPre,else,take bus,live near bus stop
conet-16807759-r,9,HasPrerequisite,HPre,else,have fun,go to portugal
conet-319636-r,0,CausesDesire,CD,else,tell story,being with children
conet-241985-r,1,Causes,C,else,gets death penalty,serving justice
conet-16795513-r,2,HasLastSubevent,HLS,else,keep to yourself,find truth
conet-16809779-r,3,HasPrerequisite,HPre,else,learn about science,try experiments
conet-233740-r,4,Causes,C,else,getting impeached,fooling around with young intern
conet-323427-r,5,CausesDesire,CD,else,visit other countries,wanting change of scenery
conet-16815163-r,6,HasPrerequisite,HPre,else,satisfy appetites with minimum effort,marry rich
conet-16817561-r,7,HasPrerequisite,HPre,else,swimming,fins
conet-16815094-r,8,HasPrerequisite,HPre,else,running out of steam,refilling boiler
conet-320420-r,9,CausesDesire,CD,else,eat in restaurant,dirty kitchen
conet-244642-r,0,Causes,C,else,appreciation for past,visiting museum
conet-16815011-r,1,HasPrerequisite,HPre,else,run twenty six miles,practice running long distances
conet-16798380-r,2,HasPrerequisite,HPre,else,attend class,apply
conet-322140-r,3,CausesDesire,CD,else,sell new book,need to make money
conet-237988-r,4,Causes,C,else,feeling better,looking better
conet-244885-r,5,Causes,C,else,getting up,waking up in morning
conet-16810880-r,6,HasPrerequisite,HPre,else,make bread,use money
conet-16807179-r,7,HasPrerequisite,HPre,else,going to performance,ticket
conet-16813097-r,8,HasPrerequisite,HPre,else,playing piano,practice
conet-320168-r,9,CausesDesire,CD,else,have heart attack,death in family
conet-16814611-r,0,HasPrerequisite,HPre,else,resting,not being really active
conet-245255-r,1,Causes,C,else,listening to new music,watching musician perform
conet-233768-r,2,Causes,C,else,repaired relationship,forgiving
conet-243738-r,3,Causes,C,else,uphold oath,taking oath
conet-234331-r,4,Causes,C,else,get tired,getting physical activity
conet-230559-r,5,Causes,C,else,making easier to digest,chewing food
conet-16798572-r,6,HasPrerequisite,HPre,else,attending lecture,knowing about lecture
conet-16800457-r,7,HasPrerequisite,HPre,else,comfort friend,talk to friend
conet-16781903-r,8,HasFirstSubevent,HFS,else,urinate,unzip pants
conet-16818912-r,9,HasPrerequisite,HPre,else,urinating,bathroom
conet-16781754-r,0,HasFirstSubevent,HFS,else,take finals,study first
conet-233267-r,1,Causes,C,else,conformity to gravity,falling
conet-320976-r,2,CausesDesire,CD,else,groom,getting married
conet-322778-r,3,CausesDesire,CD,else,urinate,running water
conet-16811282-r,4,HasPrerequisite,HPre,else,meet girls,say hi to girls
conet-16820528-r,5,HasPrerequisite,HPre,else,write poem,pick up pen
conet-230536-r,6,Causes,C,else,sign of life,checking vital signs
conet-16806194-r,7,HasPrerequisite,HPre,else,go to concert,obtain tickets
conet-16780455-r,8,HasFirstSubevent,HFS,else,invest money or energy,make sure it's useful
conet-323374-r,9,CausesDesire,CD,else,have fun,vacation
conet-16779103-r,0,HasFirstSubevent,HFS,else,change society,breed more
conet-16795763-r,1,HasLastSubevent,HLS,else,get blunted,go outside for evening
conet-240122-r,2,Causes,C,else,feel relieved,praying
conet-244004-r,3,Causes,C,else,appreciation of one's own concepts,teaching other people
conet-16807667-r,4,HasPrerequisite,HPre,else,have epileptic fit,watch japanese cartoons
conet-235692-r,5,Causes,C,else,excitement,going to sporting event
conet-16820655-r,6,HasPrerequisite,HPre,else,writing,spelling
conet-243523-r,7,Causes,C,else,enlightenment,taking course
conet-323577-r,8,CausesDesire,CD,else,ride horse,watching horse related movie
conet-16781620-r,9,HasFirstSubevent,HFS,else,stay fit,want more pussy
conet-16804781-r,0,HasPrerequisite,HPre,else,get good grade,put extra time in studying
conet-322905-r,1,CausesDesire,CD,else,see idea become reality,self esteem
conet-16809377-r,2,HasPrerequisite,HPre,else,kill,find out where live
conet-241010-r,3,Causes,C,else,being greeted by co workers,returning to work
conet-16804295-r,4,HasPrerequisite,HPre,else,fly in airplane,join air force
conet-16802593-r,5,HasPrerequisite,HPre,else,eat breakfast,cook breakfast
conet-239315-r,6,Causes,C,else,would receive applause,performing
conet-16817323-r,7,HasPrerequisite,HPre,else,study for subject,prepare
conet-236820-r,8,Causes,C,else,burn,ignite
conet-236510-r,9,Causes,C,else,soothing,hearing music
conet-16809092-r,0,HasPrerequisite,HPre,else,joining army,youth
conet-16810465-r,1,HasPrerequisite,HPre,else,lose consciousness,take drugs
conet-16782046-r,2,HasFirstSubevent,HFS,else,watch evening news,turn on television
conet-231559-r,3,Causes,C,else,people will happier,creating to help other people
conet-232799-r,4,Causes,C,else,getting wrong food,eating in restaurant
conet-233381-r,5,Causes,C,else,winning,fencing
conet-16781838-r,6,HasFirstSubevent,HFS,else,tell story,start from beginning
conet-233825-r,7,Causes,C,else,efficency,gathering energy for tomorrow
conet-16802176-r,8,HasPrerequisite,HPre,else,drill hole,plug in electric drill
conet-16811003-r,9,HasPrerequisite,HPre,else,make people laugh,make funny faces
conet-16804825-r,0,HasPrerequisite,HPre,else,get in line,go to back
conet-16804300-r,1,HasPrerequisite,HPre,else,fly in airplane,learn about yaw
conet-242372-r,2,Causes,C,else,rejuvenation,sleeping
conet-237371-r,3,Causes,C,else,letting know how feel,kissing
conet-319812-r,4,CausesDesire,CD,else,drive to work,bus breaking down
conet-322071-r,5,CausesDesire,CD,else,fiddle,music
conet-16803343-r,6,HasPrerequisite,HPre,else,entertain people,join circus
conet-236085-r,7,Causes,C,else,convulsions,having epileptic fit
conet-16816306-r,8,HasPrerequisite,HPre,else,skateboard,wear protection
conet-16813263-r,9,HasPrerequisite,HPre,else,posting message,stamps
conet-16807115-r,0,HasPrerequisite,HPre,else,going to laundromat,alot of quarters
conet-16811965-r,1,HasPrerequisite,HPre,else,pay bills,gather together
conet-16817200-r,2,HasPrerequisite,HPre,else,stopping bicycle,use break
conet-16779835-r,3,HasFirstSubevent,HFS,else,get job,decide to get job
conet-16801413-r,4,HasPrerequisite,HPre,else,cut hair,go to barber shop
conet-245582-r,5,Causes,C,else,entertain rednecks,wrestling
conet-323400-r,6,CausesDesire,CD,else,punish,violent crime
conet-16795187-r,7,HasLastSubevent,HLS,else,play,do housework
conet-232583-r,8,Causes,C,else,crumbs in bed,eating breakfast in bed
conet-241906-r,9,Causes,C,else,public pays for lodging costs,sending criminal to prison
conet-16816657-r,0,HasPrerequisite,HPre,else,spend money,spend wisely
conet-16807551-r,1,HasPrerequisite,HPre,else,have bath,get bathtub
conet-16796564-r,2,HasLastSubevent,HLS,else,win or lose game,play chess
conet-234215-r,3,Causes,C,else,peer jealousy,getting job
conet-16814470-r,4,HasPrerequisite,HPre,else,remember phone number,use mneumonic
conet-238959-r,5,Causes,C,else,emotions,painting
conet-231247-r,6,Causes,C,else,punished,convicting suspect for crime
conet-16796293-r,7,HasLastSubevent,HLS,else,count change,leave line
conet-16799439-r,8,HasPrerequisite,HPre,else,buy house,have lot of money
conet-16796040-r,9,HasLastSubevent,HLS,else,eat perishables,have party
conet-16809553-r,0,HasPrerequisite,HPre,else,kissing,being close to
conet-16813036-r,1,HasPrerequisite,HPre,else,playing game with friends,friends
conet-16819779-r,2,HasPrerequisite,HPre,else,wash clothes,take off
conet-16812299-r,3,HasPrerequisite,HPre,else,play,wear playclothes
conet-323635-r,4,CausesDesire,CD,else,visit other countries,winning lottery
conet-16794763-r,5,HasLastSubevent,HLS,else,eat,bring home fish
conet-16809768-r,6,HasPrerequisite,HPre,else,learn about science,read lot and make experiences
conet-16802166-r,7,HasPrerequisite,HPre,else,drill hole,choose drillbit
conet-240346-r,8,Causes,C,else,resentment,punishing
conet-16811383-r,9,HasPrerequisite,HPre,else,meeting girls,confidence
conet-16812271-r,0,HasPrerequisite,HPre,else,play,arrange to have time off
conet-16795428-r,1,HasLastSubevent,HLS,else,clap when film over,enjoy film
conet-238370-r,2,Causes,C,else,hungry feeling,making bread
conet-320958-r,3,CausesDesire,CD,else,wash clothes,getting dirty
conet-16796162-r,4,HasLastSubevent,HLS,else,make conclusion,illustrate point
conet-16805672-r,5,HasPrerequisite,HPre,else,go for walk,go somewhere nice
conet-232840-r,6,Causes,C,else,hunger to reduce,eating lunch
conet-323149-r,7,CausesDesire,CD,else,sit down,sudden surprise
conet-16809120-r,8,HasPrerequisite,HPre,else,judge,try to keep open mind
conet-16818121-r,9,HasPrerequisite,HPre,else,taking final exams,number two pencil
conet-16820314-r,0,HasPrerequisite,HPre,else,winning baseball game,scoring
conet-16795829-r,1,HasLastSubevent,HLS,else,purchase items at checkout,go to mall
conet-321225-r,2,CausesDesire,CD,else,paint picture,having art materials and talent
conet-242665-r,3,Causes,C,else,person stabs bleeds and dies,stabbing to death
conet-236411-r,4,Causes,C,else,not being as tired,having rest
conet-16810442-r,5,HasPrerequisite,HPre,else,lose consciousness,drink alcohol
conet-16803823-r,6,HasPrerequisite,HPre,else,fight inflation,not consume excessively
conet-319875-r,7,CausesDesire,CD,else,attend lecture,chance to hear marvin minsky
conet-16819782-r,8,HasPrerequisite,HPre,else,wash clothes,take to laundry room
conet-16802979-r,9,HasPrerequisite,HPre,else,eat vegetables,wash first
conet-16814815-r,0,HasPrerequisite,HPre,else,run,run
conet-16799024-r,1,HasPrerequisite,HPre,else,bring home fish,catch em
conet-16814182-r,2,HasPrerequisite,HPre,else,reading news,newspaper
conet-16819766-r,3,HasPrerequisite,HPre,else,wash clothes,put detergent in washing machine
conet-16797197-r,4,HasLastSubevent,HLS,else,tell truth,take stand
conet-231465-r,5,Causes,C,else,crash,crash
conet-235722-r,6,Causes,C,else,buy things,going to store
conet-16818107-r,7,HasPrerequisite,HPre,else,taking exam,number 2 pencil
conet-236800-r,8,Causes,C,else,may sad,hurting else
conet-16780892-r,9,HasFirstSubevent,HFS,else,pay cash,take money out of wallet
conet-16809742-r,0,HasPrerequisite,HPre,else,learn,read couple of books
conet-236160-r,1,Causes,C,else,bonding,having friends over
conet-231219-r,2,Causes,C,else,revelation,contemplating
conet-16815248-r,3,HasPrerequisite,HPre,else,score homer,swing bat
conet-16806534-r,4,HasPrerequisite,HPre,else,go to pub,get designated driver
conet-319610-r,5,CausesDesire,CD,else,see particular program,being told about program
conet-16813184-r,6,HasPrerequisite,HPre,else,please parents,determine what parents want
conet-233955-r,7,Causes,C,else,legal complications,getting contract
conet-16810805-r,8,HasPrerequisite,HPre,else,maintaining good health,effort
conet-16797505-r,9,HasLastSubevent,HLS,else,mail,write letter
conet-16818115-r,0,HasPrerequisite,HPre,else,taking examination,number two pencil
conet-237367-r,1,Causes,C,else,herpes,kissing
conet-322008-r,2,CausesDesire,CD,else,join army,mental disorder
conet-16796733-r,3,HasLastSubevent,HLS,else,close cover,read book
conet-16794923-r,4,HasLastSubevent,HLS,else,put away cleaning supplies,clean
conet-240951-r,5,Causes,C,else,delivering baby,reproducing
conet-240052-r,6,Causes,C,else,frustration,pleasing parents
conet-236905-r,7,Causes,C,else,resentment,improving yourself
conet-16799063-r,8,HasPrerequisite,HPre,else,bring in verdict,in court
conet-16816428-r,9,HasPrerequisite,HPre,else,sleeping at night,being tired
conet-16817268-r,0,HasPrerequisite,HPre,else,stroke recovery,therapy
conet-238180-r,1,Causes,C,else,good feelings,loving else
conet-16804177-r,2,HasPrerequisite,HPre,else,fix computer,cut power supply
conet-16819632-r,3,HasPrerequisite,HPre,else,walk dog,tie well
conet-236377-r,4,Causes,C,else,finger in butt,having physical examination
conet-16806743-r,5,HasPrerequisite,HPre,else,go to work,get up in morning
conet-244981-r,6,Causes,C,else,meet walking another dog,walking dog
conet-16801068-r,7,HasPrerequisite,HPre,else,cook dinner,kill chicken
conet-323370-r,8,CausesDesire,CD,else,memorize,upcoming exams
conet-16813972-r,9,HasPrerequisite,HPre,else,read book,settle into great chair
conet-16809613-r,0,HasPrerequisite,HPre,else,know how stock market performed,go to www.fidelity.com
conet-241606-r,1,Causes,C,else,contentment,seeing favorite show
conet-323325-r,2,CausesDesire,CD,else,prove physical endurance,triathalon
conet-16801065-r,3,HasPrerequisite,HPre,else,cook dinner,go to kitchen
conet-241188-r,4,Causes,C,else,shortness of breath,running
conet-16796320-r,5,HasLastSubevent,HLS,else,watch burn,light match
