id,fold,type,label,text1,text2
because-CHRG-111shrg61651.ann-E6-r,6,Consequence,else,fail,too big
because-ArticleIP_1060.ann-E3-r,7,Consequence,else,states cannot put the interests of a fetus ahead of the interests of the pregnant woman,"the fetus is ""viable."""
because-1855233.ann-E14-r,8,Consequence,else,there's absolutely no way to know what kind of government will take his place,the power of radical Islam in Pakistan
because-1854573.ann-E6-r,9,Purpose,else,use video from gruesome attacks like the slaughter of Russian schoolchildren or the bombing of a wedding at a Jordanian hotel,underscore that terrorists are cold-blooded murderers
because-CHRG-110hhrg44900-2.ann-E95-r,0,Motivation,else,I would like to see a lot more regulations on the government and on the Federal Reserve,"I think it's the ability of the government, through regulatory agencies as well as the Federal Reserve, to disrupt markets and destroy market discipline"
because-1818333.ann-E8-r,1,Consequence,else,"empower Mr. Hadley, along with his deputy at the National Security Council, Jack D. Crouch, as they ran the review process inside the White House",Mr. Rumsfeld's departure on Nov. 8
because-1852160.ann-E14-r,2,Motivation,else,he cannot support the measure,it does not set as its primary goal registering and tracking the people already here illegally
because-1821517.ann-E8-r,3,Consequence,else,it clear that it was Mr. Libby who had gone out of his way to take on the task of speaking to Ms. Mitchell about that issue,Ms. Martin
because-1818333.ann-E18-r,4,Motivation,else,"John P. Abizaid, who heads the Central Command, was opposed to any increase in American troop levels","mid-November, when he became convinced that the economic commitments by both Iraq and the United States made it worth adding troops"
because-1852031.ann-E1-r,5,Motivation,else,an American warship fired cruise missiles into the area,"two boatloads of heavily armed gunmen landed at Bargal, a small fishing village on the north Somali coast, and then escaped into the mountains"
because-1821059.ann-E24-r,6,Purpose,else,Most of them were here,prestige
because-20020731-nyt.ann-E10-r,7,Motivation,else,that judge sentenced sentenced Chang to 18 months' imprisonment,"obstructing justice and making $53,700 in illegal campaign contributions to Torricelli's 1996 Senate campaign"
because-1852197.ann-E36-r,8,Motivation,else,six Iraqi officers were arrested,police commanders were confronted with the video in mid-May
because-wsj_1603.ann-E15-r,9,Consequence,else,Mr. Chan resume work,district authorities
because-wsj_1874.ann-E35-r,0,Purpose,else,The chancellor sometimes has used the occasion,announce major economic policy changes
because-wsj_1455.ann-E22-r,1,Consequence,else,safe farming,too contaminated
because-wsj_1603.ann-E12-r,2,Consequence,else,Mr. Chan achieved a breakthrough in 1987 -- and became a minor celebrity again,his story was published in a weekly newspaper
because-1855233.ann-E4-r,3,Purpose,else,use political and economic programs,prevent extremism's spread
because-wsj_1931.ann-E5-r,4,Consequence,else,a repeat of 1987's stock market debacle,the Fed has injected reserves into the banking system
because-wsj_1353.ann-E7-r,5,Consequence,else,a fire visible from 10 miles away,"Explosions shook a Phillips Petroleum Co. plastics plant near Pasadena, Texas"
because-1822572.ann-E7-r,6,Purpose,else,form alliances with hospitals and health executives,fight against cuts and fight for broader and better coverage
because-CHRG-110hhrg44900-1.ann-E48-r,7,Consequence,else,our seamless cooperation to achieve it possible,the leadership and support provided by this committee and by other leaders in Congress
because-1853335.ann-E28-r,8,Motivation,else,the Bush administration's different approach to Microsoft,a confluence of political forces as well as significant changes in the marketplace
because-1855648.ann-E28-r,9,Consequence,else,you still shouldn't be able to vote,you're criminally insane
because-1854824.ann-E5-r,0,Purpose,else,who keep showing up at Mr. Romney's events dressed as a dolphin named Flipper,highlight the candidate's so-called flip-flops on issues
because-CHRG-110hhrg44900-2.ann-E143-r,1,Consequence,else,it would be better,it had been earlier
because-wsj_1849.ann-E13-r,2,Motivation,else,an alert entrepreneur won't look the other way,it takes only 43 cents to buy a dollar's worth of a firm's capital stock
because-CHRG-110hhrg44900-2.ann-E7-r,3,Consequence,else,and sort of a tension between that and the need for these institutions to raise more capital,new capital requirements and liquidity standards
because-CHRG-110hhrg44900-1.ann-E92-r,4,Consequence,else,managers assess the risk that they face on a firm-wide basis,strong risk measurement and risk management practices
because-wsj_1803.ann-E11-r,5,Purpose,else,relying on buses,ferry passengers to the Bay area
because-wsj_1353.ann-E14-r,6,Motivation,else,the assistance,U.S. aid in resolving the cases of three Iranians kidnapped in Lebanon in 1982 or the release of frozen Iranian assets
because-wsj_1947.ann-E5-r,7,Consequence,else,The spot dislocations that showed up,confusion (much of it in Washington)
because-1853957.ann-E2-r,8,Motivation,else,he would bar earmarks completely,Republicans attacked individual projects to score political points
because-CHRG-110hhrg44900-1.ann-E86-r,9,Motivation,else,"specifically thank you and your staff, as well as the public and private sector partners","organizing the HOPE NOW Alliance, which has helped to keep hundreds of thousands of families in their homes"
because-wsj_1506.ann-E22-r,0,Consequence,else,the spy agency's role in the coup attempt in Panama,congressional curbs
because-Article247_3500.ann-E11-r,1,Consequence,else,AOL would never have existed,it had been founded here
because-1851286.ann-E2-r,2,Consequence,else,witness harassment,the site
because-wsj_1506.ann-E4-r,3,Consequence,else,the failure of such covert actions as this month's futile effort to oust Panamanian dictator Manuel Noriega,the sort of congressional requirements
because-CHRG-111shrg61651.ann-E19-r,4,Consequence,else,the community banks are disadvantaged by the current situation,"they have to pay a lot more money--they pay higher interest for funds, their cost of capital is higher"
because-wsj_1506.ann-E10-r,5,Motivation,else,how the U.S. might operate,foreign coups
because-wsj_1803.ann-E15-r,6,Motivation,else,traffic was being limited yesterday to 27 arrivals and 27 departures an hour -- down from 33 to 45 an hour normally,the noise level in the control tower was overwhelming without the windows
because-CHRG-110hhrg44900-2.ann-E60-r,7,Consequence,else,the health of our capital markets,the type of market discipline
because-1821059.ann-E31-r,8,Consequence,else,the attendance of their members,party leaders
because-wsj_1874.ann-E20-r,9,Consequence,else,lag Treasurys,California is forced to issue new debt over time to repair public facilities
because-wsj_1603.ann-E16-r,0,Purpose,else,National leaders stopped by his stand,commend his achievements
because-1851302.ann-E1-r,1,Consequence,else,immigration reform succeed,Mexico's
because-1853957.ann-E3-r,2,Purpose,else,Republicans attacked individual projects,score political points
because-wsj_1829.ann-E9-r,3,Motivation,else,dial Digital automatically,trouble arises
because-1853339.ann-E12-r,4,Purpose,else,"Mr. Murphy, a longtime Republican, had to pause",temper his words
because-20020731-nyt.ann-E34-r,5,Consequence,else,it hard to use forged travel papers,"Powell and representatives of the nations of the Asian group, including Indonesia"
because-1852160.ann-E27-r,6,Motivation,else,people come forward,what kind of system
because-ArticleIP_1060.ann-E8-r,7,Consequence,else,Circulation,the use of ventilators and injections of hormones
because-1853339.ann-E13-r,8,Consequence,else,A nephew who works as a house painter had trouble finding high-paying work,competition from illegal immigrants
because-1826095.ann-E1-r,9,Motivation,else,the plane had been sent,commercial flights had been canceled
because-wsj_1455.ann-E6-r,0,Consequence,else,the spire glow,Solar-powered batteries
because-wsj_1603.ann-E27-r,1,Motivation,else,bear,too painful
because-20020731-nyt.ann-E172-r,2,Consequence,else,a court battle over whether -- thanks to the Treasury's mistaken export permission in 1944 -- the coin could be legally owned.,"His arrest in Manhattan, after attempting to sell the coin for $1.5 million"
because-wsj_2125.ann-E9-r,3,Consequence,else,could the Wall Street gyrations damp Christmas sales,consumers lose confidence in the economy
because-wsj_1450.ann-E37-r,4,Consequence,else,further attacks,an increased police presence
because-1853106.ann-E2-r,5,Consequence,else,the trial should be halted,the Constitutional Court rules on whether prosecutors violated state secrecy in bringing the case
because-1854691.ann-E3-r,6,Consequence,else,"refer charges to a court-martial for one of the marines, Lance Cpl. Justin L. Sharratt, who is accused of killing three of the men",enough evidence
because-wsj_1603.ann-E24-r,7,Consequence,else,his entry into their official association,writers
because-1845580.ann-E15-r,8,Consequence,else,Final victory,time
because-wsj_1780.ann-E4-r,9,Consequence,else,"it would be ``cleaner, more efficient''",he had authority to block buy-outs in advance
because-20020731-nyt.ann-E135-r,0,Consequence,else,the building collapsed,the Sept. 11 terrorist attack
because-CHRG-111shrg61651.ann-E43-r,1,Consequence,else,fail,too big
because-1855259.ann-E7-r,2,Consequence,else,enough fear among the general populace to cause thousands to flee for neighboring Pakistan or Iran,suicide attacks
because-wsj_1446.ann-E4-r,3,Purpose,else,"Cane lawyers review documents and perform research, if necessary, with the help of three law clerks and several support staffers",determine whether a caller has reason to sue
because-CHRG-110hhrg44900-2.ann-E46-r,4,Motivation,else,I'm surprised,"I thought that our regulatory agencies, no matter how they were organized, whether it was by financial institution category or not, had as its prime objective, all of those things that you talk about doing now"
because-1851291.ann-E13-r,5,Consequence,else,there be a contradiction between faith and reason,Senator Brownback
because-20020731-nyt.ann-E178-r,6,Consequence,else,separate this urban plan from the ordinary,"Opening the process to other designers, both here and internationally"
because-20020731-nyt.ann-E77-r,7,Purpose,else,he sold it,begin work on the Excel Institute
because-NYTnewswire4.ann-E11-r,8,Motivation,else,it wasn't going to happen,the 11-game format
because-1852197.ann-E6-r,9,Consequence,else,you can't shift into another area and expect that place to stay the way it was,you have the ability to have a presence on the street by people who are seen as honest and who are not letting things come back in
because-1854675.ann-E15-r,0,Purpose,else,"The Gaza strongman Muhammad Dahlan, the former chief of Gaza's Preventive Security who is now Mr. Abbas's national security adviser, has been abroad for weeks",medical treatment
because-CHRG-110hhrg44900-1.ann-E162-r,1,Consequence,else,No one else can borrow money,conditions
because-CHRG-110hhrg44900-1.ann-E194-r,2,Motivation,else,"Thank you, Mr. Chairman",holding this hearing
because-1821059.ann-E2-r,3,Motivation,else,Mr. Mashhadani ask: ``When will he be back?,whose absence
because-Article247_3500.ann-E1-r,4,Motivation,else,I typically do a massive amount of reporting that is most often much more than I will ever need,I often feel as if I only get half the story sometimes
because-CHRG-110hhrg44900-1.ann-E136-r,5,Consequence,else,prevent cost to the taxpayer to the greatest extent possible,sufficient criteria
because-wsj_1780.ann-E22-r,6,Consequence,else,airline leveraged buy-outs,the Transportation Department
because-wsj_1698.ann-E10-r,7,Consequence,else,a President would have a chance twice each year to return a package of ``rescissions'' to the Hill,Congress disposes
because-CHRG-110hhrg44900-1.ann-E41-r,8,Consequence,else,the credit crunch seizing the system,Infusing liquidity into the marketplace
because-wsj_1971.ann-E10-r,9,Consequence,else,it far easier to edit film clips or audio recordings with a computer,Optical-storage devices
because-CHRG-110hhrg44900-1.ann-E51-r,0,Consequence,else,our competitiveness,our regulatory structure
because-ArticleIP_1060.ann-E22-r,1,Consequence,else,doctors decide for themselves if the fetus is viable,Some
because-wsj_1689.ann-E1-r,2,Purpose,else,The British firm has begun court proceedings in London,"prevent the use of the name ``Deloitte'' by Deloitte, Haskins & Sells and Touche Ross & Co. in England and the rest of the world"
because-1853958.ann-E1-r,3,Consequence,else,the results of the presidential primary on Jan. 29 binding,Florida Democratic Party
because-CHRG-110hhrg44900-2.ann-E126-r,4,Consequence,else,get to there,a good while
because-wsj_1248.ann-E12-r,5,Consequence,else,left with underwriters,they try to sell the issue in the open market
because-1826095.ann-E3-r,6,Purpose,else,the United States sent a military plane,airlift some American officials and private citizens to neighboring Senegal
because-CHRG-110hhrg44900-1.ann-E88-r,7,Motivation,else,"the Basel Committee on Banking Supervision consider higher capital charges for such items as certain complex structured credit products, assets and banks trading books, and liquidity guarantees provided to off-balance sheet vehicles",recent events
because-wsj_0120.ann-E2-r,8,Consequence,else,greater market stability,Corporations and museums are among the serious buyers
because-wsj_1044.ann-E5-r,9,Consequence,else,overturn the president's veto of legislation renewing support of Medicaid abortions for poor women who are victims of rape and incest,the two-thirds majority
because-1854158.ann-E8-r,0,Consequence,else,"two students, ages 29 and 15, were killed and four were wounded outside a girls' school in the southeastern province of Logar on Tuesday",two gunmen opened fire on students as they left for home
because-1822572.ann-E13-r,1,Motivation,else,"it was important to back the Republicans, who narrowly control the Senate",we believe that checks and balances are important at this very difficult moment
because-wsj_1455.ann-E20-r,2,Purpose,else,used,paneling
because-1852710.ann-E14-r,3,Consequence,else,"ensure that the heroism of those who fought is not forgotten, and that ``the passage of time and the thinning of their ranks will never dim the glory of their deeds.''",Such memorial sites
because-20020731-nyt.ann-E2-r,4,Consequence,else,violations of Senate rules (and related statutes),Your actions and failure to act
because-20020731-nyt.ann-E48-r,5,Purpose,else,MICROSOFT TEAMS WITH AT&T,OFFER SOFTWARE FOR WIRELESS DEVICES AND SERVICES
because-CHRG-110hhrg44900-1.ann-E122-r,6,Consequence,else,fail,too interconnected
because-wsj_1103.ann-E9-r,7,Purpose,else,improperly deferring expenses and booking revenue early,dress up results -- and perhaps bolster performance-related bonuses
because-CHRG-110hhrg44900-1.ann-E21-r,8,Consequence,else,market discipline,The regulatory regime we establish and follow
because-20000410_nyt-NEW.ann-E10-r,9,Purpose,else,visit the country next week,assess a humanitarian crisis that has festered since the Gulf War of 1990
because-wsj_1506.ann-E16-r,0,Consequence,else,The issue came to a head last year,the Reagan administration had sought unsuccessfully to win committee approval of funding for new Panama coup efforts
because-20020731-nyt.ann-E15-r,1,Motivation,else,apologize to the people of New Jersey,"allowing his seat in the chamber ""to be placed in this position."""
because-wsj_1698.ann-E4-r,2,Motivation,else,winking at this person,slipping this in
because-CHRG-110hhrg44900-2.ann-E144-r,3,Consequence,else,"the Fed fully realize its role, not only managing monetary policy and guarding the safety and soundness of our financial institutions, but also focusing on curbing unfair and deceptive practices that have hurt working Americans and our overall economy",Chairman Bernanke
because-1852711.ann-E13-r,4,Consequence,else,global warming her signature issue,Mrs. Merkel
because-wsj_1849.ann-E4-r,5,Motivation,else,Panglossian paeans about the present perfection of U.S. economic and social arrangements,The eerie complacency of the Reagan-Bush era
because-wsj_1689.ann-E6-r,6,Motivation,else,get even with the merged Deloitte-Touche firm,keeping major auditing work in England
because-CHRG-110hhrg44900-1.ann-E152-r,7,Motivation,else,unsound practices and conduct,"we establish a modern, regulatory structure"
because-1855648.ann-E35-r,8,Consequence,else,judges allow voting in individual cases,the law
because-wsj_1803.ann-E16-r,9,Consequence,else,the noise level in the control tower was overwhelming,the windows
because-1853335.ann-E30-r,0,Motivation,else,Microsoft lawyers and engineers had been working closely with both state and federal officials in recent days,search of an accommodation
because-20020731-nyt.ann-E73-r,1,Consequence,else,be a part of the Redskins' Over the Hill Gang,young enough
because-wsj_1506.ann-E5-r,2,Motivation,else,No notification was ever considered,"the U.S. didn't think the coup plotters intended to kill Mr. Noriega, but merely sought to imprison him"
because-CHRG-111shrg61651.ann-E15-r,3,Motivation,else,who can walk away from their homes,the house value falls
because-1854675.ann-E8-r,4,Consequence,else,"the spread of Hamas military power there, where Israeli troops still occupy the territory",Israel seal off Gaza from the West Bank as much as possible
because-CHRG-110hhrg44900-1.ann-E12-r,5,Consequence,else,"a market sensitive regulatory authority not only prevents some of the problems, but is pro-market",we have investors now who are unwilling to invest even in things they should
because-1851286.ann-E6-r,6,Purpose,else,citizens cooperating with the government,public safety
because-1853335.ann-E2-r,7,Consequence,else,"users bypass products made by Microsoft, the world's largest software maker",Internet search and Web-based software programs
because-1851291.ann-E4-r,8,Motivation,else,"I will use my gift of reason, be it from God or evolutionary serendipity, to inform my beliefs and decisions","science has yet to prove or disprove the existence of a divine power, and probably never will"
because-CHRG-110hhrg44900-1.ann-E87-r,9,Consequence,else,that the various payment and settlement systems have the necessary procedures and controls in place to manage the risks that they face,"a patchwork of authorities, largely derived from our role as a banking supervisor as well as on moral suasion"
because-wsj_1353.ann-E15-r,0,Motivation,else,Commonwealth leaders turned to issues ranging from drugs to the world economy,Zimbabwe's President Mugabe called Thatcher's views on South Africa ``despicable.''
because-CHRG-110hhrg44900-1.ann-E121-r,1,Consequence,else,fail,too big
because-CHRG-110hhrg44900-1.ann-E37-r,2,Purpose,else,we must simultaneously look to the future,determine how to prevent or at least mitigate future crises
because-1819714.ann-E2-r,3,Consequence,else,that every student who is qualified to go to college will be able to afford to go,the House
because-1851265.ann-E18-r,4,Motivation,else,"a number of companies, including Coltec Industries, United Parcel Service and Black & Decker, have had their tax shelters ruled invalid by courts",they did not meet the economic substance doctrine
because-20020731-nyt.ann-E63-r,5,Consequence,else,have to settle for a draft choice or two as compensation,he signed with another team as a free agent
because-1854691.ann-E6-r,6,Motivation,else,I felt threatened,the first two individuals had rifles and I assumed they had some sort of weapon
because-wsj_1174.ann-E3-r,7,Purpose,else,he is using the money,help buy a 45-acre horse farm
because-wsj_1971.ann-E11-r,8,Purpose,else,"Businessland, which is Next's exclusive dealer to corporations, has for months been advising customers to purchase hard drives with the machines",get around the delays caused by the optical device
because-CHRG-111shrg61651.ann-E21-r,9,Purpose,else,I really am here,"voice support for Mr. Volcker's suggestion, the Volcker Rule"
because-CHRG-110hhrg44900-1.ann-E83-r,0,Consequence,else,inefficiencies,regulatory competition
because-20020731-nyt.ann-E25-r,1,Purpose,else,POWELL IN BRUNEI,TERROR TALKS
because-20020731-nyt.ann-E16-r,2,Purpose,else,Torricelli took the Senate floor Tuesday night,"apologize to the people of New Jersey for allowing his seat in the chamber ""to be placed in this position."""
because-1852031.ann-E2-r,3,Motivation,else,speaking,anonymity
because-1851278.ann-E5-r,4,Consequence,else,engineers move in and repair and upgrade the dam,NATO troops open the route in Helmand up to the Kajaki dam this year
because-wsj_1450.ann-E17-r,5,Motivation,else,some entrepreneurs may give up a business out of fear for their lives,repeated gun robberies
because-wsj_1041.ann-E9-r,6,Motivation,else,critics have charged AZT's maker Burroughs Wellcome Co. with corporate inertia,children account for just 1% of the patient population and hence a small part of the large and lucrative market
because-1855648.ann-E3-r,7,Consequence,else,"you should not be allowed to vote, period",you are declared insane
because-20020731-nyt.ann-E29-r,8,Motivation,else,that swept East Timor,that territory voted for independence
because-wsj_1540.ann-E2-r,9,Motivation,else,"speculation that Ford would intensify its pursuit of Jaguar, which is negotiating a defensive alliance with GM",The collapse Friday
because-CHRG-110hhrg44900-1.ann-E207-r,0,Motivation,else,a government intervention,systemic stability concerns
because-wsj_1450.ann-E34-r,1,Consequence,else,Increased patrolling of business zones makes sense,urban crime is heavily concentrated in such ``hot spots'' of pedestrian density
because-Article247_3500.ann-E5-r,2,Consequence,else,AOL has benefited,being in the Virginia suburbs rather than in Silicon Valley
because-1852142.ann-E24-r,3,Consequence,else,"overcome ''a legacy of stalling, back-pedaling and undermining of international talks.''",Mr. Bush show concrete progress in the fall
because-1854017.ann-E12-r,4,Motivation,else,The agreement on Mr. Mashhadani's resignation from Parliament,"repeated episodes in which he or one of his bodyguards physically intimidated members of Parliament, in at least two cases striking them"
because-wsj_1971.ann-E4-r,5,Motivation,else,"Mr. Jobs, co-founder of Apple Computer Inc., founded Next four years ago",the hopes of fomenting a revolution in the way desktop computers are designed and used
because-20020731-nyt.ann-E176-r,6,Consequence,else,do something constructive about the disappointing quality of the work so far,early enough
because-1853335.ann-E26-r,7,Motivation,else,the Justice Department sharply criticized the Korean Fair Trade Commission,that agency ordered major changes in Microsoft's marketing practices in Korea
because-20020731-nyt.ann-E93-r,8,Consequence,else,Ibrahim might never have been tried,had he not written an article taking note of Mubarak's efforts to create a presidential dynasty
because-20000415_apw_eng-NEW.ann-E1-r,9,Consequence,else,us do the job,Iraq
because-1818253.ann-E5-r,0,Purpose,else,Other things also have to be brought into this,fill the gap which is represented by the failure of the government in the Green Zone in Baghdad to have any real effect on the sectarian politics
because-wsj_1121.ann-E9-r,1,Consequence,else,no one gets in or out of the restricted area,De Beers's stingy approval
because-wsj_1446.ann-E8-r,2,Consequence,else,its demise,political-corruption cases
because-CHRG-110hhrg44900-1.ann-E50-r,3,Consequence,else,it can more easily respond and adapt to the ever-changing marketplace,it is organized by a regulatory objective rather than by financial institution category
because-1855233.ann-E17-r,4,Consequence,else,weaker they become,longer the military governs
because-wsj_1251.ann-E4-r,5,Consequence,else,about two-thirds,other factors {primarily to greater speed}
because-CHRG-110hhrg44900-2.ann-E47-r,6,Consequence,else,it would avoid moral hazard,"the equity holders, the management and subordinate debt holders would all be subjected to losses in that process"
because-wsj_1780.ann-E23-r,7,Consequence,else,consideration on the House floor next week or the week after,The 23-5 vote
because-wsj_1849.ann-E26-r,8,Consequence,else,inflation,a desperate bid to avoid the deflationary shock of a sudden crash
because-1854626.ann-E13-r,9,Purpose,else,being used,research and experimentation
because-wsj_1455.ann-E23-r,0,Consequence,else,perhaps a quarter of Poland's soil is too contaminated for safe farming,air pollution
because-20020731-nyt.ann-E182-r,1,Consequence,else,fight the war on terrorism,The monies we receive
because-1852919.ann-E6-r,2,Motivation,else,it was ``unable to comment on these allegations,to do so would involve disclosing confidential information about Al Yamamah and that would cause the damage that ending the investigation was designed to prevent
because-1853339.ann-E3-r,3,Consequence,else,you have a silent amnesty,you don't do anything
because-20020731-nyt.ann-E196-r,4,Consequence,else,an official issue an export license for the coin,the royal legation of Egypt
because-CHRG-110hhrg44900-1.ann-E40-r,5,Consequence,else,preserve confidence and bring stability to our financial markets and institutions,the Federal Reserve's actions
because-CHRG-110hhrg44900-2.ann-E147-r,6,Motivation,else,some have said that the repeal and deregulation of Glass-Steagal may have gone too far,these recent events and challenges
because-ArticleIP_1060.ann-E19-r,7,Consequence,else,a woman and her doctor perform tests to prove that a fetus is not viable before she obtains an abortion,state laws
because-1821059.ann-E1-r,8,Purpose,else,"Mahmoud al-Mashhadani, the speaker of Parliament, read a roll call of the 275 elected members",shaming the no-shows
because-20020731-nyt.ann-E180-r,9,Consequence,else,the need for many existing rules will disappear,so effective
because-1855648.ann-E29-r,0,Motivation,else,"the American Civil Liberties Union intervened, saying more notice was required for a hearing",the House election had been  so close
because-1845580.ann-E7-r,1,Consequence,else,rebuilding,a hybrid force
because-1852935.ann-E6-r,2,Purpose,else,go beyond the use of force,undermine the threat of terrorism
because-1818333.ann-E7-r,3,Consequence,else,it worth adding troops,the economic commitments by both Iraq and the United States
because-1852160.ann-E4-r,4,Consequence,else,this problem even harder to solve,they play politics for their own interests
because-1851265.ann-E36-r,5,Consequence,else,hundreds of millions of dollars in corporate income taxes,U.P.S. engaged in sham transactions
because-wsj_1397.ann-E15-r,6,Consequence,else,get the words out,too choked up
because-wsj_1397.ann-E5-r,7,Consequence,else,earned,he was assigned to the civil rights movement back in the 1960s
because-wsj_1630.ann-E4-r,8,Motivation,else,the bank decided to exercise its option,bids fell short of expectations
because-wsj_1780.ann-E18-r,9,Consequence,else,corporate raiders waging proxy fights to oust boards that oppose a leveraged buy-out,the Transportation secretary
because-wsj_1121.ann-E14-r,0,Motivation,else,it is moved northward,the mining in front of the wall is complete
because-CHRG-110hhrg44900-1.ann-E130-r,1,Motivation,else,think about steps that might be taken to reduce the incidence and severity of future financial crises,too soon
because-1851265.ann-E17-r,2,Purpose,else,which increasingly rely on smart tax planning,bolster their profits
because-1852919.ann-E14-r,3,Consequence,else,us bring charges,There be some kind of U.S. nexus
because-1852919.ann-E10-r,4,Motivation,else,King Abdullah scuttled an Israeli-Palestinian summit meeting,assurances of Saudi support from Prince Bandar
because-wsj_1849.ann-E9-r,5,Consequence,else,arrived at,"you divide the market value of firms by the replacement costs of their assets, the famous Q ratio associated with Prof. James Tobin"
because-wsj_2070.ann-E6-r,6,Motivation,else,justify buying dollars,enough positive news in the data
because-wsj_1397.ann-E11-r,7,Consequence,else,Where the hell are they gonna live,people like you turn the world into a big toxic waste dump
because-wsj_2125.ann-E7-r,8,Consequence,else,make an LBO work,more than just junk bonds
because-20000410_nyt-NEW.ann-E2-r,9,Consequence,else,malnourishment and other medical problems,aid
because-wsj_1413.ann-E1-r,0,Consequence,else,him ease the pain that the Gramm-Rudman budget law was intended to inflict,"raise to $6 billion from $3 billion the amount of money Defense Secretary Dick Cheney may shift among the Pentagon's individual programs, projects and activities"
because-CHRG-110hhrg44900-2.ann-E38-r,1,Consequence,else,you have no chance of getting there,you don't know which way you would like to head
because-1853339.ann-E16-r,2,Consequence,else,the National Guard should be mobilized to deport them,necessary
because-CHRG-110hhrg44900-2.ann-E44-r,3,Motivation,else,how disappointed I am with our regulatory agencies,what appears to have been weak oversight of our financial institutions
because-wsj_2004.ann-E5-r,4,Consequence,else,stash away that kind of money,The 40-year old Mr. Pope hasn't changed jobs enough
because-1852282.ann-E1-r,5,Motivation,else,he will take a special interest in interfaith affairs,he leaves office at the end of the month
because-wsj_1450.ann-E31-r,6,Consequence,else,urban police less than enthusiastic about responding to calls from small businesses,the persistent frustration of false alarms
because-wsj_1849.ann-E29-r,7,Consequence,else,wages had sunk from the post World War II peak by 16%,"capitalists, helped by the government, turned down the screws or went offshore"
because-1852711.ann-E16-r,8,Motivation,else,But she was elected,"she's a scientist, she has a very strong position on this, and Germans are huge fans of any effort to cope with climate change"
because-CHRG-110hhrg44900-1.ann-E100-r,9,Consequence,else,the stability of the broader financial system,key payment and settlement systems
because-wsj_1698.ann-E1-r,0,Motivation,else,I kill again,Stop me
because-20020731-nyt.ann-E76-r,1,Purpose,else,built his own home here when he thought he might become a developer,I could know how the business worked from the ground up
because-20000415_apw_eng-NEW.ann-E6-r,2,Consequence,else,"the malnutrition, infant mortality and other hardships.",the embargo
because-20020731-nyt.ann-E129-r,3,Purpose,else,the royal legation of Egypt somehow got an official to issue an export license for the coin,enhance the collection of King Farouk
because-1818333.ann-E9-r,4,Consequence,else,stability,political reconciliation
because-CHRG-110hhrg44900-2.ann-E35-r,5,Motivation,else,begin work urgently on that,this is going to take some time
because-CHRG-110hhrg44900-1.ann-E97-r,6,Consequence,else,legislation,provide a more robust framework for prudential supervision of investment banks and other securities dealers
because-1818333.ann-E14-r,7,Motivation,else,we'll send them,General Casey feels like he needs more troops
because-1852142.ann-E20-r,8,Consequence,else,both approaches would probably be needed,"the wide range of conflicting interests, emissions sources, economic circumstances and energy choices in countries contributing to the greenhouse buildup"
because-wsj_1222.ann-E3-r,9,Purpose,else,which use direct mail and other advertising,sell lots
because-CHRG-110hhrg44900-1.ann-E10-r,0,Motivation,else,"I believe regulation properly done, regulation of risk that is too unconstrained today, because the various risk management techniques that were supposed to replace the lender-borrower relationship have not been successful",the various risk management techniques that were supposed to replace the lender-borrower relationship have not been successful
because-wsj_1248.ann-E2-r,1,Consequence,else,finance its $750 million purchase of a 15% stake in UAL,the issue
because-1853335.ann-E12-r,2,Consequence,else,their indexing programs slow the operating system considerably,the Google and Vista search programs are run simultaneously on a computer
because-wsj_1829.ann-E6-r,3,Consequence,else,buildings there tend to be in step with the latest safety codes,buildings there tend to be newer
because-1854675.ann-E5-r,4,Purpose,else,Mr. Olmert will travel to Washington over the weekend,"talks with President Bush, which will focus on the collapse of Fatah in Gaza and Mr. Abbas's chances of success"
because-wsj_1455.ann-E16-r,5,Purpose,else,"Offices with outside windows have inside windows, too",let in more real daylight
because-wsj_2033.ann-E3-r,6,Consequence,else,"The method of calculating the 20% tax, paid if it exceeds tax figured the regular way, is due for a change in 1990",1986's tax act
because-1855404.ann-E5-r,7,Motivation,else,killed in Iraq,the war started in 2003
because-20020731-nyt.ann-E118-r,8,Consequence,else,pay down the debt,The monies we receive
because-1851289.ann-E1-r,9,Consequence,else,his family could call in some of the best medical specialists from New York City,he is extremely wealthy
because-wsj_1504.ann-E23-r,0,Motivation,else,"teach managers to accept reversals as a fact of business life, for in a good due-process system they are bound to happen",managers and personnel specialists are unsuccessful and subordinates take their complaints to a company court or adjudicator
because-1852142.ann-E3-r,1,Consequence,else,it easier to find consensus in the formal rounds of United Nations treaty negotiations among nearly 200 nations,Such talks
because-1818253.ann-E1-r,2,Consequence,else,clear that it would not distract them from trying to reduce British forces,British officials
because-wsj_1251.ann-E3-r,3,Consequence,else,About one-third of the fatality increase,greater travel
because-1855419.ann-E10-r,4,Consequence,else,Mr. Cooper testify,"a deal with a lawyer for Mr. Cooper's other source, I. Lewis Libby Jr."
because-1855590.ann-E6-r,5,Purpose,else,Sunni Arab tribes joined forces with the Americans,drive out Qaeda fighters
because-1853335.ann-E16-r,6,Consequence,else,users turn off its built-in desktop search program,Vista
because-wsj_1397.ann-E3-r,7,Motivation,else,Mancuso is called in to investigate,his secretary is found floating dead in the pol's pool
because-wsj_1698.ann-E12-r,8,Consequence,else,"a President could ``impound,'' or refuse to spend, funds appropriated by Congress",1974
