id,reversed,fold,pos,split,label,text1,text2
antsyn-adj-train-2254-O,0,8,adj,train,con,pathological,healthy
antsyn-adj-train-1351-O,0,9,adj,train,ent,reluctant,unwilling
antsyn-verb-train-958-O,0,0,verb,train,con,explain,obscure
antsyn-noun-train-181-O,0,1,noun,train,ent,standard,criterion
antsyn-adj-train-4164-O,0,2,adj,train,ent,difficult,laborious
antsyn-adj-test-1042-O,0,3,adj,test,con,asocial,social
antsyn-verb-train-1162-O,0,4,verb,train,con,confirm,contradict
antsyn-verb-train-1621-O,0,5,verb,train,con,bequeath,disinherit
antsyn-adj-train-2000-O,0,6,adj,train,con,green,neutral
antsyn-verb-test-251-O,0,7,verb,test,con,contradict,confirm
antsyn-adj-train-2874-O,0,8,adj,train,con,qualitative,quantitative
antsyn-verb-train-116-O,0,9,verb,train,con,cloud,clear
antsyn-adj-train-3867-O,0,0,adj,train,con,humane,inhumane
antsyn-adj-train-44-O,0,1,adj,train,con,humid,dry
antsyn-adj-train-2856-O,0,2,adj,train,ent,chief,master
antsyn-adj-test-515-O,0,3,adj,test,ent,subject,capable
antsyn-noun-train-2385-O,0,4,noun,train,con,destabilization,stabilization
antsyn-verb-train-1970-O,0,5,verb,train,con,decelerate,accelerate
antsyn-noun-train-817-O,0,6,noun,train,con,disassembly,assembly
antsyn-adj-train-2213-O,0,7,adj,train,ent,cheerful,optimistic
antsyn-adj-train-160-O,0,8,adj,train,ent,unsure,shy
antsyn-adj-test-832-O,0,9,adj,test,con,primitive,late
antsyn-adj-test-355-O,0,0,adj,test,con,atomic,molecular
antsyn-adj-train-2790-O,0,1,adj,train,ent,fresh,smart
antsyn-noun-test-373-O,0,2,noun,test,con,truth,falseness
antsyn-adj-train-800-O,0,3,adj,train,con,local,national
antsyn-adj-train-5284-O,0,4,adj,train,ent,spiritual,inward
antsyn-verb-test-818-O,0,5,verb,test,ent,continue,cover
antsyn-noun-test-198-O,0,6,noun,test,ent,marketer,vendor
antsyn-adj-test-121-O,0,7,adj,test,con,parallel,perpendicular
antsyn-noun-val-107-O,0,8,noun,val,con,amateur,professional
antsyn-noun-train-193-O,0,9,noun,train,ent,boot,mukluk
antsyn-noun-train-667-O,0,0,noun,train,ent,boost,help
antsyn-adj-train-5561-O,0,1,adj,train,con,concrete,abstract
antsyn-noun-train-1776-O,0,2,noun,train,con,superscript,subscript
antsyn-adj-test-1611-O,0,3,adj,test,con,evil,good
antsyn-noun-train-1044-O,0,4,noun,train,con,legislative,executive
antsyn-noun-test-804-O,0,5,noun,test,con,night,daylight
antsyn-verb-val-174-O,0,6,verb,val,con,seal,unseal
antsyn-verb-train-1126-O,0,7,verb,train,ent,conjure,bring
antsyn-noun-train-1479-O,0,8,noun,train,con,consanguinity,affinity
antsyn-verb-test-126-O,0,9,verb,test,con,generate,die
antsyn-adj-train-2631-O,0,0,adj,train,con,ongoing,future
antsyn-verb-test-788-O,0,1,verb,test,ent,confuse,confound
antsyn-adj-test-1226-O,0,2,adj,test,ent,irritated,annoyed
antsyn-verb-train-1172-O,0,3,verb,train,ent,stimulate,energize
antsyn-noun-train-591-O,0,4,noun,train,ent,stag,deer
antsyn-verb-val-91-O,0,5,verb,val,con,distribute,collect
antsyn-noun-train-1476-O,0,6,noun,train,ent,superstar,star
antsyn-adj-train-809-O,0,7,adj,train,con,gabled,hipped
antsyn-adj-test-1621-O,0,8,adj,test,con,unmarked,marked
antsyn-adj-train-507-O,0,9,adj,train,con,right,center
antsyn-verb-test-419-O,0,0,verb,test,con,have,decline
antsyn-verb-train-1401-O,0,1,verb,train,con,adsorb,absorb
antsyn-adj-train-3200-O,0,2,adj,train,ent,bright,vivid
antsyn-adj-train-3219-O,0,3,adj,train,ent,prime,original
antsyn-adj-train-4899-O,0,4,adj,train,ent,unwarranted,unjustified
antsyn-verb-test-274-O,0,5,verb,test,ent,check,restrain
antsyn-verb-train-1323-O,0,6,verb,train,con,desegregate,segregate
antsyn-noun-train-427-O,0,7,noun,train,con,reputation,disrepute
antsyn-adj-train-1366-O,0,8,adj,train,ent,sarcastic,sharp
antsyn-adj-train-4228-O,0,9,adj,train,ent,cheerful,bright
antsyn-adj-test-1083-O,0,0,adj,test,ent,equal,even
antsyn-verb-test-442-O,0,1,verb,test,con,look,back
antsyn-noun-train-30-O,0,2,noun,train,ent,row,paddle
antsyn-verb-train-1915-O,0,3,verb,train,ent,list,border
antsyn-adj-train-14-O,0,4,adj,train,ent,pretty,mean
antsyn-adj-train-1615-O,0,5,adj,train,ent,alert,awake
antsyn-noun-val-76-O,0,6,noun,val,con,commencement,end
antsyn-adj-test-1384-O,0,7,adj,test,ent,sprightly,gay
antsyn-adj-train-3970-O,0,8,adj,train,ent,unchanging,stable
antsyn-verb-test-684-O,0,9,verb,test,con,force,draw
antsyn-noun-train-2352-O,0,0,noun,train,ent,goodness,righteousness
antsyn-verb-test-474-O,0,1,verb,test,con,protect,ruin
antsyn-verb-train-1170-O,0,2,verb,train,ent,slay,murder
antsyn-adj-train-1575-O,0,3,adj,train,ent,wise,sassy
antsyn-adj-train-4485-O,0,4,adj,train,con,large,insignificant
antsyn-adj-train-3212-O,0,5,adj,train,con,far,close
antsyn-adj-train-4547-O,0,6,adj,train,ent,disloyal,treacherous
antsyn-verb-train-2385-O,0,7,verb,train,ent,solicit,try
antsyn-adj-train-2737-O,0,8,adj,train,con,lay,professional
antsyn-verb-test-612-O,0,9,verb,test,con,alter,maintain
antsyn-adj-train-2764-O,0,0,adj,train,ent,dangerous,severe
antsyn-noun-train-2766-O,0,1,noun,train,ent,shoal,sandbank
antsyn-verb-train-594-O,0,2,verb,train,ent,integrate,perfect
antsyn-noun-train-1792-O,0,3,noun,train,con,falseness,truth
antsyn-adj-test-761-O,0,4,adj,test,con,obese,thin
antsyn-verb-test-739-O,0,5,verb,test,ent,issue,arise
antsyn-adj-train-676-O,0,6,adj,train,con,incompatible,compatible
antsyn-verb-train-551-O,0,7,verb,train,con,disinherit,leave
antsyn-adj-test-40-O,0,8,adj,test,con,unsaturated,saturated
antsyn-adj-test-1402-O,0,9,adj,test,ent,righteous,virtuous
antsyn-verb-train-1121-O,0,0,verb,train,con,incur,avert
antsyn-adj-train-4818-O,0,1,adj,train,con,metaphorical,literal
antsyn-adj-train-1619-O,0,2,adj,train,ent,satisfactory,acceptable
antsyn-adj-train-685-O,0,3,adj,train,con,neoliberal,conservative
antsyn-noun-train-468-O,0,4,noun,train,con,augmentation,diminution
antsyn-adj-train-5398-O,0,5,adj,train,con,integrated,segregated
antsyn-noun-test-805-O,0,6,noun,test,con,vocalist,instrumentalist
antsyn-adj-train-3738-O,0,7,adj,train,ent,valid,powerful
antsyn-verb-train-935-O,0,8,verb,train,ent,vary,fluctuate
antsyn-adj-train-5043-O,0,9,adj,train,ent,trite,commonplace
antsyn-adj-val-113-O,0,0,adj,val,con,round,square
antsyn-verb-train-2315-O,0,1,verb,train,con,allow,deny
antsyn-noun-train-2162-O,0,2,noun,train,ent,characteristic,peculiarity
antsyn-adj-train-1125-O,0,3,adj,train,ent,wild,savage
antsyn-adj-train-3972-O,0,4,adj,train,ent,thin,slight
antsyn-adj-train-444-O,0,5,adj,train,con,teenage,old
antsyn-verb-train-1202-O,0,6,verb,train,con,level,erect
antsyn-adj-test-1468-O,0,7,adj,test,ent,green,greenish
antsyn-adj-test-354-O,0,8,adj,test,con,unregistered,registered
antsyn-noun-train-1432-O,0,9,noun,train,con,distrust,trust
antsyn-noun-test-23-O,0,0,noun,test,con,grandmother,grandson
antsyn-noun-train-2547-O,0,1,noun,train,ent,gullet,esophagus
antsyn-verb-train-1526-O,0,2,verb,train,ent,cast,form
antsyn-verb-train-2405-O,0,3,verb,train,ent,issue,terminate
antsyn-adj-train-4315-O,0,4,adj,train,ent,ovoid,oval
antsyn-verb-train-878-O,0,5,verb,train,con,indicate,obscure
antsyn-adj-test-416-O,0,6,adj,test,con,manageable,difficult
antsyn-noun-test-800-O,0,7,noun,test,ent,share,division
antsyn-verb-train-1573-O,0,8,verb,train,con,represent,prosecute
antsyn-noun-train-1387-O,0,9,noun,train,ent,feel,flavour
antsyn-verb-train-2394-O,0,0,verb,train,ent,unfold,display
antsyn-verb-train-1061-O,0,1,verb,train,con,diminish,maximize
antsyn-noun-train-2299-O,0,2,noun,train,ent,mystery,form
antsyn-noun-train-943-O,0,3,noun,train,ent,marijuana,cannabis
antsyn-verb-train-2037-O,0,4,verb,train,ent,conceive,originate
antsyn-verb-train-459-O,0,5,verb,train,con,meet,avoid
antsyn-verb-train-2199-O,0,6,verb,train,con,take,refuse
antsyn-verb-test-790-O,0,7,verb,test,con,prevent,let
antsyn-adj-train-4901-O,0,8,adj,train,ent,unbiased,impartial
antsyn-verb-train-808-O,0,9,verb,train,con,prevent,conclude
antsyn-adj-val-290-O,0,0,adj,val,con,strict,lenient
antsyn-verb-test-650-O,0,1,verb,test,ent,hide,cover
antsyn-verb-test-342-O,0,2,verb,test,ent,insure,see
antsyn-noun-train-131-O,0,3,noun,train,con,yea,nay
antsyn-noun-train-2210-O,0,4,noun,train,ent,march,advancement
antsyn-verb-train-1474-O,0,5,verb,train,con,diverge,converge
antsyn-adj-train-1482-O,0,6,adj,train,ent,dependable,reliable
antsyn-noun-train-2639-O,0,7,noun,train,con,zither,cittern
antsyn-adj-train-1048-O,0,8,adj,train,con,general,specific
antsyn-adj-train-4333-O,0,9,adj,train,con,sextuple,single
antsyn-verb-train-2168-O,0,0,verb,train,ent,meet,assemble
antsyn-adj-train-3471-O,0,1,adj,train,ent,uncertain,variable
antsyn-adj-train-3774-O,0,2,adj,train,con,public,individual
antsyn-adj-test-1497-O,0,3,adj,test,ent,congenital,hereditary
antsyn-adj-train-1712-O,0,4,adj,train,con,inferior,standard
antsyn-adj-train-4600-O,0,5,adj,train,ent,fatty,greasy
antsyn-noun-train-2037-O,0,6,noun,train,con,increase,loss
antsyn-adj-test-1356-O,0,7,adj,test,con,integral,fractional
antsyn-adj-train-371-O,0,8,adj,train,ent,grating,harsh
antsyn-adj-train-5293-O,0,9,adj,train,ent,malicious,envious
antsyn-adj-train-1105-O,0,0,adj,train,con,trivial,serious
antsyn-verb-val-103-O,0,1,verb,val,con,enter,leave
antsyn-adj-train-1536-O,0,2,adj,train,con,dissimilar,similar
antsyn-adj-train-2377-O,0,3,adj,train,con,gentle,intense
antsyn-adj-train-284-O,0,4,adj,train,ent,farthest,last
antsyn-noun-test-331-O,0,5,noun,test,con,default,payment
antsyn-adj-train-4953-O,0,6,adj,train,ent,noble,renowned
antsyn-adj-train-5468-O,0,7,adj,train,ent,artificial,false
antsyn-adj-train-2788-O,0,8,adj,train,ent,straight,square
antsyn-adj-test-1757-O,0,9,adj,test,con,moral,material
antsyn-noun-train-2781-O,0,0,noun,train,ent,watchtower,beacon
antsyn-adj-train-341-O,0,1,adj,train,ent,clever,smart
antsyn-adj-train-1381-O,0,2,adj,train,con,dark,white
antsyn-verb-train-2504-O,0,3,verb,train,ent,germinate,cause
antsyn-verb-train-1175-O,0,4,verb,train,con,employ,dismiss
antsyn-verb-test-125-O,0,5,verb,test,con,cease,preserve
antsyn-adj-test-1671-O,0,6,adj,test,con,diverse,same
antsyn-noun-train-848-O,0,7,noun,train,con,young,mature
antsyn-noun-test-728-O,0,8,noun,test,con,infield,outfield
antsyn-verb-train-1788-O,0,9,verb,train,con,harden,soften
antsyn-adj-train-3384-O,0,0,adj,train,ent,plain,intelligible
antsyn-adj-test-593-O,0,1,adj,test,ent,good,proficient
antsyn-noun-test-219-O,0,2,noun,test,con,objectivism,subjectivism
antsyn-adj-test-999-O,0,3,adj,test,ent,countless,infinite
antsyn-noun-train-1388-O,0,4,noun,train,ent,grille,grill
antsyn-adj-train-3065-O,0,5,adj,train,ent,natural,regular
antsyn-noun-train-283-O,0,6,noun,train,ent,heart,bosom
antsyn-noun-train-1366-O,0,7,noun,train,ent,primer,fuse
antsyn-adj-test-1273-O,0,8,adj,test,ent,able,effective
antsyn-noun-train-2121-O,0,9,noun,train,con,former,latter
antsyn-noun-train-2714-O,0,0,noun,train,ent,triumph,conquest
antsyn-verb-train-716-O,0,1,verb,train,ent,hug,cuddle
antsyn-verb-train-2070-O,0,2,verb,train,con,invalidate,validate
antsyn-adj-train-2891-O,0,3,adj,train,con,youthful,old
antsyn-verb-test-762-O,0,4,verb,test,con,increase,fall
antsyn-adj-train-3363-O,0,5,adj,train,con,democratic,aristocratic
antsyn-noun-train-88-O,0,6,noun,train,ent,mortgage,pledge
antsyn-verb-train-2107-O,0,7,verb,train,con,suffix,prefix
antsyn-adj-train-1905-O,0,8,adj,train,ent,natural,aboriginal
antsyn-verb-train-736-O,0,9,verb,train,con,punish,absolve
antsyn-adj-train-1178-O,0,0,adj,train,ent,northern,north
antsyn-noun-test-243-O,0,1,noun,test,ent,puzzle,teaser
antsyn-verb-train-1707-O,0,2,verb,train,ent,tell,narrate
antsyn-noun-train-767-O,0,3,noun,train,con,neocolonialism,colonialism
antsyn-adj-train-3351-O,0,4,adj,train,con,identical,distinct
antsyn-adj-train-586-O,0,5,adj,train,ent,sick,ill
antsyn-noun-train-2165-O,0,6,noun,train,ent,stripe,sign
antsyn-noun-test-42-O,0,7,noun,test,con,daughter,boy
antsyn-adj-train-3181-O,0,8,adj,train,ent,hindu,indian
antsyn-adj-train-1348-O,0,9,adj,train,ent,individual,same
antsyn-adj-val-207-O,0,0,adj,val,con,centrifugal,centripetal
antsyn-noun-train-1012-O,0,1,noun,train,con,mentalism,behaviorism
antsyn-adj-train-1806-O,0,2,adj,train,ent,absurd,ludicrous
antsyn-verb-test-531-O,0,3,verb,test,con,change,continue
antsyn-noun-test-629-O,0,4,noun,test,ent,bench,workbench
antsyn-adj-train-730-O,0,5,adj,train,ent,blue,low
antsyn-adj-train-1077-O,0,6,adj,train,con,leaden,light
antsyn-verb-test-167-O,0,7,verb,test,con,decrease,rise
antsyn-verb-train-2132-O,0,8,verb,train,con,delay,hasten
antsyn-adj-train-2997-O,0,9,adj,train,ent,gawky,awkward
antsyn-adj-train-4744-O,0,0,adj,train,con,weak,powerful
antsyn-noun-train-1187-O,0,1,noun,train,ent,principal,constituent
antsyn-adj-train-2026-O,0,2,adj,train,ent,conspicuous,distinguished
antsyn-verb-train-1378-O,0,3,verb,train,con,settle,swim
antsyn-verb-train-966-O,0,4,verb,train,con,repulse,attract
antsyn-adj-test-477-O,0,5,adj,test,ent,solid,whole
antsyn-verb-train-2527-O,0,6,verb,train,con,oust,accept
antsyn-verb-train-1989-O,0,7,verb,train,con,proceed,discontinue
antsyn-verb-train-1157-O,0,8,verb,train,ent,make,hit
antsyn-adj-test-192-O,0,9,adj,test,ent,salutary,useful
antsyn-adj-test-459-O,0,0,adj,test,ent,nice,courteous
antsyn-verb-train-1952-O,0,1,verb,train,ent,realise,earn
antsyn-verb-test-64-O,0,2,verb,test,ent,owe,own
antsyn-noun-test-204-O,0,3,noun,test,con,yesterday,tomorrow
antsyn-noun-train-2404-O,0,4,noun,train,ent,fun,sport
antsyn-noun-test-107-O,0,5,noun,test,ent,correspondence,symmetry
antsyn-adj-train-3300-O,0,6,adj,train,con,unique,usual
antsyn-adj-train-483-O,0,7,adj,train,con,excessive,deficient
antsyn-noun-train-702-O,0,8,noun,train,con,anisotropy,isotropy
antsyn-verb-train-1375-O,0,9,verb,train,ent,cower,squat
antsyn-adj-train-4129-O,0,0,adj,train,con,remote,likely
antsyn-verb-train-1812-O,0,1,verb,train,con,quit,preserve
antsyn-verb-train-163-O,0,2,verb,train,con,float,settle
antsyn-adj-train-927-O,0,3,adj,train,ent,virtuous,pure
antsyn-adj-test-1160-O,0,4,adj,test,con,specific,gross
antsyn-noun-train-33-O,0,5,noun,train,con,reject,accept
antsyn-adj-train-3068-O,0,6,adj,train,con,divine,earthly
antsyn-verb-train-298-O,0,7,verb,train,con,increase,drop
antsyn-noun-train-1577-O,0,8,noun,train,ent,reply,revert
antsyn-adj-train-1294-O,0,9,adj,train,ent,suffragan,assistant
antsyn-adj-train-3792-O,0,0,adj,train,con,indecisive,decisive
antsyn-adj-train-4167-O,0,1,adj,train,con,rough,kind
antsyn-noun-train-1747-O,0,2,noun,train,con,poverty,wealth
antsyn-adj-train-4281-O,0,3,adj,train,con,swift,slow
antsyn-adj-train-744-O,0,4,adj,train,con,moral,immoral
antsyn-noun-test-799-O,0,5,noun,test,ent,apparel,costume
antsyn-verb-train-1133-O,0,6,verb,train,con,distrust,rely
antsyn-verb-train-1320-O,0,7,verb,train,con,show,confute
antsyn-verb-val-12-O,0,8,verb,val,con,applaud,condemn
antsyn-adj-test-489-O,0,9,adj,test,ent,high,grand
antsyn-adj-test-1417-O,0,0,adj,test,con,supreme,inferior
antsyn-verb-train-1855-O,0,1,verb,train,con,recede,gain
antsyn-adj-train-2877-O,0,2,adj,train,con,immense,small
antsyn-verb-train-1090-O,0,3,verb,train,con,segregate,mix
antsyn-adj-test-141-O,0,4,adj,test,con,general,diversified
antsyn-adj-train-4854-O,0,5,adj,train,ent,nonsensical,meaningless
antsyn-noun-test-586-O,0,6,noun,test,con,power,weakness
antsyn-adj-val-226-O,0,7,adj,val,ent,direct,express
antsyn-noun-train-2524-O,0,8,noun,train,con,conformist,dissenter
antsyn-adj-train-3480-O,0,9,adj,train,ent,impracticable,impossible
antsyn-verb-test-282-O,0,0,verb,test,con,reduce,magnify
antsyn-adj-train-1915-O,0,1,adj,train,con,untrue,correct
antsyn-adj-train-5459-O,0,2,adj,train,ent,inert,lifeless
antsyn-verb-test-786-O,0,3,verb,test,con,enfranchise,disenfranchise
antsyn-verb-test-558-O,0,4,verb,test,con,increase,relax
antsyn-noun-train-408-O,0,5,noun,train,con,overstatement,understatement
antsyn-noun-test-345-O,0,6,noun,test,con,decentralisation,centralisation
antsyn-adj-test-1213-O,0,7,adj,test,con,blind,sighted
antsyn-adj-train-4181-O,0,8,adj,train,ent,hurtful,harmful
antsyn-verb-train-2310-O,0,9,verb,train,ent,purge,remove
antsyn-verb-train-2211-O,0,0,verb,train,con,gain,loss
antsyn-adj-train-3577-O,0,1,adj,train,con,stout,thin
antsyn-adj-train-2485-O,0,2,adj,train,con,subtractive,additive
antsyn-verb-train-2039-O,0,3,verb,train,con,anger,please
antsyn-adj-train-1556-O,0,4,adj,train,con,rough,polished
antsyn-adj-train-4679-O,0,5,adj,train,con,windy,calm
antsyn-verb-train-1307-O,0,6,verb,train,ent,voice,command
antsyn-verb-train-2309-O,0,7,verb,train,ent,oblige,please
antsyn-adj-train-5456-O,0,8,adj,train,con,inert,reactive
antsyn-verb-train-2165-O,0,9,verb,train,con,interrupt,continue
antsyn-adj-test-134-O,0,0,adj,test,ent,hilly,mountainous
antsyn-adj-test-1630-O,0,1,adj,test,ent,unconcerned,indifferent
antsyn-adj-train-1510-O,0,2,adj,train,con,immense,little
antsyn-noun-train-60-O,0,3,noun,train,ent,litre,liter
antsyn-noun-train-2361-O,0,4,noun,train,con,rim,body
antsyn-adj-train-551-O,0,5,adj,train,con,moot,relevant
antsyn-adj-train-500-O,0,6,adj,train,con,clean,unclean
antsyn-noun-val-40-O,0,7,noun,val,ent,brine,seawater
antsyn-adj-train-4343-O,0,8,adj,train,con,fair,unfair
antsyn-adj-train-4706-O,0,9,adj,train,ent,secret,secretive
antsyn-adj-test-283-O,0,0,adj,test,ent,sorry,poor
antsyn-adj-train-2315-O,0,1,adj,train,ent,senseless,stupid
antsyn-adj-test-273-O,0,2,adj,test,ent,thin,small
antsyn-adj-train-4705-O,0,3,adj,train,con,temporal,permanent
antsyn-verb-val-82-O,0,4,verb,val,con,haul,veer
antsyn-verb-train-504-O,0,5,verb,train,con,exceed,fall
antsyn-verb-test-904-O,0,6,verb,test,con,bust,fix
antsyn-noun-train-583-O,0,7,noun,train,ent,prison,pit
antsyn-adj-test-436-O,0,8,adj,test,con,interrogative,declarative
antsyn-verb-train-491-O,0,9,verb,train,con,enforce,relieve
antsyn-verb-train-118-O,0,0,verb,train,con,specialize,diversify
antsyn-noun-train-2276-O,0,1,noun,train,ent,star,sensation
antsyn-noun-train-1825-O,0,2,noun,train,ent,neighbour,neighbor
antsyn-adj-train-4312-O,0,3,adj,train,ent,horrible,shocking
antsyn-verb-train-1286-O,0,4,verb,train,ent,see,ascertain
antsyn-adj-train-4852-O,0,5,adj,train,con,peripheral,central
antsyn-adj-test-736-O,0,6,adj,test,ent,impatient,intolerant
antsyn-verb-train-1222-O,0,7,verb,train,con,deteriorate,improve
antsyn-verb-train-1054-O,0,8,verb,train,con,retreat,advance
antsyn-adj-train-702-O,0,9,adj,train,ent,illogical,irrational
antsyn-adj-train-3772-O,0,0,adj,train,con,fantastic,ordinary
antsyn-adj-val-368-O,0,1,adj,val,ent,circular,rotary
antsyn-adj-test-1519-O,0,2,adj,test,ent,heroic,valiant
antsyn-noun-train-2168-O,0,3,noun,train,con,failure,winner
antsyn-adj-train-4101-O,0,4,adj,train,con,compassionate,cold
antsyn-adj-train-3415-O,0,5,adj,train,con,undersized,large
antsyn-adj-train-4793-O,0,6,adj,train,con,pop,classical
antsyn-adj-train-3337-O,0,7,adj,train,con,plural,singular
antsyn-adj-train-3318-O,0,8,adj,train,con,renowned,unknown
antsyn-adj-train-1693-O,0,9,adj,train,con,active,dormant
antsyn-adj-train-2378-O,0,0,adj,train,con,unholy,holy
antsyn-adj-test-1501-O,0,1,adj,test,con,absolute,incomplete
antsyn-noun-train-2515-O,0,2,noun,train,ent,jump,leap
antsyn-noun-train-1553-O,0,3,noun,train,ent,reservation,booking
antsyn-noun-train-1030-O,0,4,noun,train,con,daybreak,night
antsyn-adj-train-5248-O,0,5,adj,train,ent,glorious,praiseworthy
antsyn-verb-test-645-O,0,6,verb,test,con,twist,untwist
antsyn-verb-test-436-O,0,7,verb,test,con,perceive,miss
antsyn-adj-train-5017-O,0,8,adj,train,con,impressed,unimpressed
antsyn-noun-train-1052-O,0,9,noun,train,ent,exegesis,exposition
antsyn-adj-train-5090-O,0,0,adj,train,ent,whimsical,fantastic
antsyn-adj-test-1708-O,0,1,adj,test,con,abrasive,smooth
antsyn-verb-test-218-O,0,2,verb,test,con,unmake,make
antsyn-verb-train-279-O,0,3,verb,train,ent,supersede,omit
antsyn-verb-train-262-O,0,4,verb,train,ent,encounter,attack
antsyn-verb-train-1685-O,0,5,verb,train,ent,import,interest
antsyn-adj-test-786-O,0,6,adj,test,con,underweight,overweight
antsyn-noun-train-1188-O,0,7,noun,train,ent,wreath,chaplet
antsyn-noun-train-1843-O,0,8,noun,train,ent,geisha,geiko
antsyn-noun-train-231-O,0,9,noun,train,ent,waif,stray
antsyn-verb-train-732-O,0,0,verb,train,con,unlock,lock
antsyn-adj-train-1229-O,0,1,adj,train,ent,monstrous,strange
antsyn-noun-train-1279-O,0,2,noun,train,con,windward,leeward
antsyn-noun-train-2308-O,0,3,noun,train,con,demise,birth
antsyn-adj-train-4659-O,0,4,adj,train,ent,inevitable,unavoidable
antsyn-adj-train-3500-O,0,5,adj,train,con,permeable,impermeable
antsyn-noun-test-149-O,0,6,noun,test,ent,gardener,nurseryman
antsyn-adj-train-5061-O,0,7,adj,train,con,polygamous,monogamous
antsyn-adj-test-301-O,0,8,adj,test,con,theoretical,applied
antsyn-verb-train-1660-O,0,9,verb,train,ent,upset,tip
antsyn-verb-train-1322-O,0,0,verb,train,ent,accrue,mature
antsyn-noun-train-1402-O,0,1,noun,train,ent,group,army
antsyn-noun-train-1298-O,0,2,noun,train,ent,club,order
antsyn-adj-test-1446-O,0,3,adj,test,con,retrograde,anterograde
antsyn-adj-test-1345-O,0,4,adj,test,con,wealthy,impoverished
antsyn-adj-train-4764-O,0,5,adj,train,con,barbaric,civilized
antsyn-noun-test-861-O,0,6,noun,test,con,pleasure,displeasure
antsyn-verb-train-885-O,0,7,verb,train,ent,conceive,plan
antsyn-noun-train-64-O,0,8,noun,train,con,activity,rest
antsyn-noun-train-1992-O,0,9,noun,train,con,affirmative,negative
antsyn-adj-train-1970-O,0,0,adj,train,con,unrelated,related
antsyn-noun-train-1565-O,0,1,noun,train,con,evolution,devolution
antsyn-adj-train-1309-O,0,2,adj,train,con,artificial,genuine
antsyn-adj-train-3494-O,0,3,adj,train,ent,minimal,minimum
antsyn-adj-train-5174-O,0,4,adj,train,con,linear,holistic
antsyn-noun-test-941-O,0,5,noun,test,con,freedom,bondage
antsyn-adj-train-2918-O,0,6,adj,train,con,interested,uninterested
antsyn-adj-train-4132-O,0,7,adj,train,ent,smart,sharp
antsyn-noun-test-349-O,0,8,noun,test,con,acceleration,retardation
antsyn-noun-train-2253-O,0,9,noun,train,con,simplicity,difficulty
antsyn-adj-train-749-O,0,0,adj,train,con,foreign,domestic
antsyn-adj-train-4056-O,0,1,adj,train,con,compressed,open
antsyn-verb-train-1849-O,0,2,verb,train,ent,dissociate,separate
antsyn-adj-val-66-O,0,3,adj,val,ent,special,extraordinary
antsyn-adj-test-1577-O,0,4,adj,test,con,bloody,bloodless
antsyn-adj-train-776-O,0,5,adj,train,con,unstable,constant
antsyn-adj-train-1601-O,0,6,adj,train,con,sane,insane
antsyn-adj-train-9-O,0,7,adj,train,con,null,valid
antsyn-noun-test-307-O,0,8,noun,test,con,con,pro
antsyn-verb-test-533-O,0,9,verb,test,con,forego,follow
antsyn-adj-test-1698-O,0,0,adj,test,con,illegitimate,legal
antsyn-verb-train-1445-O,0,1,verb,train,con,undercharge,overcharge
antsyn-noun-val-115-O,0,2,noun,val,ent,significance,meaning
antsyn-noun-train-1541-O,0,3,noun,train,con,present,absent
antsyn-verb-train-1056-O,0,4,verb,train,ent,achieve,obtain
antsyn-adj-val-216-O,0,5,adj,val,con,equivocal,univocal
antsyn-noun-train-2622-O,0,6,noun,train,con,demobilization,mobilization
antsyn-adj-train-2105-O,0,7,adj,train,con,virulent,avirulent
antsyn-verb-train-220-O,0,8,verb,train,ent,court,seek
antsyn-adj-train-984-O,0,9,adj,train,con,able,incompetent
antsyn-adj-train-3501-O,0,0,adj,train,ent,stately,formal
antsyn-adj-train-3982-O,0,1,adj,train,ent,sour,dark
antsyn-adj-train-5338-O,0,2,adj,train,ent,original,primitive
antsyn-verb-train-1671-O,0,3,verb,train,ent,blur,confuse
antsyn-noun-train-315-O,0,4,noun,train,ent,relative,cousin
antsyn-verb-train-461-O,0,5,verb,train,con,unscramble,scramble
antsyn-adj-train-4341-O,0,6,adj,train,con,capitalistic,socialistic
antsyn-verb-train-1438-O,0,7,verb,train,con,intrude,withdraw
antsyn-noun-test-398-O,0,8,noun,test,con,regress,progress
antsyn-adj-train-4724-O,0,9,adj,train,con,white,colorful
antsyn-noun-train-1001-O,0,0,noun,train,ent,writ,precept
antsyn-noun-train-384-O,0,1,noun,train,con,decline,improvement
antsyn-adj-train-35-O,0,2,adj,train,con,secure,vulnerable
antsyn-verb-train-1951-O,0,3,verb,train,ent,hire,engage
antsyn-adj-train-2595-O,0,4,adj,train,ent,popular,cheap
antsyn-adj-train-869-O,0,5,adj,train,con,enforceable,unenforceable
antsyn-verb-train-157-O,0,6,verb,train,con,like,hate
antsyn-adj-train-2305-O,0,7,adj,train,con,immobile,mobile
antsyn-noun-train-1454-O,0,8,noun,train,con,backside,front
antsyn-adj-train-2057-O,0,9,adj,train,con,windy,slow
antsyn-adj-train-1058-O,0,0,adj,train,con,inalienable,alienable
antsyn-verb-val-54-O,0,1,verb,val,con,enter,exit
antsyn-verb-train-453-O,0,2,verb,train,ent,see,project
antsyn-noun-train-318-O,0,3,noun,train,ent,substitution,switch
antsyn-verb-train-368-O,0,4,verb,train,con,worry,assure
antsyn-verb-train-537-O,0,5,verb,train,ent,turn,swing
antsyn-noun-train-2126-O,0,6,noun,train,ent,cannabis,weed
