pairid,argid,propid_to,propid_from,text_to,text_from,relation,nli_50K_ent,nli_50K_con,nli_50K_neu
00727_6#00727_6_9,00727,00727_6,00727_6_9,Path to citizenship for illegal immigrants in the US should be allowed.,General statements in favor of a path to citizenship,1,0.0019828632939606905,0.00022327713668346405,0.9977939128875732
00895_6#00895_6_3,00895,00895_6,00895_6_3,Schools do have the right to search students lockers.,Students more likely to carry weapons than keep in locker.,-1,0.014742812141776085,0.14205022156238556,0.8432070016860962
01077_7#01077_7_5,01077,01077_7,01077_7_5,The United States should drop its sanctions on Cuba.,The sanctions cause real and unacceptable harm to the Cuban people.,1,0.020924324169754982,0.14879156649112701,0.830284059047699
00054_2#00054_2_3,00054,00054_2,00054_2_3,Intellectual property rights should be abolished.,"If the author merely wants to express views, IP is of no value.",-1,0.002804433461278677,0.014427674002945423,0.9827678799629211
00062_4#00062_4_5,00062,00062_4,00062_4_5,Countries should change their official currency to the U.S. dollar.,Dollarization places constraints on US monetary policy,-1,0.009037311188876629,0.007856134325265884,0.9831066131591797
00171_2#00171_2_1,00171,00171_2,00171_2_1,The Palestinians do have the right to return.,"""Jewish state"" intended to preempt any right of return",1,0.01997218281030655,0.3797784745693207,0.6002493500709534
00171_2#00171_2_3,00171,00171_2,00171_2_3,The Palestinians do have the right to return.,Right of return not negotiable or subject to Israeli interests,1,0.02370774932205677,0.3344041407108307,0.6418880820274353
00274_3#00274_3_3,00274,00274_3,00274_3_3,Smoking should be banned in public places.,"Smokers can/should smoke in private places, not in public.",1,0.0010330959921702743,0.9815882444381714,0.01737860217690468
00517_14#00517_14_1,00517,00517_14,00517_14_1,Assisted suicide should be legalized.,The ill will feel pressure to seek euthanasia to avoid burdening family,-1,0.047551319003105164,0.07786649465560913,0.8745822310447693
00517_14#00517_14_9,00517,00517_14,00517_14_9,Assisted suicide should be legalized.,Legalizing euthanasia would allow more open family dialogue on the choice.,1,0.9850044250488281,0.003924181684851646,0.011071364395320415
00558_4#00558_4_1,00558,00558_4,00558_4_1,The ground zero mosque should be allowed. It is acceptable.,Ground zero mosque has received support from mainstream groups.,1,0.00468644080683589,0.004008676391094923,0.991304874420166
00558_4#00558_4_3,00558,00558_4,00558_4_3,The ground zero mosque should be allowed. It is acceptable.,Ground zero mosque is supported by local residents and board,1,0.026815667748451233,0.006686262786388397,0.966498076915741
00574_1#00574_1_4,00574,00574_1,00574_1_4,The US Congress should pass the Employee Free Choice Act.,EFCA opens door to intimidation of union holdouts,-1,0.030422760173678398,0.09295830130577087,0.8766188621520996
01108_1#01108_1_3,01108,01108_1,01108_1_3,Plans to fight global warming should prioritize solar energy.,Removing solar panels is as easy as installing them.,1,0.0006392606883309782,0.0013674775836989284,0.9979933500289917
01159_10#01159_10_3,01159,01159_10,01159_10_3,Wind energy should be a major component of plans to fight global warming.,Wind energy comes naturally from the environment.,1,0.0004097234341315925,0.008530708961188793,0.9910596013069153
00066_3#00066_3_1,00066,00066_3,00066_3_1,The UN should prioritize poverty over climate change.,Combating climate change with renewable energy lowers energy prices.,-1,0.005135381128638983,0.6712039709091187,0.323660671710968
00168_2#00168_2_7,00168,00168_2,00168_2_7,"Coca leaf growth, product-development, and chewing should be legal.",Banning coca chewing violates indigenous rights.,1,0.04179186373949051,0.6983132362365723,0.2598949372768402
00197_11#00197_11_1,00197,00197_11,00197_11_1,Australia should become a republic rather than continue as a constitutional monarchy.,Ending the monarchy would establish Australian independence from Britain,1,0.07022466510534286,0.18018731474876404,0.7495880126953125
00228_2#00228_2_3,00228,00228_2,00228_2_3,Flag burning as a form of protest should be prohibited.,Free speech is and should be limited in many instances.,1,0.0017031948082149029,0.10404878109693527,0.8942480087280273
00495_2#00495_2_11,00495,00495_2,00495_2_11,Child beauty pageants are tolerable and should not be banned.,Child beauty pageants judge whole person.,1,0.0030687861144542694,0.7729657292366028,0.22396552562713623
00591_5#00591_5_9,00591,00591_5,00591_5_9,Government should phase out all subsidies for fossil fuel development.,Subsidizing oil companies does not lower global prices,1,0.003750068601220846,0.3110606372356415,0.6851893663406372
00709_6#00709_6_19,00709,00709_6,00709_6_19,Citizens in the United States should be banned from possessing assault weapons.,Assault weapons banned in 1994 were not uniquely lethal,-1,0.002557824132964015,0.31065088510513306,0.6867913007736206
00709_6#00709_6_20,00709,00709_6,00709_6_20,Citizens in the United States should be banned from possessing assault weapons.,The 1994 assault weapons ban did not decrease crime,-1,0.0073847356252372265,0.6250777244567871,0.3675375282764435
00734_4#00734_4_4,00734,00734_4,00734_4_4,Parents should genetically screen for healthier offspring. It should be legal.,Genetic engineering treats embryos like commodities.,-1,0.07752683758735657,0.011964725330471992,0.9105084538459778
00810_2#00810_2_3,00810,00810_2,00810_2_3,Solar shading should be part of plans to reverse global climate change.,Solar shields can be adjusted according to effects,1,0.001312347943894565,0.017683040350675583,0.9810046553611755
00889_10#00889_10_14,00889,00889_10,00889_10_14,Tibet should seek and gain independence.,"With Chinese as the official language, Tibetans can""t get state jobs",1,0.023027870804071426,0.0068313609808683395,0.970140814781189
00911_8#00911_8_6,00911,00911_8,00911_8_6,New Orleans should be fully rebuilt and restored.,Government is obligated to rebuild NO levees and infrastructure.,1,0.0049230847507715225,0.6171281933784485,0.37794873118400574
00911_8#00911_8_9,00911,00911_8,00911_8_9,New Orleans should be fully rebuilt and restored.,"People want to live in New Orleans, so it must be rebuilt",1,0.012861141003668308,0.25094282627105713,0.7361960411071777
00961_3#00961_3_3,00961,00961_3,00961_3_3,UN Annex I aid should be increased for climate change adaptation.,"Climate aid feeds corrupt, anti-democratic govts",-1,0.012313215993344784,0.03610587865114212,0.9515810012817383
00976_2#00976_2_1,00976,00976_2,00976_2_1,Bosnia and Herzegovina should accede to the European Union.,Strong Bosnian support for joining EU will help push reforms.,1,0.8395956158638,0.006990544032305479,0.15341387689113617
00976_2#00976_2_2,00976,00976_2,00976_2_2,Bosnia and Herzegovina should accede to the European Union.,Political difficulties jeopardize Bosnia accession to EU.,-1,0.6905293464660645,0.06951676309108734,0.23995395004749298
01020_1#01020_1_2,01020,01020_1,01020_1_2,VAT on contraceptives should be reduced.,The tax is only a tiny percentage of the total price:,-1,0.0005085814045742154,0.0033920854330062866,0.9960993528366089
01020_1#01020_1_3,01020,01020_1,01020_1_3,VAT on contraceptives should be reduced.,Those in the lower income bracket can obtain these for free:,-1,0.0006052562966942787,0.003504134016111493,0.9958906173706055
01039_13#01039_13_1,01039,01039_13,01039_13_1,"Handguns should be banned in Washington, DC.",The implications of the DC handgun ban are not supported nationwide.,-1,0.03012116253376007,0.010626343078911304,0.9592524766921997
00771_1#00771_1_3,00771,00771_1,00771_1_3,Developed countries have a higher obligation to combat climate change.,Developing nations should be held to global sectoral standards.,-1,0.0005462344852276146,0.0013949850108474493,0.9980587363243103
00771_5#00771_5_2,00771,00771_5,00771_5_2,Developed countries have a higher obligation to combat climate change.,Developed states emit more; their steps have higher impact,1,0.0007973804022185504,0.0036146407946944237,0.995587944984436
00876_1#00876_1_5,00876,00876_1,00876_1_5,The developed world should focus on trade instead of aid for developing world.,Trade can distribute its benefits unevenly.,-1,0.0054100132547318935,0.054141927510499954,0.9404481053352356
00961_6#00961_6_4,00961,00961_6,00961_6_4,UN Annex I aid should be increased for climate change adaptation.,Climate aid will bribe UN votes from poor states.,-1,0.01595267839729786,0.05151296406984329,0.9325343370437622
01039_13#01039_13_4,01039,01039_13,01039_13_4,"Handguns should be banned in Washington, DC.",A strong majority of DC residence support the DC handgun ban.,1,0.12543299794197083,0.0037189151626080275,0.8708481192588806
01292_10#01292_10_2,01292,01292_10,01292_10_2,It is morally acceptable to experiment on animals for human purposes.,Cosmetics testing on animals is not required by govts,-1,0.002619285834953189,0.07480967789888382,0.9225710034370422
01292_11#01292_11_10,01292,01292_11,01292_11_10,It is morally acceptable to experiment on animals for human purposes.,Human life is of greater intrinsic value than animal life,1,0.027383286505937576,0.39240556955337524,0.5802111625671387
01292_15#01292_15_2,01292,01292_15,01292_15_2,It is morally acceptable to experiment on animals for human purposes.,Animals feel and suffer in very similar ways as humans,-1,0.0018054464599117637,0.026074280962347984,0.9721202254295349
01292_17#01292_17_1,01292,01292_17,01292_17_1,It is morally acceptable to experiment on animals for human purposes.,Animal rights groups have misled public about animal testing,1,0.006388294044882059,0.47250136733055115,0.5211103558540344
01292_17#01292_17_3,01292,01292_17,01292_17_3,It is morally acceptable to experiment on animals for human purposes.,Animal experimentation protester violence has undermined their case,1,0.00711087416857481,0.4898812174797058,0.5030079483985901
01292_18#01292_18_15,01292,01292_18,01292_18_15,It is morally acceptable to experiment on animals for human purposes.,Strict controls have not prevented researchers from abusing animals,-1,0.011809349060058594,0.08560644835233688,0.9025842547416687
01292_3#01292_3_16,01292,01292_3,01292_3_16,It is morally acceptable to experiment on animals for human purposes.,The world has benefited hugely from medical research with animals,1,0.0036138100549578667,0.09114012867212296,0.9052460193634033
01292_3#01292_3_17,01292,01292_3,01292_3_17,It is morally acceptable to experiment on animals for human purposes.,Animal rights are connected with the broader human rights movement,-1,0.0018161572515964508,0.016108663752675056,0.9820751547813416
01292_3#01292_3_6,01292,01292_3,01292_3_6,It is morally acceptable to experiment on animals for human purposes.,Animal testing is contrary to principles of compassion and peace,-1,0.011819842271506786,0.8938352465629578,0.09434487670660019
01292_3#01292_3_8,01292,01292_3,01292_3_8,It is morally acceptable to experiment on animals for human purposes.,Philosophy of compassion for animals is better than testing benefits,-1,0.18279922008514404,0.25893357396125793,0.5582672953605652
01292_4#01292_4_5,01292,01292_4,01292_4_5,It is morally acceptable to experiment on animals for human purposes.,The animal rights movement is showing great progress in America,-1,0.0034661083482205868,0.08297793567180634,0.9135559797286987
01292_5#01292_5_15,01292,01292_5,01292_5_15,It is morally acceptable to experiment on animals for human purposes.,Modern humans have lost touch with animals and our likeness,-1,0.006045403424650431,0.326521098613739,0.6674335598945618
01292_5#01292_5_18,01292,01292_5,01292_5_18,It is morally acceptable to experiment on animals for human purposes.,Killing animals should be viewed as equivalent to killing humans,-1,0.1545068323612213,0.2535777986049652,0.5919154286384583
01292_5#01292_5_9,01292,01292_5,01292_5_9,It is morally acceptable to experiment on animals for human purposes.,Animals cannot possess rights because they have no moral judgement,1,0.005973026156425476,0.30221641063690186,0.6918106079101562
01292_8#01292_8_10,01292,01292_8,01292_8_10,It is morally acceptable to experiment on animals for human purposes.,Animal environments can be better controlled for research than humans,1,0.00914891716092825,0.22158242762088776,0.7692686319351196
01292_8#01292_8_11,01292,01292_8,01292_8_11,It is morally acceptable to experiment on animals for human purposes.,Addiction researchers know that animals have no prior drug use,1,0.0026038391515612602,0.09270386397838593,0.9046922922134399
01292_8#01292_8_13,01292,01292_8,01292_8_13,It is morally acceptable to experiment on animals for human purposes.,Medicines tested successfully on animals can prove toxic to humans,-1,0.003193274838849902,0.8461002111434937,0.15070655941963196
01292_8#01292_8_16,01292,01292_8,01292_8_16,It is morally acceptable to experiment on animals for human purposes.,Animal responses to tests can be different than human responses,-1,0.0070819430984556675,0.2928822338581085,0.700035810470581
01290_6#01290_6_1,01290,01290_6,01290_6_1,Mountaintop removal coal mining should be banned.,Explosives used in mountaintop removal are dangerous/loud/etc.,1,0.002863108180463314,0.5686200261116028,0.42851686477661133
01290_6#01290_6_4,01290,01290_6,01290_6_4,Mountaintop removal coal mining should be banned.,"Mountaintop removal blasts dust into air, harming local communities.",1,0.0018818870885297656,0.08615831285715103,0.9119598269462585
01289_1#01289_1_1,01289,01289_1,01289_1_1,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans make terrorist attacks more difficult,1,0.0005097332177683711,0.004171354230493307,0.9953189492225647
01289_1#01289_1_3,01289,01289_1,01289_1_3,Counter-terrorism efforts should include full-body scans at airports.,Terrorists will change tactics to avoid airport scanners,-1,0.0018836560193449259,0.840906023979187,0.15721024572849274
01289_1#01289_1_6,01289,01289_1,01289_1_6,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners distract from human intelligence,-1,0.001077517052181065,0.029852328822016716,0.9690701961517334
01289_2#01289_2_11,01289,01289_2,01289_2_11,Counter-terrorism efforts should include full-body scans at airports.,Scanning procedure is always optional to all passengers.,1,0.0029570863116532564,0.20491787791252136,0.7921249270439148
01289_2#01289_2_3,01289,01289_2,01289_2_3,Counter-terrorism efforts should include full-body scans at airports.,Protecting life with scanners more important than privacy,1,0.0005561065627261996,0.0029200809076428413,0.9965237975120544
01289_2#01289_2_6,01289,01289_2,01289_2_6,Counter-terrorism efforts should include full-body scans at airports.,Terror attack violates rights more than body scans,1,0.0025296041276305914,0.03277336061000824,0.9646970629692078
01289_3#01289_3_4,01289,01289_3,01289_3_4,Counter-terrorism efforts should include full-body scans at airports.,Scanners can be modified to accommodate children.,1,0.0005205985507927835,0.002571794902905822,0.9969075322151184
01289_6#01289_6_4,01289,01289_6,01289_6_4,Counter-terrorism efforts should include full-body scans at airports.,Full-body scans are well within radiation standards,1,0.0006002337322570384,0.003624262986704707,0.9957756400108337
01289_7#01289_7_3,01289,01289_7,01289_7_3,Counter-terrorism efforts should include full-body scans at airports.,Full-body scanners are very expensive.,-1,0.00034139305353164673,0.0014354931190609932,0.9982231259346008
01279_2#01279_2_1,01279,01279_2,01279_2_1,The US should adopt policies to deport all illegal immigrants.,Costs of deportation made up for by savings to taxpayers,1,0.00430684769526124,0.013205008581280708,0.982488214969635
01279_2#01279_2_6,01279,01279_2,01279_2_6,The US should adopt policies to deport all illegal immigrants.,Illegal immigrants crowd-out Americans for social services.,1,0.0013130820589140058,0.7983466386795044,0.20034028589725494
01279_4#01279_4_3,01279,01279_4,01279_4_3,The US should adopt policies to deport all illegal immigrants.,No past administration deported close to 13 million illegals,-1,0.003292223671451211,0.025566525757312775,0.9711412191390991
01279_5#01279_5_2,01279,01279_5,01279_5_2,The US should adopt policies to deport all illegal immigrants.,Deporting 13 million illegal immigrants is not possible,-1,0.0017841061344370246,0.006475935224443674,0.9917398691177368
01279_5#01279_5_3,01279,01279_5,01279_5_3,The US should adopt policies to deport all illegal immigrants.,Deportation is not feasible; legalization is only option,-1,0.0050432016141712666,0.05410145968198776,0.9408553242683411
01279_5#01279_5_5,01279,01279_5,01279_5_5,The US should adopt policies to deport all illegal immigrants.,Deporting illegal immigrants in smaller numbers is feasible,1,0.0011786994291469455,0.01014010515064001,0.9886811971664429
01279_5#01279_5_7,01279,01279_5,01279_5_7,The US should adopt policies to deport all illegal immigrants.,Illegal aliens can be compelled to leave on their own,1,0.0008707382366992533,0.0063561564311385155,0.9927732348442078
01279_5#01279_5_8,01279,01279_5,01279_5_8,The US should adopt policies to deport all illegal immigrants.,US is capable of deporting all illegal immigrants,1,0.015658019110560417,0.0008853392209857702,0.9834566712379456
01239_10#01239_10_1,01239,01239_10,01239_10_1,Electric cars should be a priority in plans to fight global warming.,Electric cars require less maintenance than gasoline vehicles.,1,0.0007980340160429478,0.017094284296035767,0.9821076989173889
01239_10#01239_10_3,01239,01239_10,01239_10_3,Electric cars should be a priority in plans to fight global warming.,Electric car batteries all must be replaced eventually.,-1,0.0004197265370748937,0.002306425478309393,0.9972737431526184
01239_1#01239_1_5,01239,01239_1,01239_1_5,Electric cars should be a priority in plans to fight global warming.,Electric cars can accelerate faster than gasoline cars.,1,0.0009486927301622927,0.011487194336950779,0.9875641465187073
01239_3#01239_3_2,01239,01239_3,01239_3_2,Electric cars should be a priority in plans to fight global warming.,Silent electric cars can be a safety hazard.,-1,0.0010937779443338513,0.05094079300761223,0.9479654431343079
01239_4#01239_4_2,01239,01239_4,01239_4_2,Electric cars should be a priority in plans to fight global warming.,Electric cars fight global warming better than hybrids.,1,0.09764466434717178,0.0063535552471876144,0.8960018157958984
01239_5#01239_5_2,01239,01239_5,01239_5_2,Electric cars should be a priority in plans to fight global warming.,Modernizing grid will accommodate new renewable electricity.,1,0.001549430307932198,0.09144427627325058,0.9070062637329102
01239_6#01239_6_10,01239,01239_6,01239_6_10,Electric cars should be a priority in plans to fight global warming.,Electric cars will get cleaner with more renewable sources,1,0.004904715809971094,0.021543562412261963,0.9735518097877502
01239_7#01239_7_2,01239,01239_7,01239_7_2,Electric cars should be a priority in plans to fight global warming.,Electric cars reduce dependencies on foreign oil.,1,0.0031891418620944023,0.009855491109192371,0.9869553446769714
01239_9#01239_9_2,01239,01239_9,01239_9_2,Electric cars should be a priority in plans to fight global warming.,Electric vehicles are lighter so require less energy.,1,0.00035785906948149204,0.004034146666526794,0.9956080317497253
01198_7#01198_7_6,01198,01198_7,01198_7_6,Laws should be passed to limit gun ownership further.,Publics most exposed to crime support greater restrictions on gun ownership,-1,0.15658847987651825,0.0070833745412528515,0.8363281488418579
01170_2#01170_2_1,01170,01170_2,01170_2_1,Violent video games for minors should be banned.,Speech bypassing parents for kids is unprotected category.,1,0.017868932336568832,0.09207722544670105,0.8900538682937622
01084_1#01084_1_9,01084,01084_1,01084_1_9,Bullfighting is acceptable in modernity and should not be banned.,Bulls are celebrated and honored in bullfighting.,1,0.0012811667984351516,0.005331891588866711,0.9933869242668152
01084_3#01084_3_1,01084,01084_3,01084_3_1,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting is economically important in many regions.,1,0.0032514254562556744,0.05522070452570915,0.9415278434753418
01084_4#01084_4_2,01084,01084_4,01084_4_2,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting is too dangerous to humans to justify,-1,0.002014484256505966,0.9715167284011841,0.026468714699149132
01084_4#01084_4_3,01084,01084_4,01084_4_3,Bullfighting is acceptable in modernity and should not be banned.,Many cultural and sporting events involve serious risks.,1,0.003165713045746088,0.27465301752090454,0.7221813201904297
01084_5#01084_5_2,01084,01084_5,01084_5_2,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting symbolizes mans mastery over nature.,1,0.0010513575980439782,0.004256776534020901,0.9946919083595276
01084_5#01084_5_8,01084,01084_5,01084_5_8,Bullfighting is acceptable in modernity and should not be banned.,Bulls horns are usually kept sharp for fights.,1,0.004660710692405701,0.006296527571976185,0.9890428185462952
01084_6#01084_6_1,01084,01084_6,01084_6_1,Bullfighting is acceptable in modernity and should not be banned.,Cultural tradition is no justification for cruel bullfighting,-1,0.020115571096539497,0.5249212384223938,0.45496314764022827
01084_6#01084_6_6,01084,01084_6,01084_6_6,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting has long historical and mythical roots.,1,0.0031755268573760986,0.2810964584350586,0.7157280445098877
01006_4#01006_4_8,01006,01006_4,01006_4_8,Nuclear Weapons should be abolished.,"The idea of a so-called ""nuclear deterrent"" no longer applies.",1,0.031689099967479706,0.21614433825016022,0.7521665096282959
01006_7#01006_7_13,01006,01006_7,01006_7_13,Nuclear Weapons should be abolished.,Its not possible to abolish nuclear weapons now that the are at large.,-1,0.43071800470352173,0.38067811727523804,0.18860381841659546
01006_7#01006_7_3,01006,01006_7,01006_7_3,Nuclear Weapons should be abolished.,"Nuclear powers may reduce stockpiles but won""t fully denuclearize",-1,0.003047220641747117,0.8165808916091919,0.18037185072898865
00041_1#00041_1_8,00041,00041_1,00041_1_8,Bullfighting is acceptable in modernity and should not be banned.,Bulls are celebrated and honored in bullfighting.,1,0.0012811667984351516,0.005331891588866711,0.9933869242668152
00041_3#00041_3_1,00041,00041_3,00041_3_1,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting is economically important in many regions.,1,0.0032514254562556744,0.05522070452570915,0.9415278434753418
00041_4#00041_4_1,00041,00041_4,00041_4_1,Bullfighting is acceptable in modernity and should not be banned.,Many cultural and sporting events involve serious risks.,1,0.003165713045746088,0.27465301752090454,0.7221813201904297
00041_4#00041_4_3,00041,00041_4,00041_4_3,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting is too dangerous to humans to justify,-1,0.002014484256505966,0.9715167284011841,0.026468714699149132
00041_5#00041_5_5,00041,00041_5,00041_5_5,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting symbolizes mans mastery over nature.,1,0.0010513575980439782,0.004256776534020901,0.9946919083595276
00041_5#00041_5_8,00041,00041_5,00041_5_8,Bullfighting is acceptable in modernity and should not be banned.,Bulls horns are usually kept sharp for fights.,1,0.004660710692405701,0.006296527571976185,0.9890428185462952
00041_6#00041_6_10,00041,00041_6,00041_6_10,Bullfighting is acceptable in modernity and should not be banned.,Cultural tradition is no justification for cruel bullfighting,-1,0.020115571096539497,0.5249212384223938,0.45496314764022827
00041_6#00041_6_3,00041,00041_6,00041_6_3,Bullfighting is acceptable in modernity and should not be banned.,Bullfighting has long historical and mythical roots.,1,0.0031755268573760986,0.2810964584350586,0.7157280445098877
00148_15#00148_15_18,00148,00148_15,00148_15_18,Marijuana should be legalized.,People should be free to use marijuana as long as it harms no one else,1,0.8677637577056885,0.007556432858109474,0.12467990070581436
00148_15#00148_15_5,00148,00148_15,00148_15_5,Marijuana should be legalized.,Marijuanas social costs should not be arbitrarily discriminated against.,1,0.39265450835227966,0.1165798082947731,0.49076569080352783
00161_14#00161_14_4,00161,00161_14,00161_14_4,Assisted suicide should be legalized.,Legalizing euthanasia would allow more open family dialogue on the choice.,1,0.9850044250488281,0.003924181684851646,0.011071364395320415
00161_14#00161_14_5,00161,00161_14,00161_14_5,Assisted suicide should be legalized.,The ill will feel pressure to seek euthanasia to avoid burdening family,-1,0.047551319003105164,0.07786649465560913,0.8745822310447693
00161_8#00161_8_3,00161,00161_8,00161_8_3,Assisted suicide should be legalized.,"Euthanasia is mainly utilized by non-vulnerable, well-educated groups",1,0.004796228837221861,0.021238986402750015,0.9739648103713989
00244_3#00244_3_1,00244,00244_3,00244_3_1,Smoking should be banned in public places.,"Smokers can/should smoke in private places, not in public.",1,0.0010330959921702743,0.9815882444381714,0.01737860217690468
00251_2#00251_2_2,00251,00251_2,00251_2_2,Public schools should have condom distribution programs.,"If students are having sex, they need to know about safe sex.",1,0.004355738405138254,0.012171994894742966,0.9834722280502319
00251_4#00251_4_1,00251,00251_4,00251_4_1,Public schools should have condom distribution programs.,Providing condoms to students is the morally pragmatic thing to do.,1,0.08932305872440338,0.019605543464422226,0.8910714387893677
00393_12#00393_12_3,00393,00393_12,00393_12_3,Humans should stop eating animals and become vegetarians.,"Animals are independent creatures that don""t exist to serve humans",1,0.0009457994601689279,0.04490575194358826,0.9541484713554382
00393_13#00393_13_8,00393,00393_13,00393_13_8,Humans should stop eating animals and become vegetarians.,Vegetarians avoid consuming chemicals related to animal pain/death.,1,0.1331626921892166,0.1980143040418625,0.6688230633735657
00393_14#00393_14_2,00393,00393_14,00393_14_2,Humans should stop eating animals and become vegetarians.,Animals do not have rights so can be held in captivity.,-1,0.0015463996678590775,0.34521007537841797,0.6532435417175293
00393_3#00393_3_5,00393,00393_3,00393_3_5,Humans should stop eating animals and become vegetarians.,Animals are equal to humans in science as lifeforms on Earth,1,0.0013264024164527655,0.5644158720970154,0.43425774574279785
00393_3#00393_3_6,00393,00393_3,00393_3_6,Humans should stop eating animals and become vegetarians.,Human and animal differences do not justify speciism/discrimination,1,0.0020946511067450047,0.34631696343421936,0.6515883207321167
00393_5#00393_5_1,00393,00393_5,00393_5_1,Humans should stop eating animals and become vegetarians.,Offering rights to animals based on evolution is a slippery slope.,-1,0.0019286689348518848,0.5087340474128723,0.48933732509613037
00393_6#00393_6_10,00393,00393_6,00393_6_10,Humans should stop eating animals and become vegetarians.,The markets incentivize lowering animal rights and welfare.,1,0.008409871719777584,0.2782910466194153,0.713299036026001
00393_6#00393_6_16,00393,00393_6,00393_6_16,Humans should stop eating animals and become vegetarians.,That the retarded have rights does not justify animal rights,-1,0.0036608183290809393,0.6619791984558105,0.3343600034713745
00393_6#00393_6_4,00393,00393_6,00393_6_4,Humans should stop eating animals and become vegetarians.,Humans are obligated to cause animals no pain or suffering,1,0.0011329854605719447,0.5262451767921448,0.4726217985153198
00393_8#00393_8_10,00393,00393_8,00393_8_10,Humans should stop eating animals and become vegetarians.,Eating meat is like cannibalism; eating fellow creatures,1,0.003149650525301695,0.3828606605529785,0.6139896512031555
00393_8#00393_8_5,00393,00393_8,00393_8_5,Humans should stop eating animals and become vegetarians.,Animal rights unfairly alienate humans from the natural order.,-1,0.0017522609559819102,0.12288898229598999,0.8753588199615479
00393_8#00393_8_8,00393,00393_8,00393_8_8,Humans should stop eating animals and become vegetarians.,Farming is evolutionary and mutually-beneficial for humans and animals.,-1,0.001351258484646678,0.6237592101097107,0.3748895823955536
00453_1#00453_1_1,00453,00453_1,00453_1_1,Sale of violent video games to minors should be banned.,"Violent games protected like violent literature, plays, etc.",-1,0.0027961228042840958,0.07337258011102676,0.9238314032554626
00453_1#00453_1_5,00453,00453_1,00453_1_5,Sale of violent video games to minors should be banned.,"Violent games protected like violent literature, plays, etc.",-1,0.0027961228042840958,0.07337258011102676,0.9238314032554626
00453_1#00453_1_6,00453,00453_1,00453_1_6,Sale of violent video games to minors should be banned.,Depictions of violence not category exempted from free speech.,-1,0.00591609813272953,0.04944257438182831,0.9446413516998291
00453_2#00453_2_1,00453,00453_2,00453_2_1,Sale of violent video games to minors should be banned.,"Parents have responsibility to monitor video games, not state.",-1,0.003346405690535903,0.05163630470633507,0.9450172185897827
00453_2#00453_2_5,00453,00453_2,00453_2_5,Sale of violent video games to minors should be banned.,Many kids would be prohibited whose parents don t mind.,-1,0.0021476757247000933,0.009577509015798569,0.9882748126983643
00453_3#00453_3_7,00453,00453_3,00453_3_7,Sale of violent video games to minors should be banned.,"Games help develop youths"" minds, skills, confidence.",-1,0.0089799202978611,0.5857813358306885,0.40523871779441833
00453_3#00453_3_8,00453,00453_3,00453_3_8,Sale of violent video games to minors should be banned.,Some youth have tried to emulate violence in games.,1,0.005239421501755714,0.271733820438385,0.7230267524719238
00453_3#00453_3_9,00453,00453_3,00453_3_9,Sale of violent video games to minors should be banned.,"Youth violence has been declining, violent video games fine.",-1,0.010098904371261597,0.17268241941928864,0.8172187209129333
00453_5#00453_5_4,00453,00453_5,00453_5_4,Sale of violent video games to minors should be banned.,Ideas expressed in violent games shouldn t be surpressed.,-1,0.0011414212640374899,0.021947039291262627,0.9769116044044495
00469_10#00469_10_3,00469,00469_10,00469_10_3,Wind energy should be a major component of plans to fight global warming.,Wind energy comes naturally from the environment.,1,0.0004097234341315925,0.008530708961188793,0.9910596013069153
00469_14#00469_14_1,00469,00469_14,00469_14_1,Wind energy should be a major component of plans to fight global warming.,Wind turbines cause annoying shadow/light flicker,-1,0.0005777660990133882,0.004212274681776762,0.9952099919319153
00469_1#00469_1_6,00469,00469_1,00469_1_6,Wind energy should be a major component of plans to fight global warming.,Wind energy production is inconsistent relative to demand,-1,0.0006359700346365571,0.005186764057725668,0.9941772222518921
00539_3#00539_3_1,00539,00539_3,00539_3_1,Governments should prioritize spending on the exploration of space.,Manned space-flight has spawned many scientific innovations.,1,0.0010435610311105847,0.012658661231398582,0.9862977266311646
00539_3#00539_3_2,00539,00539_3,00539_3_2,Governments should prioritize spending on the exploration of space.,Few missions to space have produced notable scientific results.,-1,0.0007741865119896829,0.009955770336091518,0.989270031452179
00539_7#00539_7_11,00539,00539_7,00539_7_11,Governments should prioritize spending on the exploration of space.,Space exploration is more valuable than some other human expenditures,1,0.006480762735009193,0.009692941792309284,0.9838263392448425
00539_7#00539_7_4,00539,00539_7,00539_7_4,Governments should prioritize spending on the exploration of space.,Significant private capital can be raised for space exploration.,-1,0.005929457955062389,0.07043855637311935,0.9236319065093994
00539_7#00539_7_5,00539,00539_7,00539_7_5,Governments should prioritize spending on the exploration of space.,Space funding would be better spent helping people on earth,-1,0.017343219369649887,0.01198535691946745,0.9706714749336243
00539_7#00539_7_8,00539,00539_7,00539_7_8,Governments should prioritize spending on the exploration of space.,Private markets are better suited to invest in space exploration,-1,0.012970485724508762,0.18620122969150543,0.8008282780647278
