pairid,split
00889_24#00889_24_6,train
00965_4#00965_4_1,train
00965_4#00965_4_2,train
00965_4#00965_4_3,train
01072_2#01072_2_1,train
01072_2#01072_2_10,train
01072_2#01072_2_11,train
01072_2#01072_2_2,train
01072_2#01072_2_3,train
01072_2#01072_2_4,train
01072_2#01072_2_5,train
01072_2#01072_2_6,train
01072_2#01072_2_7,train
01072_2#01072_2_8,train
01072_2#01072_2_9,train
01089_7#01089_7_1,train
01089_7#01089_7_2,train
01089_7#01089_7_3,train
01089_7#01089_7_4,train
01122_4#01122_4_1,train
01122_4#01122_4_2,train
01122_4#01122_4_3,train
01122_4#01122_4_4,train
01145_7#01145_7_6,train
01145_7#01145_7_7,train
01145_7#01145_7_9,train
01183_9#01183_9_1,train
01183_9#01183_9_10,train
01183_9#01183_9_2,train
01183_9#01183_9_3,train
01183_9#01183_9_4,train
01183_9#01183_9_5,train
01183_9#01183_9_6,train
01183_9#01183_9_7,train
01183_9#01183_9_8,train
01183_9#01183_9_9,train
01207_1#01207_1_1,train
01207_1#01207_1_10,train
01207_1#01207_1_11,train
01207_1#01207_1_12,train
01207_1#01207_1_13,train
01207_1#01207_1_14,train
01207_1#01207_1_15,train
01207_1#01207_1_16,train
01207_1#01207_1_17,train
01207_1#01207_1_2,train
01207_1#01207_1_3,train
01207_1#01207_1_4,train
01207_1#01207_1_5,train
01207_1#01207_1_6,train
01207_1#01207_1_7,train
01207_1#01207_1_8,train
01207_1#01207_1_9,train
00015_9#00015_9_1,train
00015_9#00015_9_2,train
00015_9#00015_9_3,train
00015_9#00015_9_4,train
00015_9#00015_9_5,train
00015_9#00015_9_6,train
00015_9#00015_9_7,train
00039_8#00039_8_1,train
00039_8#00039_8_2,train
00039_8#00039_8_3,train
00039_8#00039_8_4,train
00039_8#00039_8_5,train
00039_8#00039_8_6,train
00042_21#00042_21_1,train
00042_21#00042_21_10,train
00042_21#00042_21_11,train
00042_21#00042_21_12,train
00042_21#00042_21_13,train
00042_21#00042_21_14,train
00042_21#00042_21_15,train
00042_21#00042_21_16,train
00042_21#00042_21_17,train
00042_21#00042_21_2,train
00042_21#00042_21_3,train
00042_21#00042_21_4,train
00042_21#00042_21_5,train
00042_21#00042_21_6,train
00042_21#00042_21_7,train
00042_21#00042_21_8,train
00042_21#00042_21_9,train
00055_3#00055_3_2,train
00055_3#00055_3_3,train
00055_3#00055_3_4,train
00062_7#00062_7_1,train
00062_7#00062_7_2,train
00062_7#00062_7_3,train
00062_7#00062_7_4,train
00096_1#00096_1_1,train
00096_1#00096_1_2,train
00096_1#00096_1_3,train
00109_5#00109_5_1,train
00109_5#00109_5_10,train
00109_5#00109_5_11,train
00109_5#00109_5_12,train
00109_5#00109_5_13,train
00109_5#00109_5_2,train
00109_5#00109_5_3,train
00109_5#00109_5_4,train
00109_5#00109_5_5,train
00109_5#00109_5_6,train
00109_5#00109_5_7,train
00109_5#00109_5_8,train
00109_5#00109_5_9,train
00125_3#00125_3_1,train
00125_3#00125_3_2,train
00125_3#00125_3_3,train
00166_3#00166_3_1,train
00166_3#00166_3_2,train
00166_3#00166_3_3,train
00171_1#00171_1_1,train
00171_1#00171_1_2,train
00171_1#00171_1_3,train
00171_1#00171_1_4,train
00198_6#00198_6_1,train
00198_6#00198_6_2,train
00198_6#00198_6_3,train
00198_6#00198_6_4,train
00198_6#00198_6_5,train
00235_2#00235_2_1,train
00235_2#00235_2_2,train
00235_2#00235_2_3,train
00235_2#00235_2_4,train
00235_2#00235_2_5,train
00235_2#00235_2_6,train
00235_2#00235_2_7,train
00235_2#00235_2_8,train
00253_11#00253_11_1,train
00253_11#00253_11_2,train
00253_11#00253_11_3,train
00253_11#00253_11_4,train
00253_11#00253_11_5,train
00253_11#00253_11_6,train
00253_11#00253_11_7,train
00253_11#00253_11_8,train
00253_11#00253_11_9,train
00285_17#00285_17_1,train
00285_17#00285_17_2,train
00285_17#00285_17_3,train
00285_17#00285_17_4,train
00285_17#00285_17_5,train
00285_17#00285_17_6,train
00285_17#00285_17_7,train
00320_3#00320_3_5,train
00320_3#00320_3_6,train
00320_3#00320_3_7,train
00320_3#00320_3_8,train
00320_3#00320_3_9,train
00326_7#00326_7_1,train
00326_7#00326_7_2,train
00326_7#00326_7_3,train
00326_7#00326_7_4,train
00326_7#00326_7_5,train
00330_5#00330_5_1,train
00330_5#00330_5_2,train
00330_5#00330_5_3,train
00330_5#00330_5_4,train
00330_5#00330_5_5,train
00670_3#00670_3_1,train
00670_3#00670_3_2,train
00670_3#00670_3_4,train
00701_1#00701_1_1,train
00701_1#00701_1_2,train
00701_1#00701_1_3,train
00701_1#00701_1_4,train
00701_1#00701_1_5,train
00701_1#00701_1_6,train
00701_1#00701_1_7,train
00701_1#00701_1_8,train
00722_4#00722_4_1,train
00722_4#00722_4_2,train
00722_4#00722_4_3,train
00722_4#00722_4_4,train
00735_1#00735_1_1,train
00735_1#00735_1_10,train
00735_1#00735_1_11,train
00735_1#00735_1_2,train
00735_1#00735_1_3,train
00735_1#00735_1_4,train
00735_1#00735_1_5,train
00735_1#00735_1_6,train
00735_1#00735_1_7,train
00735_1#00735_1_8,train
00735_1#00735_1_9,train
00785_4#00785_4_1,train
00785_4#00785_4_2,train
00785_4#00785_4_3,train
00785_4#00785_4_4,train
00800_3#00800_3_13,train
00800_3#00800_3_15,train
00800_3#00800_3_16,train
00800_3#00800_3_21,train
00800_3#00800_3_23,train
00800_3#00800_3_26,train
00800_3#00800_3_28,train
00800_3#00800_3_29,train
00800_3#00800_3_3,train
00800_3#00800_3_30,train
00800_3#00800_3_33,train
00800_3#00800_3_6,train
00800_3#00800_3_8,train
00903_2#00903_2_1,train
00903_2#00903_2_2,train
00903_2#00903_2_3,train
00903_2#00903_2_4,train
00903_2#00903_2_5,train
00911_5#00911_5_1,train
00911_5#00911_5_2,train
00911_5#00911_5_3,train
00911_5#00911_5_4,train
00911_5#00911_5_5,train
00911_5#00911_5_6,train
00911_5#00911_5_7,train
00911_5#00911_5_8,train
00999_2#00999_2_1,train
00999_2#00999_2_2,train
00999_2#00999_2_3,train
01009_1#01009_1_1,train
01009_1#01009_1_2,train
01009_1#01009_1_3,train
01050_3#01050_3_1,train
01050_3#01050_3_2,train
01050_3#01050_3_3,train
01050_3#01050_3_4,train
01050_3#01050_3_5,train
01050_3#01050_3_6,train
01171_6#01171_6_1,train
01171_6#01171_6_2,train
01171_6#01171_6_3,train
01171_6#01171_6_4,train
01171_6#01171_6_5,train
00010_3#00010_3_1,train
00010_3#00010_3_10,train
00055_7#00055_7_2,train
00055_7#00055_7_4,train
00055_7#00055_7_5,train
00055_7#00055_7_6,train
00109_6#00109_6_1,train
00109_6#00109_6_2,train
00109_6#00109_6_3,train
00109_6#00109_6_4,train
00109_6#00109_6_5,train
00109_6#00109_6_6,train
00109_6#00109_6_7,train
00109_6#00109_6_8,train
00109_6#00109_6_9,train
00166_3#00166_3_4,train
00166_3#00166_3_5,train
00166_3#00166_3_6,train
00184_4#00184_4_1,train
00184_4#00184_4_3,train
00184_4#00184_4_4,train
00195_3#00195_3_1,train
00195_3#00195_3_2,train
00195_3#00195_3_3,train
00195_3#00195_3_4,train
00195_3#00195_3_5,train
00195_3#00195_3_6,train
00253_14#00253_14_1,train
00253_14#00253_14_2,train
00253_14#00253_14_3,train
00253_14#00253_14_4,train
00253_14#00253_14_5,train
00253_14#00253_14_6,train
00253_14#00253_14_7,train
00253_8#00253_8_1,train
00253_8#00253_8_2,train
00253_8#00253_8_3,train
00253_8#00253_8_4,train
00273_5#00273_5_1,train
00273_5#00273_5_2,train
00273_5#00273_5_3,train
00273_5#00273_5_4,train
00306_5#00306_5_1,train
00306_5#00306_5_2,train
00306_5#00306_5_3,train
00344_1#00344_1_1,train
00344_1#00344_1_2,train
00344_1#00344_1_3,train
00344_1#00344_1_5,train
00379_2#00379_2_1,train
00379_2#00379_2_2,train
00379_2#00379_2_3,train
00387_2#00387_2_1,train
00387_2#00387_2_2,train
00387_2#00387_2_3,train
00387_2#00387_2_4,train
00387_2#00387_2_5,train
00387_2#00387_2_6,train
00390_6#00390_6_2,train
00390_6#00390_6_3,train
00390_6#00390_6_5,train
00390_6#00390_6_6,train
00447_8#00447_8_1,train
00447_8#00447_8_10,train
00447_8#00447_8_11,train
00447_8#00447_8_2,train
00447_8#00447_8_3,train
00447_8#00447_8_4,train
00447_8#00447_8_5,train
00447_8#00447_8_6,train
00447_8#00447_8_7,train
00447_8#00447_8_8,train
00447_8#00447_8_9,train
00516_7#00516_7_1,train
00516_7#00516_7_2,train
00516_7#00516_7_3,train
00516_7#00516_7_4,train
00516_7#00516_7_5,train
00517_5#00517_5_1,train
00517_5#00517_5_2,train
00517_5#00517_5_3,train
00517_5#00517_5_4,train
00517_5#00517_5_5,train
00517_5#00517_5_6,train
00517_5#00517_5_8,train
00517_5#00517_5_9,train
00599_2#00599_2_1,train
00599_2#00599_2_2,train
00599_2#00599_2_3,train
00672_2#00672_2_1,train
00672_2#00672_2_2,train
00672_2#00672_2_3,train
00672_2#00672_2_4,train
00726_4#00726_4_1,train
00726_4#00726_4_10,train
00726_4#00726_4_11,train
00726_4#00726_4_12,train
00726_4#00726_4_4,train
00726_4#00726_4_5,train
00726_4#00726_4_6,train
00726_4#00726_4_7,train
00726_4#00726_4_8,train
00726_4#00726_4_9,train
00728_7#00728_7_1,train
00728_7#00728_7_2,train
00728_7#00728_7_3,train
00728_7#00728_7_4,train
00744_4#00744_4_1,train
00744_4#00744_4_2,train
00744_4#00744_4_3,train
00744_4#00744_4_4,train
00895_1#00895_1_1,train
00895_1#00895_1_2,train
00895_1#00895_1_3,train
00895_1#00895_1_4,train
01074_7#01074_7_1,train
01074_7#01074_7_2,train
01074_7#01074_7_3,train
01074_7#01074_7_4,train
01074_7#01074_7_5,train
01090_3#01090_3_1,train
01090_3#01090_3_2,train
01090_3#01090_3_3,train
01091_4#01091_4_1,train
01091_4#01091_4_2,train
01091_4#01091_4_3,train
01091_4#01091_4_4,train
01091_4#01091_4_5,train
01180_6#01180_6_1,train
01180_6#01180_6_2,train
01180_6#01180_6_3,train
01271_1#01271_1_1,train
01271_1#01271_1_2,train
01271_1#01271_1_3,train
01271_1#01271_1_4,train
01271_1#01271_1_5,train
01271_1#01271_1_6,train
01271_1#01271_1_7,train
01271_1#01271_1_8,train
01271_1#01271_1_9,train
01273_8#01273_8_1,train
01273_8#01273_8_10,train
01273_8#01273_8_11,train
01273_8#01273_8_12,train
01273_8#01273_8_13,train
01273_8#01273_8_14,train
01273_8#01273_8_2,train
01273_8#01273_8_3,train
01273_8#01273_8_4,train
01273_8#01273_8_5,train
01273_8#01273_8_7,train
01273_8#01273_8_8,train
01273_8#01273_8_9,train
00010_3#00010_3_11,train
00010_3#00010_3_2,train
00010_3#00010_3_3,train
00010_3#00010_3_4,train
00010_3#00010_3_5,train
00010_3#00010_3_6,train
00010_3#00010_3_7,train
00010_3#00010_3_8,train
00010_3#00010_3_9,train
00015_5#00015_5_1,train
00015_5#00015_5_2,train
00015_5#00015_5_3,train
00038_5#00038_5_1,train
00038_5#00038_5_10,train
00038_5#00038_5_11,train
00038_5#00038_5_12,train
00038_5#00038_5_13,train
00038_5#00038_5_2,train
00038_5#00038_5_3,train
00038_5#00038_5_4,train
00038_5#00038_5_5,train
00038_5#00038_5_6,train
00038_5#00038_5_7,train
00038_5#00038_5_8,train
00038_5#00038_5_9,train
00088_3#00088_3_1,train
00088_3#00088_3_2,train
00088_3#00088_3_3,train
00176_5#00176_5_1,train
00176_5#00176_5_2,train
00176_5#00176_5_3,train
00202_2#00202_2_1,train
00202_2#00202_2_2,train
00202_2#00202_2_3,train
00202_2#00202_2_4,train
00285_22#00285_22_1,train
00285_22#00285_22_2,train
00285_22#00285_22_3,train
00285_22#00285_22_4,train
00285_22#00285_22_5,train
00321_13#00321_13_1,train
00321_13#00321_13_10,train
00321_13#00321_13_11,train
00321_13#00321_13_3,train
00321_13#00321_13_4,train
00321_13#00321_13_5,train
00321_13#00321_13_6,train
00321_13#00321_13_7,train
00321_13#00321_13_9,train
00344_10#00344_10_1,train
00344_10#00344_10_2,train
00344_10#00344_10_3,train
00344_10#00344_10_4,train
00344_10#00344_10_5,train
00387_9#00387_9_1,train
00387_9#00387_9_2,train
00387_9#00387_9_3,train
00387_9#00387_9_4,train
00388_6#00388_6_1,train
00388_6#00388_6_2,train
00388_6#00388_6_3,train
00388_6#00388_6_4,train
00466_7#00466_7_1,train
00466_7#00466_7_2,train
00466_7#00466_7_3,train
00466_7#00466_7_4,train
00466_7#00466_7_5,train
00479_10#00479_10_1,train
00479_10#00479_10_2,train
00479_10#00479_10_3,train
00479_10#00479_10_4,train
00479_10#00479_10_5,train
00479_10#00479_10_6,train
00516_3#00516_3_1,train
00516_3#00516_3_2,train
00516_3#00516_3_3,train
00516_3#00516_3_4,train
00516_3#00516_3_5,train
00516_3#00516_3_6,train
00655_4#00655_4_1,train
00655_4#00655_4_2,train
00655_4#00655_4_3,train
00655_4#00655_4_4,train
00655_4#00655_4_5,train
00655_4#00655_4_6,train
00655_4#00655_4_7,train
00656_5#00656_5_1,train
00656_5#00656_5_2,train
00656_5#00656_5_3,train
00656_5#00656_5_4,train
00656_6#00656_6_1,train
00656_6#00656_6_2,train
00656_6#00656_6_3,train
00671_1#00671_1_1,train
00671_1#00671_1_2,train
00671_1#00671_1_3,train
00671_1#00671_1_4,train
00671_1#00671_1_5,train
00684_3#00684_3_1,train
00684_3#00684_3_2,train
00684_3#00684_3_3,train
00684_3#00684_3_4,train
00701_2#00701_2_1,train
00701_2#00701_2_2,train
00701_2#00701_2_3,train
00701_2#00701_2_4,train
00701_2#00701_2_5,train
00701_2#00701_2_6,train
00728_6#00728_6_1,train
00728_6#00728_6_2,train
00728_6#00728_6_3,train
00728_6#00728_6_4,train
00728_6#00728_6_5,train
00728_6#00728_6_6,train
00728_6#00728_6_7,train
00728_6#00728_6_8,train
00800_5#00800_5_1,train
00800_5#00800_5_10,train
00800_5#00800_5_11,train
00800_5#00800_5_12,train
00800_5#00800_5_2,train
00800_5#00800_5_3,train
00800_5#00800_5_4,train
00800_5#00800_5_5,train
00800_5#00800_5_7,train
00800_5#00800_5_8,train
00800_5#00800_5_9,train
00872_3#00872_3_1,train
00872_3#00872_3_2,train
00872_3#00872_3_3,train
00872_3#00872_3_4,train
00872_3#00872_3_5,train
00872_3#00872_3_6,train
00923_5#00923_5_1,train
00923_5#00923_5_2,train
00923_5#00923_5_3,train
00923_5#00923_5_4,train
00923_5#00923_5_5,train
00965_3#00965_3_1,train
00965_3#00965_3_2,train
00965_3#00965_3_3,train
00965_3#00965_3_4,train
00965_3#00965_3_5,train
00965_3#00965_3_6,train
00970_7#00970_7_1,train
00970_7#00970_7_2,train
00970_7#00970_7_3,train
00970_7#00970_7_4,train
00970_7#00970_7_5,train
01049_3#01049_3_1,train
01049_3#01049_3_2,train
01049_3#01049_3_3,train
01049_3#01049_3_4,train
01108_10#01108_10_1,train
01108_10#01108_10_2,train
01108_10#01108_10_3,train
01108_9#01108_9_1,train
01108_9#01108_9_2,train
01108_9#01108_9_3,train
01108_9#01108_9_4,train
01122_5#01122_5_1,train
01122_5#01122_5_2,train
01122_5#01122_5_3,train
01122_5#01122_5_4,train
01122_5#01122_5_5,train
01271_6#01271_6_1,train
01271_6#01271_6_2,train
01271_6#01271_6_3,train
01271_6#01271_6_4,train
01271_6#01271_6_5,train
01271_6#01271_6_6,train
01271_6#01271_6_7,train
01271_6#01271_6_8,train
00039_1#00039_1_1,train
00039_1#00039_1_2,train
00039_1#00039_1_3,train
00039_1#00039_1_4,train
00039_1#00039_1_5,train
00042_11#00042_11_1,train
00042_11#00042_11_10,train
00042_11#00042_11_11,train
00042_11#00042_11_12,train
00042_11#00042_11_13,train
00042_11#00042_11_14,train
00042_11#00042_11_15,train
00042_11#00042_11_16,train
00042_11#00042_11_17,train
00042_11#00042_11_18,train
00042_11#00042_11_19,train
00042_11#00042_11_2,train
00042_11#00042_11_20,train
00042_11#00042_11_21,train
00042_11#00042_11_22,train
00042_11#00042_11_3,train
00042_11#00042_11_4,train
00042_11#00042_11_5,train
00042_11#00042_11_6,train
00042_11#00042_11_7,train
00042_11#00042_11_8,train
00042_11#00042_11_9,train
00042_12#00042_12_1,train
00042_12#00042_12_2,train
00042_12#00042_12_3,train
00100_2#00100_2_1,train
00100_2#00100_2_2,train
00100_2#00100_2_3,train
00102_3#00102_3_1,train
00102_3#00102_3_2,train
00102_3#00102_3_3,train
00102_3#00102_3_4,train
00108_3#00108_3_1,train
00108_3#00108_3_2,train
00108_3#00108_3_3,train
00108_3#00108_3_4,train
00125_12#00125_12_1,train
00125_12#00125_12_2,train
00125_12#00125_12_3,train
00125_12#00125_12_4,train
00250_3#00250_3_1,train
00250_3#00250_3_2,train
00250_3#00250_3_3,train
00250_3#00250_3_4,train
00318_2#00318_2_1,train
00318_2#00318_2_2,train
00318_2#00318_2_3,train
00321_12#00321_12_1,train
00321_12#00321_12_2,train
00321_12#00321_12_3,train
00321_12#00321_12_4,train
00412_1#00412_1_1,train
00412_1#00412_1_2,train
00412_1#00412_1_3,train
00412_1#00412_1_4,train
00424_6#00424_6_1,train
00424_6#00424_6_2,train
00424_6#00424_6_3,train
00424_6#00424_6_4,train
00447_15#00447_15_1,train
00447_15#00447_15_2,train
00447_15#00447_15_3,train
00558_5#00558_5_1,train
00558_5#00558_5_2,train
00558_5#00558_5_3,train
00599_4#00599_4_1,train
00599_4#00599_4_11,train
00599_4#00599_4_2,train
00599_4#00599_4_4,train
00599_4#00599_4_5,train
00599_4#00599_4_6,train
00599_4#00599_4_7,train
00599_4#00599_4_8,train
00686_5#00686_5_1,train
00686_5#00686_5_2,train
00686_5#00686_5_3,train
00686_5#00686_5_4,train
00686_5#00686_5_5,train
00726_2#00726_2_2,train
00726_2#00726_2_3,train
00726_2#00726_2_4,train
00726_2#00726_2_5,train
00726_2#00726_2_6,train
00726_2#00726_2_7,train
00781_6#00781_6_10,train
00781_6#00781_6_11,train
00781_6#00781_6_14,train
00781_6#00781_6_15,train
00781_6#00781_6_16,train
00781_6#00781_6_17,train
00781_6#00781_6_18,train
00781_6#00781_6_2,train
00781_6#00781_6_3,train
00781_6#00781_6_4,train
00781_6#00781_6_5,train
00781_6#00781_6_6,train
00781_6#00781_6_7,train
00781_6#00781_6_9,train
00799_8#00799_8_1,train
00799_8#00799_8_10,train
00799_8#00799_8_11,train
00799_8#00799_8_12,train
00799_8#00799_8_13,train
00799_8#00799_8_14,train
00799_8#00799_8_15,train
00799_8#00799_8_16,train
00799_8#00799_8_17,train
00799_8#00799_8_2,train
00799_8#00799_8_3,train
00799_8#00799_8_4,train
00799_8#00799_8_5,train
00799_8#00799_8_6,train
00799_8#00799_8_7,train
00799_8#00799_8_8,train
00799_8#00799_8_9,train
00804_2#00804_2_1,train
00804_2#00804_2_10,train
00804_2#00804_2_2,train
00804_2#00804_2_3,train
00804_2#00804_2_4,train
00804_2#00804_2_5,train
00804_2#00804_2_6,train
00804_2#00804_2_7,train
00804_2#00804_2_8,train
00804_2#00804_2_9,train
00843_2#00843_2_1,train
00843_2#00843_2_2,train
00843_2#00843_2_3,train
00843_2#00843_2_4,train
00969_3#00969_3_1,train
00969_3#00969_3_2,train
00969_3#00969_3_3,train
00969_3#00969_3_4,train
00969_3#00969_3_5,train
00969_3#00969_3_6,train
00969_3#00969_3_7,train
00969_3#00969_3_8,train
01074_2#01074_2_1,train
01074_2#01074_2_2,train
01074_2#01074_2_3,train
01074_2#01074_2_4,train
01074_2#01074_2_5,train
01106_2#01106_2_1,train
01106_2#01106_2_2,train
01106_2#01106_2_3,train
01143_5#01143_5_1,train
01143_5#01143_5_2,train
01143_5#01143_5_3,train
01143_5#01143_5_4,train
01143_5#01143_5_5,train
01143_5#01143_5_6,train
01143_5#01143_5_7,train
01143_5#01143_5_8,train
01143_5#01143_5_9,train
01146_2#01146_2_2,train
01146_2#01146_2_4,train
01146_2#01146_2_5,train
01146_2#01146_2_6,train
01146_2#01146_2_8,train
01146_2#01146_2_9,train
01153_4#01153_4_1,train
01153_4#01153_4_2,train
01153_4#01153_4_3,train
01153_4#01153_4_4,train
01153_4#01153_4_5,train
00081_2#00081_2_1,train
00081_2#00081_2_2,train
00081_2#00081_2_3,train
00168_5#00168_5_1,train
00168_5#00168_5_10,train
00168_5#00168_5_11,train
00168_5#00168_5_12,train
00168_5#00168_5_13,train
00168_5#00168_5_14,train
00168_5#00168_5_15,train
00168_5#00168_5_2,train
00168_5#00168_5_3,train
00168_5#00168_5_4,train
00168_5#00168_5_5,train
00168_5#00168_5_6,train
00168_5#00168_5_7,train
00168_5#00168_5_8,train
00168_5#00168_5_9,train
00211_3#00211_3_12,train
00211_3#00211_3_14,train
00211_3#00211_3_18,train
00211_3#00211_3_19,train
00211_3#00211_3_20,train
00211_3#00211_3_23,train
00211_3#00211_3_25,train
00211_3#00211_3_26,train
00211_3#00211_3_27,train
00211_3#00211_3_28,train
00211_3#00211_3_30,train
00211_3#00211_3_31,train
00211_3#00211_3_4,train
00350_7#00350_7_1,train
00350_7#00350_7_2,train
00350_7#00350_7_4,train
00352_5#00352_5_1,train
00352_5#00352_5_10,train
00352_5#00352_5_14,train
00352_5#00352_5_2,train
00352_5#00352_5_3,train
00352_5#00352_5_7,train
00352_5#00352_5_9,train
00402_5#00402_5_1,train
00402_5#00402_5_2,train
00402_5#00402_5_3,train
00447_18#00447_18_1,train
00447_18#00447_18_2,train
00447_18#00447_18_3,train
00447_18#00447_18_4,train
00447_18#00447_18_5,train
00479_2#00479_2_1,train
00479_2#00479_2_2,train
00479_2#00479_2_3,train
00479_2#00479_2_4,train
00485_2#00485_2_1,train
00485_2#00485_2_10,train
00485_2#00485_2_11,train
00485_2#00485_2_12,train
00485_2#00485_2_13,train
00485_2#00485_2_2,train
00485_2#00485_2_5,train
00485_2#00485_2_6,train
00485_2#00485_2_9,train
00521_1#00521_1_1,train
00521_1#00521_1_2,train
00521_1#00521_1_3,train
00613_3#00613_3_1,train
00613_3#00613_3_2,train
00613_3#00613_3_3,train
00613_3#00613_3_4,train
00613_3#00613_3_5,train
00613_3#00613_3_6,train
00613_3#00613_3_7,train
00613_3#00613_3_8,train
00613_3#00613_3_9,train
00664_5#00664_5_1,train
00664_5#00664_5_2,train
00664_5#00664_5_3,train
00664_5#00664_5_4,train
00689_3#00689_3_1,train
00709_2#00709_2_1,train
00709_2#00709_2_2,train
00709_2#00709_2_3,train
00709_2#00709_2_4,train
00709_2#00709_2_5,train
00709_2#00709_2_6,train
00709_2#00709_2_7,train
00718_2#00718_2_1,train
00718_2#00718_2_2,train
00718_2#00718_2_3,train
00718_2#00718_2_6,train
00743_6#00743_6_1,train
00743_6#00743_6_2,train
00743_6#00743_6_3,train
00743_6#00743_6_4,train
00760_3#00760_3_1,train
00760_3#00760_3_2,train
00760_3#00760_3_3,train
00760_3#00760_3_4,train
00804_3#00804_3_1,train
00804_3#00804_3_2,train
00804_3#00804_3_3,train
00843_2#00843_2_5,train
00843_2#00843_2_6,train
00843_2#00843_2_7,train
00843_2#00843_2_8,train
00843_2#00843_2_9,train
00848_3#00848_3_1,train
00848_3#00848_3_2,train
00848_3#00848_3_3,train
00871_2#00871_2_1,train
00871_2#00871_2_2,train
00871_2#00871_2_3,train
00972_2#00972_2_1,train
00972_2#00972_2_2,train
00972_2#00972_2_3,train
01106_4#01106_4_1,train
01106_4#01106_4_10,train
01106_4#01106_4_2,train
01106_4#01106_4_4,train
01106_4#01106_4_6,train
01106_4#01106_4_7,train
01106_4#01106_4_8,train
01106_4#01106_4_9,train
01179_6#01179_6_1,train
01179_6#01179_6_2,train
01179_6#01179_6_3,train
01179_6#01179_6_4,train
01179_6#01179_6_5,train
01179_6#01179_6_6,train
01179_6#01179_6_7,train
01183_10#01183_10_1,train
01183_10#01183_10_10,train
01183_10#01183_10_11,train
01183_10#01183_10_2,train
01183_10#01183_10_3,train
01183_10#01183_10_4,train
01183_10#01183_10_5,train
01183_10#01183_10_6,train
01183_10#01183_10_7,train
01183_10#01183_10_8,train
01183_10#01183_10_9,train
01266_3#01266_3_1,train
01266_3#01266_3_2,train
01266_3#01266_3_3,train
01266_3#01266_3_4,train
01266_3#01266_3_5,train
01266_3#01266_3_6,train
00062_2#00062_2_1,train
00062_2#00062_2_10,train
00062_2#00062_2_11,train
00062_2#00062_2_12,train
00062_2#00062_2_13,train
00062_2#00062_2_14,train
00062_2#00062_2_2,train
00062_2#00062_2_3,train
00062_2#00062_2_4,train
00062_2#00062_2_5,train
00062_2#00062_2_6,train
00062_2#00062_2_7,train
00062_2#00062_2_9,train
00066_5#00066_5_1,train
00066_5#00066_5_2,train
00066_5#00066_5_3,train
00102_5#00102_5_1,train
00102_5#00102_5_2,train
00102_5#00102_5_3,train
00102_5#00102_5_4,train
00110_4#00110_4_1,train
00110_4#00110_4_10,train
00110_4#00110_4_11,train
00110_5#00110_5_1,train
00110_5#00110_5_2,train
00110_5#00110_5_3,train
00149_5#00149_5_1,train
00149_5#00149_5_2,train
00149_5#00149_5_3,train
00320_4#00320_4_1,train
00320_4#00320_4_2,train
00320_4#00320_4_3,train
00320_4#00320_4_4,train
00320_4#00320_4_5,train
00320_4#00320_4_6,train
00320_4#00320_4_7,train
00320_4#00320_4_8,train
00495_1#00495_1_1,train
00495_1#00495_1_10,train
00495_1#00495_1_11,train
00495_1#00495_1_12,train
00495_1#00495_1_13,train
00495_1#00495_1_14,train
00495_1#00495_1_15,train
00495_1#00495_1_16,train
00495_1#00495_1_17,train
00495_1#00495_1_18,train
00495_1#00495_1_19,train
00495_1#00495_1_2,train
00495_1#00495_1_20,train
00495_1#00495_1_22,train
00495_1#00495_1_3,train
00495_1#00495_1_4,train
00495_1#00495_1_5,train
00495_1#00495_1_6,train
00495_1#00495_1_7,train
00495_1#00495_1_8,train
00495_1#00495_1_9,train
00513_4#00513_4_1,train
00513_4#00513_4_2,train
00513_4#00513_4_3,train
00513_4#00513_4_4,train
00549_6#00549_6_1,train
00549_6#00549_6_10,train
00549_6#00549_6_11,train
00549_6#00549_6_12,train
00549_6#00549_6_2,train
00549_6#00549_6_4,train
00549_6#00549_6_5,train
00549_6#00549_6_6,train
00549_6#00549_6_7,train
00549_6#00549_6_8,train
00549_6#00549_6_9,train
00634_11#00634_11_1,train
00634_11#00634_11_2,train
00634_11#00634_11_3,train
00689_3#00689_3_2,train
00689_3#00689_3_3,train
00755_14#00755_14_1,train
00755_14#00755_14_3,train
00755_14#00755_14_4,train
00755_14#00755_14_5,train
00755_14#00755_14_6,train
00755_14#00755_14_7,train
00755_14#00755_14_8,train
00800_9#00800_9_1,train
00800_9#00800_9_10,train
00800_9#00800_9_11,train
00800_9#00800_9_12,train
00800_9#00800_9_2,train
00800_9#00800_9_3,train
00800_9#00800_9_4,train
00800_9#00800_9_5,train
00800_9#00800_9_6,train
00800_9#00800_9_7,train
00800_9#00800_9_8,train
00800_9#00800_9_9,train
00803_4#00803_4_1,train
00803_4#00803_4_2,train
00803_4#00803_4_3,train
00803_4#00803_4_4,train
00933_1#00933_1_1,train
00933_1#00933_1_2,train
00933_1#00933_1_3,train
00933_1#00933_1_4,train
00933_1#00933_1_5,train
00933_1#00933_1_6,train
00987_6#00987_6_1,train
00987_6#00987_6_2,train
00987_6#00987_6_3,train
00987_6#00987_6_4,train
00987_6#00987_6_5,train
00987_6#00987_6_6,train
00987_6#00987_6_7,train
00987_6#00987_6_8,train
00987_6#00987_6_9,train
01089_6#01089_6_1,train
01089_6#01089_6_2,train
01089_6#01089_6_3,train
01090_5#01090_5_1,train
01090_5#01090_5_2,train
01090_5#01090_5_3,train
01090_5#01090_5_5,train
