pairid,split
01014_10#01014_10_3,train
01014_7#01014_7_1,train
01014_7#01014_7_2,train
01014_7#01014_7_3,train
01014_7#01014_7_4,train
01014_7#01014_7_5,train
01148_2#01148_2_1,train
01148_2#01148_2_2,train
01148_2#01148_2_3,train
01148_2#01148_2_4,train
01182_2#01182_2_1,train
01182_2#01182_2_2,train
01182_2#01182_2_3,train
01182_2#01182_2_4,train
01182_2#01182_2_5,train
01182_2#01182_2_6,train
01194_7#01194_7_1,train
01194_7#01194_7_2,train
01194_7#01194_7_3,train
01220_2#01220_2_1,train
01220_2#01220_2_2,train
01220_2#01220_2_3,train
01220_2#01220_2_4,train
00130_4#00130_4_1,train
00130_4#00130_4_2,train
00130_4#00130_4_3,train
00130_4#00130_4_4,train
00130_4#00130_4_5,train
00130_4#00130_4_6,train
00130_4#00130_4_7,train
00257_2#00257_2_1,train
00257_2#00257_2_10,train
00257_2#00257_2_2,train
00257_2#00257_2_3,train
00257_2#00257_2_4,train
00257_2#00257_2_5,train
00257_2#00257_2_6,train
00257_2#00257_2_7,train
00257_2#00257_2_8,train
00257_2#00257_2_9,train
00354_3#00354_3_1,train
00354_3#00354_3_10,train
00354_3#00354_3_11,train
00354_3#00354_3_12,train
00354_3#00354_3_13,train
00354_3#00354_3_2,train
00354_3#00354_3_3,train
00354_3#00354_3_4,train
00354_3#00354_3_5,train
00354_3#00354_3_6,train
00354_3#00354_3_7,train
00354_3#00354_3_8,train
00354_3#00354_3_9,train
00376_4#00376_4_1,train
00376_4#00376_4_2,train
00376_4#00376_4_3,train
00376_4#00376_4_4,train
00376_4#00376_4_6,train
00376_4#00376_4_7,train
00396_4#00396_4_1,train
00396_4#00396_4_10,train
00396_4#00396_4_11,train
00396_4#00396_4_12,train
00396_4#00396_4_2,train
00396_4#00396_4_3,train
00396_4#00396_4_4,train
00396_4#00396_4_5,train
00396_4#00396_4_6,train
00396_4#00396_4_7,train
00396_4#00396_4_8,train
00396_6#00396_6_1,train
00396_6#00396_6_2,train
00396_6#00396_6_3,train
00396_6#00396_6_4,train
00396_6#00396_6_5,train
00419_3#00419_3_1,train
00419_3#00419_3_2,train
00419_3#00419_3_3,train
00448_8#00448_8_1,train
00448_8#00448_8_2,train
00448_8#00448_8_3,train
00460_1#00460_1_1,train
00460_1#00460_1_10,train
00460_1#00460_1_11,train
00460_1#00460_1_2,train
00460_1#00460_1_3,train
00460_1#00460_1_5,train
00460_1#00460_1_6,train
00460_1#00460_1_7,train
00460_1#00460_1_8,train
00460_1#00460_1_9,train
00481_4#00481_4_1,train
00481_4#00481_4_2,train
00481_4#00481_4_3,train
00677_2#00677_2_1,train
00677_2#00677_2_2,train
00677_2#00677_2_3,train
00677_2#00677_2_4,train
00758_13#00758_13_1,train
00758_13#00758_13_10,train
00758_13#00758_13_2,train
00758_13#00758_13_3,train
00758_13#00758_13_4,train
00758_13#00758_13_5,train
00758_13#00758_13_6,train
00758_13#00758_13_7,train
00758_13#00758_13_8,train
00758_13#00758_13_9,train
00836_4#00836_4_1,train
00836_4#00836_4_2,train
00836_4#00836_4_3,train
00836_4#00836_4_4,train
00836_4#00836_4_5,train
00836_4#00836_4_6,train
00836_4#00836_4_7,train
00926_7#00926_7_1,train
00926_7#00926_7_2,train
00926_7#00926_7_3,train
00926_7#00926_7_4,train
00926_7#00926_7_5,train
00926_7#00926_7_6,train
00926_7#00926_7_7,train
00930_4#00930_4_1,train
00930_4#00930_4_10,train
00930_4#00930_4_11,train
00930_4#00930_4_12,train
00930_4#00930_4_13,train
00930_4#00930_4_14,train
00930_4#00930_4_15,train
00930_4#00930_4_17,train
00930_4#00930_4_18,train
00930_4#00930_4_19,train
00930_4#00930_4_20,train
00930_4#00930_4_21,train
00930_4#00930_4_22,train
00930_4#00930_4_24,train
00930_4#00930_4_25,train
00930_4#00930_4_26,train
00930_4#00930_4_27,train
00930_4#00930_4_3,train
00930_4#00930_4_4,train
00930_4#00930_4_6,train
00930_4#00930_4_8,train
00982_2#00982_2_1,train
00982_2#00982_2_2,train
00982_2#00982_2_3,train
01073_4#01073_4_3,train
01073_4#01073_4_4,train
01073_4#01073_4_5,train
01075_8#01075_8_1,train
01075_8#01075_8_2,train
01075_8#01075_8_3,train
01075_9#01075_9_1,train
01075_9#01075_9_2,train
01075_9#01075_9_3,train
01075_9#01075_9_4,train
01161_7#01161_7_1,train
01161_7#01161_7_3,train
01161_7#01161_7_6,train
00070_6#00070_6_1,train
00070_6#00070_6_2,train
00070_6#00070_6_3,train
00213_2#00213_2_1,train
00213_2#00213_2_10,train
00213_2#00213_2_12,train
00213_2#00213_2_14,train
00213_2#00213_2_2,train
00213_2#00213_2_4,train
00213_2#00213_2_5,train
00213_2#00213_2_7,train
00213_2#00213_2_8,train
00231_3#00231_3_1,train
00231_3#00231_3_2,train
00231_3#00231_3_3,train
00254_2#00254_2_1,train
00254_2#00254_2_10,train
00254_2#00254_2_11,train
00254_2#00254_2_12,train
00254_2#00254_2_13,train
00254_2#00254_2_2,train
00254_2#00254_2_3,train
00254_2#00254_2_4,train
00254_2#00254_2_5,train
00254_2#00254_2_6,train
00254_2#00254_2_7,train
00254_2#00254_2_8,train
00254_2#00254_2_9,train
00272_11#00272_11_1,train
00272_11#00272_11_2,train
00272_11#00272_11_3,train
00272_11#00272_11_4,train
00272_11#00272_11_5,train
00272_11#00272_11_6,train
00272_11#00272_11_7,train
00272_14#00272_14_1,train
00272_14#00272_14_2,train
00272_14#00272_14_3,train
00272_14#00272_14_4,train
00272_14#00272_14_5,train
00272_14#00272_14_6,train
00272_14#00272_14_7,train
00290_1#00290_1_1,train
00290_1#00290_1_2,train
00290_1#00290_1_3,train
00290_1#00290_1_4,train
00290_1#00290_1_5,train
00290_1#00290_1_6,train
00290_1#00290_1_7,train
00290_1#00290_1_8,train
00290_1#00290_1_9,train
00395_3#00395_3_1,train
00395_3#00395_3_2,train
00395_3#00395_3_3,train
00396_5#00396_5_1,train
00396_5#00396_5_2,train
00396_5#00396_5_3,train
00409_4#00409_4_1,train
00409_4#00409_4_2,train
00409_4#00409_4_3,train
00409_4#00409_4_5,train
00409_4#00409_4_6,train
00419_4#00419_4_1,train
00419_4#00419_4_2,train
00419_4#00419_4_3,train
00419_4#00419_4_4,train
00419_4#00419_4_5,train
00419_4#00419_4_6,train
00505_4#00505_4_2,train
00505_4#00505_4_20,train
00505_4#00505_4_4,train
00505_4#00505_4_7,train
00505_4#00505_4_8,train
00537_13#00537_13_1,train
00537_13#00537_13_2,train
00537_13#00537_13_3,train
00537_13#00537_13_4,train
00537_13#00537_13_5,train
00537_13#00537_13_6,train
00537_13#00537_13_7,train
00537_13#00537_13_8,train
00537_6#00537_6_1,train
00537_6#00537_6_2,train
00537_6#00537_6_3,train
00594_1#00594_1_1,train
00594_1#00594_1_10,train
00594_1#00594_1_11,train
00594_1#00594_1_12,train
00594_1#00594_1_13,train
00594_1#00594_1_14,train
00594_1#00594_1_15,train
00594_1#00594_1_2,train
00594_1#00594_1_3,train
00594_1#00594_1_4,train
00594_1#00594_1_5,train
00594_1#00594_1_6,train
00594_1#00594_1_7,train
00594_1#00594_1_8,train
00594_1#00594_1_9,train
00696_7#00696_7_1,train
00696_7#00696_7_2,train
00696_7#00696_7_3,train
00837_3#00837_3_1,train
00837_3#00837_3_2,train
00837_3#00837_3_3,train
00837_3#00837_3_4,train
00837_3#00837_3_5,train
00837_3#00837_3_6,train
00841_1#00841_1_1,train
00841_1#00841_1_2,train
00841_1#00841_1_4,train
00841_1#00841_1_5,train
00975_4#00975_4_1,train
00975_4#00975_4_3,train
00975_4#00975_4_4,train
00975_4#00975_4_5,train
01195_4#01195_4_1,train
01195_4#01195_4_2,train
01195_4#01195_4_3,train
01195_4#01195_4_4,train
00016_10#00016_10_1,train
00016_10#00016_10_2,train
00016_10#00016_10_3,train
00074_1#00074_1_2,train
00074_1#00074_1_3,train
00074_1#00074_1_4,train
00074_1#00074_1_6,train
00074_1#00074_1_7,train
00074_1#00074_1_8,train
00074_1#00074_1_9,train
00138_6#00138_6_1,train
00138_6#00138_6_10,train
00138_6#00138_6_11,train
00138_6#00138_6_12,train
00138_6#00138_6_13,train
00138_6#00138_6_14,train
00138_6#00138_6_15,train
00138_6#00138_6_16,train
00138_6#00138_6_2,train
00138_6#00138_6_3,train
00138_6#00138_6_4,train
00138_6#00138_6_5,train
00138_6#00138_6_6,train
00138_6#00138_6_7,train
00138_6#00138_6_8,train
00138_6#00138_6_9,train
00281_9#00281_9_1,train
00281_9#00281_9_3,train
00281_9#00281_9_5,train
00281_9#00281_9_6,train
00324_5#00324_5_1,train
00324_5#00324_5_2,train
00324_5#00324_5_3,train
00324_5#00324_5_4,train
00324_5#00324_5_5,train
00324_5#00324_5_6,train
00324_5#00324_5_7,train
00324_5#00324_5_8,train
00324_5#00324_5_9,train
00324_8#00324_8_1,train
00324_8#00324_8_2,train
00324_8#00324_8_3,train
00418_4#00418_4_1,train
00418_4#00418_4_2,train
00418_4#00418_4_3,train
00460_15#00460_15_1,train
00460_15#00460_15_10,train
00460_15#00460_15_11,train
00460_15#00460_15_12,train
00460_15#00460_15_13,train
00460_15#00460_15_14,train
00460_15#00460_15_16,train
00460_15#00460_15_3,train
00460_15#00460_15_4,train
00460_15#00460_15_5,train
00460_15#00460_15_6,train
00460_15#00460_15_7,train
00460_15#00460_15_9,train
00492_2#00492_2_1,train
00492_2#00492_2_2,train
00492_2#00492_2_3,train
00492_2#00492_2_4,train
00492_2#00492_2_5,train
00492_2#00492_2_6,train
00492_2#00492_2_7,train
00492_2#00492_2_8,train
00492_2#00492_2_9,train
00570_5#00570_5_1,train
00570_5#00570_5_10,train
00570_5#00570_5_11,train
00570_5#00570_5_12,train
00570_5#00570_5_13,train
00570_5#00570_5_14,train
00570_5#00570_5_2,train
00570_5#00570_5_3,train
00570_5#00570_5_4,train
00570_5#00570_5_5,train
00570_5#00570_5_6,train
00570_5#00570_5_7,train
00570_5#00570_5_8,train
00570_5#00570_5_9,train
00593_2#00593_2_1,train
00593_2#00593_2_2,train
00593_2#00593_2_3,train
00645_9#00645_9_1,train
00645_9#00645_9_2,train
00645_9#00645_9_3,train
00669_2#00669_2_1,train
00669_2#00669_2_2,train
00669_2#00669_2_3,train
00669_2#00669_2_4,train
00930_9#00930_9_1,train
00930_9#00930_9_12,train
00930_9#00930_9_13,train
00930_9#00930_9_14,train
00930_9#00930_9_15,train
00930_9#00930_9_16,train
00930_9#00930_9_17,train
00930_9#00930_9_3,train
00930_9#00930_9_4,train
00930_9#00930_9_5,train
00930_9#00930_9_6,train
00930_9#00930_9_7,train
00930_9#00930_9_8,train
00930_9#00930_9_9,train
01132_3#01132_3_1,train
01132_3#01132_3_3,train
01132_3#01132_3_4,train
01132_3#01132_3_5,train
01132_3#01132_3_6,train
01132_3#01132_3_7,train
01194_5#01194_5_1,train
01194_5#01194_5_2,train
01194_5#01194_5_3,train
01194_5#01194_5_4,train
01194_5#01194_5_5,train
01194_5#01194_5_6,train
01194_5#01194_5_7,train
00087_10#00087_10_1,train
00087_10#00087_10_10,train
00087_10#00087_10_11,train
00087_10#00087_10_12,train
00087_10#00087_10_2,train
00087_10#00087_10_3,train
00087_10#00087_10_4,train
00087_10#00087_10_5,train
00087_10#00087_10_6,train
00087_10#00087_10_7,train
00087_10#00087_10_8,train
00087_10#00087_10_9,train
00087_6#00087_6_1,train
00087_6#00087_6_2,train
00087_6#00087_6_3,train
00087_6#00087_6_4,train
00087_6#00087_6_5,train
00087_6#00087_6_6,train
00087_6#00087_6_7,train
00087_6#00087_6_8,train
00120_4#00120_4_3,train
00120_4#00120_4_4,train
00120_4#00120_4_5,train
00275_4#00275_4_1,train
00275_4#00275_4_2,train
00275_4#00275_4_3,train
00290_2#00290_2_1,train
00290_2#00290_2_2,train
00290_2#00290_2_3,train
00354_5#00354_5_1,train
00354_5#00354_5_2,train
00354_5#00354_5_3,train
00354_5#00354_5_4,train
00397_5#00397_5_1,train
00397_5#00397_5_2,train
00397_5#00397_5_3,train
00455_2#00455_2_1,train
00455_2#00455_2_2,train
00455_2#00455_2_3,train
00455_2#00455_2_5,train
00510_2#00510_2_1,train
00510_2#00510_2_2,train
00510_2#00510_2_3,train
00548_3#00548_3_1,train
00548_3#00548_3_10,train
00548_3#00548_3_11,train
00548_3#00548_3_12,train
00548_3#00548_3_13,train
00548_3#00548_3_14,train
00548_3#00548_3_15,train
00548_3#00548_3_16,train
00548_3#00548_3_3,train
00548_3#00548_3_4,train
00548_3#00548_3_6,train
00548_3#00548_3_7,train
00548_3#00548_3_8,train
00548_3#00548_3_9,train
00596_9#00596_9_1,train
00596_9#00596_9_2,train
00596_9#00596_9_3,train
00596_9#00596_9_4,train
00596_9#00596_9_5,train
00603_8#00603_8_1,train
00603_8#00603_8_2,train
00603_8#00603_8_3,train
00603_8#00603_8_4,train
00616_1#00616_1_2,train
00616_1#00616_1_3,train
00616_1#00616_1_4,train
00616_1#00616_1_6,train
00616_1#00616_1_7,train
00648_11#00648_11_1,train
00648_11#00648_11_2,train
00648_11#00648_11_3,train
00648_11#00648_11_4,train
00648_11#00648_11_5,train
00648_11#00648_11_6,train
00696_2#00696_2_1,train
00696_2#00696_2_2,train
00696_2#00696_2_3,train
00696_2#00696_2_4,train
00696_2#00696_2_5,train
00696_2#00696_2_6,train
00696_2#00696_2_7,train
00788_4#00788_4_1,train
00788_4#00788_4_2,train
00788_4#00788_4_3,train
00788_4#00788_4_4,train
00975_9#00975_9_1,train
00975_9#00975_9_2,train
00975_9#00975_9_3,train
00990_2#00990_2_1,train
00990_2#00990_2_10,train
00990_2#00990_2_11,train
00990_2#00990_2_12,train
00990_2#00990_2_13,train
00990_2#00990_2_14,train
00990_2#00990_2_15,train
00990_2#00990_2_16,train
00990_2#00990_2_17,train
00990_2#00990_2_18,train
00990_2#00990_2_19,train
00990_2#00990_2_2,train
00990_2#00990_2_20,train
00990_2#00990_2_3,train
00990_2#00990_2_4,train
00990_2#00990_2_5,train
00990_2#00990_2_6,train
00990_2#00990_2_7,train
00990_2#00990_2_8,train
00990_2#00990_2_9,train
01012_6#01012_6_1,train
01012_6#01012_6_2,train
01012_6#01012_6_3,train
01012_6#01012_6_4,train
01012_6#01012_6_5,train
01012_6#01012_6_6,train
01012_6#01012_6_7,train
01012_6#01012_6_8,train
01012_6#01012_6_9,train
01014_1#01014_1_1,train
01014_1#01014_1_2,train
01014_1#01014_1_3,train
01014_1#01014_1_4,train
01014_1#01014_1_5,train
01014_1#01014_1_6,train
01014_1#01014_1_7,train
01014_1#01014_1_8,train
01014_1#01014_1_9,train
01112_2#01112_2_1,train
01112_2#01112_2_2,train
01112_2#01112_2_3,train
01151_8#01151_8_1,train
01151_8#01151_8_2,train
01151_8#01151_8_3,train
01151_8#01151_8_4,train
01151_8#01151_8_5,train
01151_8#01151_8_6,train
01151_8#01151_8_7,train
01169_2#01169_2_1,train
01169_2#01169_2_2,train
01169_2#01169_2_3,train
01169_2#01169_2_4,train
01169_2#01169_2_5,train
01169_2#01169_2_6,train
00016_11#00016_11_1,train
00016_11#00016_11_2,train
00016_11#00016_11_3,train
00016_11#00016_11_4,train
00016_11#00016_11_5,train
00016_11#00016_11_6,train
00016_11#00016_11_7,train
00016_11#00016_11_8,train
00071_10#00071_10_1,train
00071_10#00071_10_2,train
00071_10#00071_10_3,train
00175_8#00175_8_1,train
00175_8#00175_8_2,train
00175_8#00175_8_3,train
00230_1#00230_1_1,train
00230_1#00230_1_10,train
00230_1#00230_1_2,train
00230_1#00230_1_3,train
00230_1#00230_1_4,train
00230_1#00230_1_5,train
00230_1#00230_1_6,train
00230_1#00230_1_7,train
00230_1#00230_1_8,train
00230_1#00230_1_9,train
00247_3#00247_3_1,train
00247_3#00247_3_10,train
00247_3#00247_3_13,train
00247_3#00247_3_14,train
00247_3#00247_3_19,train
00247_3#00247_3_2,train
00247_3#00247_3_20,train
00247_3#00247_3_21,train
00247_3#00247_3_22,train
00247_3#00247_3_3,train
00247_3#00247_3_8,train
00247_3#00247_3_9,train
00258_3#00258_3_1,train
00258_3#00258_3_2,train
00258_3#00258_3_3,train
00258_3#00258_3_4,train
00258_3#00258_3_5,train
00258_3#00258_3_6,train
00258_3#00258_3_7,train
00258_3#00258_3_8,train
00258_3#00258_3_9,train
00423_4#00423_4_1,train
00423_4#00423_4_2,train
00423_4#00423_4_3,train
00423_4#00423_4_4,train
00446_5#00446_5_1,train
00446_5#00446_5_2,train
00446_5#00446_5_3,train
00446_5#00446_5_4,train
00446_5#00446_5_5,train
00446_5#00446_5_6,train
00446_5#00446_5_7,train
00494_10#00494_10_1,train
00494_10#00494_10_2,train
00494_10#00494_10_3,train
00494_10#00494_10_4,train
00494_10#00494_10_5,train
00563_1#00563_1_1,train
00563_1#00563_1_2,train
00563_1#00563_1_3,train
00563_1#00563_1_4,train
00632_7#00632_7_1,train
00632_7#00632_7_2,train
00632_7#00632_7_3,train
00632_7#00632_7_4,train
00632_7#00632_7_5,train
00632_7#00632_7_6,train
00632_7#00632_7_7,train
00632_7#00632_7_8,train
00654_7#00654_7_1,train
00654_7#00654_7_2,train
00654_7#00654_7_3,train
00654_7#00654_7_4,train
00654_7#00654_7_5,train
00654_7#00654_7_6,train
00654_7#00654_7_7,train
00695_4#00695_4_1,train
00695_4#00695_4_2,train
00695_4#00695_4_3,train
00695_4#00695_4_4,train
00695_4#00695_4_5,train
00827_3#00827_3_1,train
00827_3#00827_3_2,train
00827_3#00827_3_3,train
00827_3#00827_3_4,train
00827_3#00827_3_5,train
00827_3#00827_3_6,train
01087_6#01087_6_1,train
01087_6#01087_6_2,train
01087_6#01087_6_3,train
01087_6#01087_6_4,train
01087_6#01087_6_5,train
01087_6#01087_6_6,train
01087_6#01087_6_7,train
01087_6#01087_6_8,train
01087_6#01087_6_9,train
01161_6#01161_6_1,train
01161_6#01161_6_12,train
01161_6#01161_6_13,train
01161_6#01161_6_9,train
01178_1#01178_1_1,train
01178_1#01178_1_2,train
01178_1#01178_1_3,train
01178_1#01178_1_4,train
01194_2#01194_2_1,train
01194_2#01194_2_2,train
01194_2#01194_2_3,train
01194_2#01194_2_4,train
01194_2#01194_2_5,train
01194_2#01194_2_6,train
01194_2#01194_2_7,train
01238_4#01238_4_1,train
01238_4#01238_4_2,train
01238_4#01238_4_3,train
01238_4#01238_4_4,train
01238_4#01238_4_5,train
01250_2#01250_2_1,train
01250_2#01250_2_2,train
01250_2#01250_2_3,train
01250_2#01250_2_4,train
01250_2#01250_2_5,train
00115_5#00115_5_1,train
00115_5#00115_5_2,train
00115_5#00115_5_3,train
00138_7#00138_7_1,train
00138_7#00138_7_2,train
00138_7#00138_7_3,train
00138_7#00138_7_4,train
00147_2#00147_2_1,train
00147_2#00147_2_2,train
00147_2#00147_2_3,train
00147_2#00147_2_4,train
00147_2#00147_2_5,train
00147_2#00147_2_6,train
00147_2#00147_2_7,train
00147_2#00147_2_8,train
00196_13#00196_13_1,train
00196_13#00196_13_2,train
00196_13#00196_13_3,train
00196_13#00196_13_4,train
00196_13#00196_13_5,train
00196_2#00196_2_1,train
00196_2#00196_2_10,train
00196_2#00196_2_11,train
00196_2#00196_2_12,train
00196_2#00196_2_13,train
00196_2#00196_2_2,train
00196_2#00196_2_3,train
00196_2#00196_2_4,train
00196_2#00196_2_5,train
00196_2#00196_2_6,train
00196_2#00196_2_7,train
00196_2#00196_2_8,train
00196_2#00196_2_9,train
00224_2#00224_2_1,train
00224_2#00224_2_2,train
00224_2#00224_2_3,train
00224_2#00224_2_4,train
00224_2#00224_2_5,train
00224_2#00224_2_6,train
00224_2#00224_2_7,train
00224_2#00224_2_8,train
00224_2#00224_2_9,train
00397_1#00397_1_1,train
00397_1#00397_1_2,train
00397_1#00397_1_3,train
00397_1#00397_1_4,train
00397_1#00397_1_5,train
00397_1#00397_1_6,train
00397_1#00397_1_7,train
00461_1#00461_1_1,train
00461_1#00461_1_2,train
00461_1#00461_1_3,train
00519_6#00519_6_1,train
00519_6#00519_6_2,train
00519_6#00519_6_3,train
00519_6#00519_6_4,train
00519_6#00519_6_5,train
00586_6#00586_6_1,train
00586_6#00586_6_2,train
00586_6#00586_6_3,train
00586_6#00586_6_4,train
00586_6#00586_6_5,train
00586_6#00586_6_6,train
00586_6#00586_6_7,train
00607_14#00607_14_1,train
00607_14#00607_14_2,train
00607_14#00607_14_3,train
00607_14#00607_14_4,train
00607_14#00607_14_5,train
00607_14#00607_14_6,train
00607_14#00607_14_7,train
00695_4#00695_4_6,train
00695_4#00695_4_7,train
00695_4#00695_4_8,train
00695_4#00695_4_9,train
00791_1#00791_1_1,train
00791_1#00791_1_10,train
00791_1#00791_1_2,train
00791_1#00791_1_3,train
00791_1#00791_1_4,train
00791_1#00791_1_5,train
00791_1#00791_1_6,train
00791_1#00791_1_7,train
00791_1#00791_1_8,train
00791_1#00791_1_9,train
00990_1#00990_1_1,train
00990_1#00990_1_2,train
00990_1#00990_1_3,train
00990_1#00990_1_4,train
00990_1#00990_1_5,train
00990_1#00990_1_6,train
00990_1#00990_1_7,train
01012_5#01012_5_1,train
01012_5#01012_5_10,train
01012_5#01012_5_11,train
01012_5#01012_5_12,train
01012_5#01012_5_13,train
01012_5#01012_5_14,train
01012_5#01012_5_15,train
01012_5#01012_5_2,train
01012_5#01012_5_3,train
01012_5#01012_5_4,train
01012_5#01012_5_5,train
01012_5#01012_5_6,train
01012_5#01012_5_7,train
01012_5#01012_5_8,train
01012_5#01012_5_9,train
01014_5#01014_5_1,train
01014_5#01014_5_2,train
01014_5#01014_5_3,train
01045_2#01045_2_1,train
01045_2#01045_2_2,train
01045_2#01045_2_3,train
01151_10#01151_10_1,train
01151_10#01151_10_10,train
01151_10#01151_10_11,train
01151_10#01151_10_2,train
01151_10#01151_10_3,train
01151_10#01151_10_4,train
01151_10#01151_10_5,train
01151_10#01151_10_6,train
01151_10#01151_10_7,train
01151_10#01151_10_8,train
01151_10#01151_10_9,train
01238_2#01238_2_1,train
01238_2#01238_2_2,train
01238_2#01238_2_3,train
01238_2#01238_2_4,train
00113_2#00113_2_1,train
00113_2#00113_2_2,train
00113_2#00113_2_3,train
00113_2#00113_2_4,train
00113_2#00113_2_5,train
00113_2#00113_2_6,train
00113_2#00113_2_7,train
00138_1#00138_1_1,train
00138_1#00138_1_10,train
00138_1#00138_1_11,train
00138_1#00138_1_12,train
00138_1#00138_1_13,train
00138_1#00138_1_14,train
00138_1#00138_1_2,train
00138_1#00138_1_3,train
00138_1#00138_1_4,train
00138_1#00138_1_5,train
00138_1#00138_1_6,train
00138_1#00138_1_7,train
00138_1#00138_1_8,train
00138_1#00138_1_9,train
00178_1#00178_1_1,train
00178_1#00178_1_2,train
00178_1#00178_1_3,train
00178_1#00178_1_4,train
00178_1#00178_1_5,train
00178_1#00178_1_6,train
00178_1#00178_1_7,train
00423_15#00423_15_1,train
00423_15#00423_15_2,train
00423_15#00423_15_4,train
00460_11#00460_11_1,train
00460_11#00460_11_10,train
00460_11#00460_11_11,train
00460_11#00460_11_13,train
00460_11#00460_11_14,train
00460_11#00460_11_15,train
00460_11#00460_11_16,train
00460_11#00460_11_17,train
00460_11#00460_11_18,train
00460_11#00460_11_19,train
00460_11#00460_11_2,train
00460_11#00460_11_3,train
00460_11#00460_11_4,train
00460_11#00460_11_5,train
00460_11#00460_11_7,train
00460_11#00460_11_9,train
00460_14#00460_14_1,train
00460_14#00460_14_10,train
00460_14#00460_14_11,train
00460_14#00460_14_12,train
00460_14#00460_14_13,train
00460_14#00460_14_15,train
00460_14#00460_14_16,train
00460_14#00460_14_18,train
00460_14#00460_14_19,train
00460_14#00460_14_2,train
00460_14#00460_14_20,train
00460_14#00460_14_22,train
00460_14#00460_14_23,train
00460_14#00460_14_24,train
00460_14#00460_14_25,train
00460_14#00460_14_26,train
00460_14#00460_14_27,train
00460_14#00460_14_28,train
00460_14#00460_14_3,train
00460_14#00460_14_30,train
00460_14#00460_14_31,train
00460_14#00460_14_32,train
00460_14#00460_14_33,train
00460_14#00460_14_34,train
00460_14#00460_14_35,train
00460_14#00460_14_36,train
00460_14#00460_14_38,train
00460_14#00460_14_39,train
00460_14#00460_14_4,train
00460_14#00460_14_40,train
00460_14#00460_14_41,train
00460_14#00460_14_42,train
00460_14#00460_14_43,train
00460_14#00460_14_44,train
00460_14#00460_14_45,train
00460_14#00460_14_46,train
00460_14#00460_14_47,train
00460_14#00460_14_5,train
00460_14#00460_14_6,train
00460_14#00460_14_7,train
00460_14#00460_14_8,train
00460_14#00460_14_9,train
00460_6#00460_6_1,train
00460_6#00460_6_3,train
00460_6#00460_6_4,train
00460_6#00460_6_5,train
00460_6#00460_6_6,train
00494_8#00494_8_1,train
00494_8#00494_8_2,train
00494_8#00494_8_3,train
00494_8#00494_8_4,train
00494_8#00494_8_5,train
00494_8#00494_8_6,train
00554_3#00554_3_1,train
00554_3#00554_3_2,train
00554_3#00554_3_3,train
00554_3#00554_3_4,train
00554_3#00554_3_5,train
00593_3#00593_3_1,train
00593_3#00593_3_2,train
00593_3#00593_3_4,train
00618_10#00618_10_1,train
00618_10#00618_10_2,train
00618_10#00618_10_3,train
00618_10#00618_10_4,train
00618_10#00618_10_5,train
00669_8#00669_8_1,train
00669_8#00669_8_2,train
00669_8#00669_8_3,train
00669_8#00669_8_4,train
00669_8#00669_8_5,train
00758_3#00758_3_1,train
00758_3#00758_3_2,train
00758_3#00758_3_3,train
00758_3#00758_3_4,train
00975_1#00975_1_1,train
00975_1#00975_1_2,train
00975_1#00975_1_3,train
01127_2#01127_2_1,train
01127_2#01127_2_2,train
01127_2#01127_2_3,train
01127_2#01127_2_4,train
01127_2#01127_2_5,train
01127_2#01127_2_6,train
01211_3#01211_3_1,train
01211_3#01211_3_10,train
01211_3#01211_3_13,train
01211_3#01211_3_15,train
01211_3#01211_3_16,train
01211_3#01211_3_18,train
01211_3#01211_3_19,train
01211_3#01211_3_2,train
01211_3#01211_3_20,train
01211_3#01211_3_21,train
01211_3#01211_3_3,train
01211_3#01211_3_5,train
01211_3#01211_3_6,train
01211_3#01211_3_8,train
01211_3#01211_3_9,train
01260_1#01260_1_1,train
01260_1#01260_1_2,train
01260_1#01260_1_3,train
01260_1#01260_1_4,train
01260_1#01260_1_5,train
00070_2#00070_2_1,train
00070_2#00070_2_10,train
00070_2#00070_2_11,train
00070_2#00070_2_12,train
00070_2#00070_2_13,train
00070_2#00070_2_14,train
00070_2#00070_2_2,train
00070_2#00070_2_3,train
00070_2#00070_2_4,train
00070_2#00070_2_5,train
00070_2#00070_2_6,train
00070_2#00070_2_7,train
00070_2#00070_2_8,train
00070_2#00070_2_9,train
00074_2#00074_2_1,train
00074_2#00074_2_10,train
00074_2#00074_2_11,train
00074_2#00074_2_12,train
00074_2#00074_2_5,train
00074_2#00074_2_6,train
00074_2#00074_2_9,train
00213_5#00213_5_1,train
00213_5#00213_5_12,train
00213_5#00213_5_3,train
00213_5#00213_5_4,train
00213_5#00213_5_5,train
00213_5#00213_5_8,train
00230_10#00230_10_1,train
00230_10#00230_10_2,train
00230_10#00230_10_3,train
00230_10#00230_10_4,train
00247_10#00247_10_1,train
00247_10#00247_10_10,train
00247_10#00247_10_12,train
00247_10#00247_10_13,train
00247_10#00247_10_14,train
00247_10#00247_10_3,train
00247_10#00247_10_4,train
00247_10#00247_10_5,train
00247_10#00247_10_6,train
00247_10#00247_10_7,train
00247_10#00247_10_8,train
00247_10#00247_10_9,train
00257_14#00257_14_2,train
00257_14#00257_14_4,train
00257_14#00257_14_6,train
00290_10#00290_10_1,train
00290_10#00290_10_2,train
00290_10#00290_10_3,train
00290_10#00290_10_4,train
00454_3#00454_3_1,train
00454_3#00454_3_2,train
00454_3#00454_3_5,train
