pairid,argid,propid_to,propid_from,text_to,text_from,relation,abduct_3_cause,abduct_3_obstruct
01247_9#01247_9_7,01247,01247_9,01247_9_7,People serving prison sentences should be permitted to vote in elections.,"Felons have bad judgement, should not help elect reps",-1,7.167456351453438e-05,0.0002607839705888182
01247_9#01247_9_8,01247,01247_9,01247_9_8,People serving prison sentences should be permitted to vote in elections.,Unhelpful to ban voting by prisoners serving for 6 months,1,0.00013111750013194978,0.00013950851280242205
00201_4#00201_4_1,00201,00201_4,00201_4_1,Everyone should have to carry a national identity card.,The cost of introducing and administering an identity card system can be very high.,-1,0.0003621945797931403,2.6940002499031834e-05
00322_16#00322_16_1,00322,00322_16,00322_16_1,The American War on Drugs is succeeding and it should not be abandoned.,Drug War enables governments to crack-down on cartels,1,0.00016275815141852945,5.313332439982332e-05
00322_16#00322_16_3,00322,00322_16,00322_16_3,The American War on Drugs is succeeding and it should not be abandoned.,"War on Drugs destroys local suppliers, gives cartels monopoly",-1,0.00014555937377735972,4.120431549381465e-05
00764_3#00764_3_4,00764,00764_3,00764_3_4,Public schools should teach creationism alongside evolution in science classes.,Evolution is unobserved; it is an unproven theory,1,0.00037633758620359004,4.105835978407413e-05
00927_4#00927_4_4,00927,00927_4,00927_4_4,EU federalization is a good idea. The EU should become the United States of Europe.,A unified European market has trade benefits,1,0.0004220304253976792,1.202299063152168e-05
01100_11#01100_11_4,01100,01100_11,01100_11_4,Illegal immigrants in the United States should be allowed to obtain drivers licenses.,Issuing drivers licenses to illegal immigrants would help gather important information,1,0.03547654300928116,4.0349365008296445e-05
01122_8#01122_8_3,01122,01122_8,01122_8_3,In some cases juveniles should be tried as adults.,Adult trials expose juveniles to hardened criminals even if they had not committed anything.,-1,7.622382690897211e-05,2.5065213776542805e-05
01179_12#01179_12_6,01179,01179_12,01179_12_6,Abortions of any kind should be permitted.,Rape is an arbitrary exception; abortion must be available in all pregnancies.,1,0.00022794964024797082,5.6909477279987186e-05
01271_8#01271_8_3,01271,01271_8,01271_8_3,Nasa should return humans to the Moon rather than going to Mars.,A Moon landing will be a catalyst for a Mars landing.,1,0.06481532752513885,0.0018612268613651395
00046_14#00046_14_2,00046,00046_14,00046_14_2,ICC is good. The US and other countries should join the ICC.,ICC will not have retroactive jurisdiction over past war crimes,1,0.0016454982105642557,8.035836071940139e-05
00046_14#00046_14_3,00046,00046_14,00046_14_3,ICC is good. The US and other countries should join the ICC.,ICC brings order to a past of ad hoc tribunals,1,8.825588156469166e-05,2.9435197575367056e-05
00067_9#00067_9_3,00067,00067_9,00067_9_3,The European Union and the IMF should bail out Greece.,Greece bailout is moral hazard; encourages fiscal irresponsibility,-1,7.205754081951454e-05,1.254776998393936e-05
00088_2#00088_2_4,00088,00088_2,00088_2_4,The legal age for drinking alcohol should be lowered.,Most twenty-somethings do want to drink with 15 year-olds.,-1,4.401957630761899e-05,4.466006430448033e-05
00280_2#00280_2_6,00280,00280_2,00280_2_6,Men found guilty of sex crimes should be chemically castrated.,Not castrating sex offenders is barbaric to victims.,1,0.03283959999680519,0.0006572088459506631
00495_4#00495_4_4,00495,00495_4,00495_4_4,Child beauty pageants are tolerable and should not be banned.,Child beauty contests encourage girls to grow-up too fast,-1,0.00023840686480980366,7.055907917674631e-05
00521_7#00521_7_1,00521,00521_7,00521_7_1,Corn ethanol should be emphasized in the fight against global warming.,"Corn ethanol incentivizes deforestation, contributing to global warming",-1,0.0006040393491275609,0.0001068874989869073
00572_1#00572_1_2,00572,00572_1,00572_1_2,The US-Indian nuclear deal was justified. It should move forward.,Deal will help India modernize its nuclear energy plants.,1,0.0001874887093435973,0.00010159499652218074
00572_1#00572_1_3,00572,00572_1,00572_1_3,The US-Indian nuclear deal was justified. It should move forward.,Nuclear energy will cleanly meet Indias growing energy demands,1,0.00044023236841894686,5.338422488421202e-05
00764_1#00764_1_1,00764,00764_1,00764_1_1,Public schools should teach creationism alongside evolution in science classes.,The idea that creationists reject mutation or natural selection is ridiculous.,1,0.0003835358074866235,1.651183447393123e-05
00764_1#00764_1_2,00764,00764_1,00764_1_2,Public schools should teach creationism alongside evolution in science classes.,Teaching darwinism is comparable to teachingflying spaghetti monsterism.,1,0.0018088275101035833,2.4361068426514976e-05
00764_1#00764_1_4,00764,00764_1,00764_1_4,Public schools should teach creationism alongside evolution in science classes.,Teaching the creationism-evolution controversy is important to student learning.,1,0.030779842287302017,4.634889410226606e-05
01146_6#01146_6_11,01146,01146_6,01146_6_11,Military action should be taken against nuclear Iran.,The consequences of nuclear Iran are worse than those of a preemptive strike.,-1,0.00047181930858641863,2.2885544240125455e-05
01146_6#01146_6_7,01146,01146_6,01146_6_7,Military action should be taken against nuclear Iran.,An attack would cause greater anti-Americanism and ignite a regional war:,1,0.0013153210747987032,0.0007072033477015793
00042_15#00042_15_5,00042,00042_15,00042_15_5,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.","The invasion of Iraq was illegal, making a withdrawal necessary",1,7.149640441639349e-05,0.000105167695437558
00067_8#00067_8_5,00067,00067_8,00067_8_5,The European Union and the IMF should bail out Greece.,U.S. does not have adequate funds to bailout Greece,-1,0.00019398015865590423,4.567868745652959e-05
00125_6#00125_6_2,00125,00125_6,00125_6_2,Tidal energy should be a major part of plans to fight global warming.,Tidal energy burns no fossil fuels and releases no emissions.,1,0.0025017152074724436,0.00014702352927997708
00437_3#00437_3_2,00437,00437_3,00437_3_2,Upper oceanic heat transport should be utilized.,This technology does not reduce how much radiation (heat) is absorbed in the atmosphere.,-1,0.005438568070530891,0.013684782199561596
00517_11#00517_11_7,00517,00517_11,00517_11_7,Assisted suicide should be legalized.,"Euthanasia doctors don""t ""kill"", they help individuals die who want to",1,9.894150571199134e-05,0.0006170590058900416
00517_12#00517_12_7,00517,00517_12,00517_12_7,Assisted suicide should be legalized.,"Third party euthanasia regulators can ensure against abuse (family, doctor...)",1,0.00024530658265575767,2.852274883480277e-05
00899_11#00899_11_5,00899,00899_11,00899_11_5,"Govts should mandate that people buy private health insurance, or face penalties.",The struggling can be exempted from insurance mandate.,1,0.00016581828822381794,3.586735692806542e-05
00942_8#00942_8_2,00942,00942_8,00942_8_2,Geothermal energy should be a major part of plans to combat global warming.,"Geothermal energy is simple, proven, and reliable",1,0.00020789355039596558,1.2596297892741859e-05
00942_8#00942_8_6,00942,00942_8,00942_8_6,Geothermal energy should be a major part of plans to combat global warming.,Geothermal power plants work continuously day and night.,1,0.006784966681152582,8.698200690560043e-05
00942_8#00942_8_7,00942,00942_8,00942_8_7,Geothermal energy should be a major part of plans to combat global warming.,Geothermal energy is unaffected by changing weather conditions.,1,0.002339085564017296,0.0005418701330199838
01039_3#01039_3_4,01039,01039_3,01039_3_4,"Handguns should be banned in Washington, DC.",Previous Supreme Court decisions ruled that the Second Amendment does not apply to personal guns,1,4.508445636020042e-05,1.1765504495997448e-05
00040_2#00040_2_3,00040,00040_2,00040_2_3,Muslim burqa and niqab should be banned.,Burqa ban worsens anti-Muslim sentiments and social divisions,-1,0.18786963820457458,0.15114101767539978
00040_2#00040_2_6,00040,00040_2,00040_2_6,Muslim burqa and niqab should be banned.,"Burqa ban is not based on racism, but sound arguments",1,0.00012614484876394272,3.0117156711639836e-05
00040_8#00040_8_11,00040,00040_8,00040_8_11,Muslim burqa and niqab should be banned.,"Free societies don""t require integration; burqa is fine",-1,6.648062117164955e-05,5.382434756029397e-05
00204_2#00204_2_3,00204,00204_2,00204_2_3,The sale of human organs should be legal.,Individuals and families should be trusted to act rationally in the sale of organs.,1,0.007318749558180571,3.627446494647302e-05
00211_1#00211_1_14,00211,00211_1,00211_1_14,The US federal government should increase the minimum wage.,View that employers can fairly easily absorb the costs of a minimum wage increase:,1,6.579614273505285e-05,3.648615529527888e-05
00584_5#00584_5_1,00584,00584_5,00584_5_1,Mandating calorie counts on restaurant menus is good public policy.,Restaurants can cheaply calculate calories with new software,1,0.00010897760512307286,0.0009265486150979996
00584_5#00584_5_11,00584,00584_5,00584_5_11,Mandating calorie counts on restaurant menus is good public policy.,Calories on menus help reduce health care costs,1,0.000541489222086966,0.0004002514178864658
00584_5#00584_5_7,00584,00584_5,00584_5_7,Mandating calorie counts on restaurant menus is good public policy.,Calorie counts over-crowd valuable menu space,-1,0.0001115079503506422,0.00011637975694611669
00889_20#00889_20_1,00889,00889_20,00889_20_1,Tibet should seek and gain independence.,A history of close-ties and military assistance does not equate to Chinese sovereignty.,1,4.738941788673401e-05,3.0949457141105086e-05
00889_20#00889_20_9,00889,00889_20,00889_20_9,Tibet should seek and gain independence.,Chinas historical claim to Tibet is delegitimized by its historically forceful means.,1,0.0002176874113501981,0.00010363346518715844
01168_1#01168_1_4,01168,01168_1,01168_1_4,All public transport should be free and paid for by the state.,Many people dislike public transport and still would not use it.,-1,0.0002165451878681779,0.0012573263375088573
00197_5#00197_5_5,00197,00197_5,00197_5_5,Australia should become a republic rather than continue as a constitutional monarchy.,"The monarchy inspires justice, honor, and duty in Australia",-1,9.825639426708221e-05,5.8333418564870954e-05
00197_5#00197_5_7,00197,00197_5,00197_5_7,Australia should become a republic rather than continue as a constitutional monarchy.,"The Queen has served, united, and uplifted Australians",-1,6.915148696862161e-05,2.593621138657909e-05
00328_5#00328_5_14,00328,00328_5,00328_5_14,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,"Rep. Cliff Stearns, R-Florida",1,7.679800182813779e-05,2.630386734381318e-05
00328_5#00328_5_23,00328,00328_5,00328_5_23,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,U.S. Sen. Joe Lieberman,-1,9.073032560991123e-05,0.00017612820374779403
00328_5#00328_5_7,00328,00328_5,00328_5_7,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Chairman of the House Resources Committee Richard Pombo,1,8.027999865589663e-05,7.15502246748656e-05
00328_5#00328_5_9,00328,00328_5,00328_5_9,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,The Senate and its key supporters of drilling:,1,6.712689355481416e-05,0.0001464799715904519
00504_1#00504_1_1,00504,00504_1,00504_1_1,We should Impose a lifetime ban on sports people caught using drugs.,It is not necessary to test more than once a week.,1,0.00012332596816122532,0.00037103178328834474
00750_3#00750_3_8,00750,00750_3,00750_3_8,Governments should require that genetically modified foods be labeled.,"Most don""t mind GM foods, but would pay costs of labeling.",-1,5.281413541524671e-05,3.738057421287522e-05
00799_3#00799_3_1,00799,00799_3,00799_3_1,The No Child Left Behind education law in America is a good policy and worth continuing.,Standardized tests ensures students learn essential information.,1,9.883075836114585e-05,1.9930963389924727e-05
00799_3#00799_3_5,00799,00799_3,00799_3_5,The No Child Left Behind education law in America is a good policy and worth continuing.,NCLB has succeeded in improving test scores,1,0.00033297567279078066,9.851762115431484e-06
00810_1#00810_1_1,00810,00810_1,00810_1_1,Solar shading should be part of plans to reverse global climate change.,Humans already change climate; geoengineering not new,1,7.583152910228819e-05,3.7399251596070826e-05
00810_1#00810_1_5,00810,00810_1,00810_1_5,Solar shading should be part of plans to reverse global climate change.,Geoengineering technologies risk being used for military purposes,-1,0.0003294649941381067,1.2677482118306216e-05
00810_1#00810_1_6,00810,00810_1,00810_1_6,Solar shading should be part of plans to reverse global climate change.,Who gets to decide what temperature and climate is ideal?,-1,0.00016077599138952792,9.682583186076954e-05
00810_1#00810_1_7,00810,00810_1,00810_1_7,Solar shading should be part of plans to reverse global climate change.,Private control of geoengineering projects has great risks,-1,0.0011722469935193658,1.945635085576214e-05
00810_1#00810_1_8,00810,00810_1,00810_1_8,Solar shading should be part of plans to reverse global climate change.,Unethical to change planet w/o universal approval,-1,9.915599366649985e-05,1.4799871678405907e-05
01015_5#01015_5_3,01015,01015_5,01015_5_3,There should be a tax on fatty foods.,The social goals of a fat tax (slimness) are not always desirable.,-1,0.0013279860140755773,0.0006941940519027412
00125_11#00125_11_3,00125,00125_11,00125_11_3,Tidal energy should be a major part of plans to fight global warming.,"The ""cleanness"" of tidal energy is beautiful.",1,0.0005751167191192508,1.8890197679866105e-05
00125_11#00125_11_4,00125,00125_11,00125_11_4,Tidal energy should be a major part of plans to fight global warming.,Tidal energy barages look about as bad as dams.,-1,6.751779437763616e-05,6.269066216191277e-05
00388_13#00388_13_10,00388,00388_13,00388_13_10,The United States should lower its drinking age from 21 to 18.,Many states allow under-age drinking with parents/spouses,-1,4.413805072545074e-05,4.237026223563589e-05
00388_13#00388_13_2,00388,00388_13,00388_13_2,The United States should lower its drinking age from 21 to 18.,American kids binge drink; lowering drinking age would be chaos,-1,0.006722379941493273,0.0027929029893130064
00749_1#00749_1_3,00749,00749_1,00749_1_3,Modern Christians should keep the Sabbath.,"In the Bible, both Jesus and Paul say the sabbath is not required to be kept.",-1,0.0004841220215894282,2.976085670525208e-05
00889_23#00889_23_12,00889,00889_23,00889_23_12,Tibet should seek and gain independence.,The Chinese government has a right to protect the unity of China against Tibetan separatism.,-1,0.0018027895130217075,2.904906614276115e-05
01088_3#01088_3_1,01088,01088_3,01088_3_1,"Junk food advertising should be banned, especially during childrens television programs.",Children are swayed easily by advertisements to consume junk food.,1,0.0005733363796025515,0.0009786540176719427
01088_3#01088_3_4,01088,01088_3,01088_3_4,"Junk food advertising should be banned, especially during childrens television programs.",Parents must talk to their children about healthy eating habits.,-1,0.00020813361334148794,0.00017417568597011268
01204_1#01204_1_15,01204,01204_1,01204_1_15,The US should maintain landmines in the KDZ b/w North and South Korea.,North Koreans will think twice,-1,0.0003651910519693047,5.272125781630166e-05
00166_5#00166_5_1,00166,00166_5,00166_5_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Alternatives to hydrogen exist to lower foreign oil dependencies.,-1,0.0009305643034167588,1.562985562486574e-05
00245_10#00245_10_3,00245,00245_10,00245_10_3,The US Guantanamo Bay detention center is justified. It should not be closed.,US courts have rules for classified info in terror cases,-1,5.7830609875964e-05,3.812692375504412e-05
00521_2#00521_2_2,00521,00521_2,00521_2_2,Corn ethanol should be emphasized in the fight against global warming.,Corn ethanol is merely a part of the equation in replacing oil.,1,0.00017974413640331477,6.869233038742095e-05
00735_7#00735_7_2,00735,00735_7,00735_7_2,The estate tax should be permanently repealed.,Heirs to the Mars Inc. fortune joined in 1992 with a number of other wealthy families,1,0.00011720768816303462,4.662920400733128e-05
00771_8#00771_8_1,00771,00771_8,00771_8_1,Developed countries have a higher obligation to combat climate change.,"Going ""green"" in developed nations is not burden, but opportunity.",1,0.0002624271728564054,3.140750413876958e-05
00899_14#00899_14_6,00899,00899_14,00899_14_6,"Govts should mandate that people buy private health insurance, or face penalties.",Mandates limit freedoms of few to protect freedoms of many,1,4.967823042534292e-05,1.8152688426198438e-05
01179_28#01179_28_14,01179,01179_28,01179_28_14,Abortions of any kind should be permitted.,A fetus cannot have a right to a womans body to sustain its life,1,0.0011190762743353844,0.9126909375190735
01179_28#01179_28_6,01179,01179_28,01179_28_6,Abortions of any kind should be permitted.,"Fetuses, as dependents, do have some rights over their mothers body",-1,0.00016842366312630475,0.00021409429609775543
00034_3#00034_3_9,00034,00034_3,00034_3_9,Governments should legalise all drugs.,The negative effects of drug-use make it morally wrong and appropriate for governments to ban.,-1,0.00036109553184360266,4.909688141196966e-05
00066_4#00066_4_3,00066,00066_4,00066_4_3,The UN should prioritize poverty over climate change.,Climate change will disproportionately harm poorest states.,-1,0.0010041126515716314,0.003618901129812002
00089_1#00089_1_4,00089,00089_1,00089_1_4,There should be Concealed carry rather than open carry firearm laws.,One can reveal a concealed gun in order to deter a criminal.,1,0.023011965677142143,0.019196610897779465
00090_5#00090_5_4,00090,00090_5,00090_5_4,Society should ban or restrict the sale and use of violent video games.,"Positive family role of video games, even violent ones:",-1,8.091436757240444e-05,4.0198792703449726e-05
00245_3#00245_3_8,00245,00245_3,00245_3_8,The US Guantanamo Bay detention center is justified. It should not be closed.,The number of prisoners at Guantanamo has been reduced.,1,0.0012197610922157764,9.50546600506641e-05
00280_8#00280_8_1,00280,00280_8,00280_8_1,Men found guilty of sex crimes should be chemically castrated.,"Sex offenders should be detained/monitored, not castrated.",-1,0.003098145592957735,0.0007328751380555332
00280_8#00280_8_2,00280,00280_8,00280_8_2,Men found guilty of sex crimes should be chemically castrated.,Sexual assault is one of worst kinds; castration appropriate.,1,4.791772153112106e-05,3.2453779567731544e-05
00280_8#00280_8_5,00280,00280_8,00280_8_5,Men found guilty of sex crimes should be chemically castrated.,Law functions on basis of non-physical punishment for crimes.,-1,0.0003139959299005568,0.00013788054639007896
00280_8#00280_8_8,00280,00280_8,00280_8_8,Men found guilty of sex crimes should be chemically castrated.,"Castration is about helping, not hating/hurting offender.",1,6.83025864418596e-05,7.835008000256494e-05
00280_8#00280_8_9,00280,00280_8,00280_8_9,Men found guilty of sex crimes should be chemically castrated.,"Castration is about punishing offenders, not public safety.",-1,6.934808334335685e-05,3.927366196876392e-05
00741_2#00741_2_4,00741,00741_2,00741_2_4,Unemployed people should be made to work for their welfare money.,People would actually rather not be unemployed and dependent on the state:,-1,0.0001944972318597138,8.496046939399093e-05
00810_3#00810_3_2,00810,00810_3,00810_3_2,Solar shading should be part of plans to reverse global climate change.,Sunshield costs are reasonable in face of global warming,1,0.0001917432964546606,2.761099676718004e-05
00810_3#00810_3_3,00810,00810_3,00810_3_3,Solar shading should be part of plans to reverse global climate change.,Better ways to fight global warming than geoengineering,-1,0.0011445475975051522,5.412054088083096e-05
00197_3#00197_3_10,00197,00197_3,00197_3_10,Australia should become a republic rather than continue as a constitutional monarchy.,"A ""crowned republic"" in Australia is not an adequate republic",1,0.0006743029225617647,0.0001769020309438929
00197_3#00197_3_8,00197,00197_3,00197_3_8,Australia should become a republic rather than continue as a constitutional monarchy.,Australias monarchic system is equally democratic as Britains.,-1,0.0001706813636701554,5.96155077801086e-05
00387_11#00387_11_4,00387,00387_11,00387_11_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,It is not too energy-intensive to compress hydrogen,1,0.0002540214918553829,9.040154691319913e-05
00387_11#00387_11_8,00387,00387_11,00387_11_8,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen can""t be compressed to give sufficient driving range",-1,0.00020118430256843567,4.718709897133522e-05
00591_3#00591_3_2,00591,00591_3,00591_3_2,Government should phase out all subsidies for fossil fuel development.,"Subsidies don""t decrease oil prices; don""t help poor.",1,5.5475473345723e-05,3.84451741410885e-05
00843_6#00843_6_1,00843,00843_6,00843_6_1,"Coca leaf growth, product-development, and chewing should be legal.","If coca legal, farmers will change from illegal cocaine.",1,0.0003930933016818017,6.407819455489516e-05
00843_6#00843_6_12,00843,00843_6,00843_6_12,"Coca leaf growth, product-development, and chewing should be legal.",Wrong to ban local coca to prevent foreign cocaine consumption.,1,6.619515625061467e-05,0.00011067262676078826
00843_6#00843_6_2,00843,00843_6,00843_6_2,"Coca leaf growth, product-development, and chewing should be legal.",Coca is chewed by millions; ban is just impossible.,1,0.00011805983376689255,2.566051080066245e-05
00843_6#00843_6_5,00843,00843_6,00843_6_5,"Coca leaf growth, product-development, and chewing should be legal.",Coca production can be monitored/limited to hedge cocaine.,1,0.0001765591005096212,0.00014048787124920636
00843_6#00843_6_6,00843,00843_6,00843_6_6,"Coca leaf growth, product-development, and chewing should be legal.","Coca yes, cocaine no is a workable policy.",1,7.804357301210985e-05,1.815118594095111e-05
00843_6#00843_6_8,00843,00843_6,00843_6_8,"Coca leaf growth, product-development, and chewing should be legal.","Cocaine producers, not coca producers, should be targeted.",1,0.0005623504985123873,0.00012426527973730117
00942_9#00942_9_5,00942,00942_9,00942_9_5,Geothermal energy should be a major part of plans to combat global warming.,The geothermal energy industry DOES NOT create jobs.,-1,0.0003890628577210009,0.0001145354617619887
01159_12#01159_12_3,01159,01159_12,01159_12_3,Wind energy should be a major component of plans to fight global warming.,The number of birds killed by wind turbines is relatively low,1,0.0008858957444317639,0.00028617348289117217
01159_12#01159_12_6,01159,01159_12,01159_12_6,Wind energy should be a major component of plans to fight global warming.,Negative effects of wind energy on birds can be minimized,1,0.20204219222068787,0.001957060070708394
00042_22#00042_22_4,00042,00042_22,00042_22_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Turkey is unlikely to intervene if the Kurds secede,1,0.00019510644779074937,6.880697765154764e-05
00145_4#00145_4_7,00145,00145_4,00145_4_7,Unregulated distribution of copyrighted works over Internet should be allowed.,Intellectual property should follow different rules than physical property.,1,0.133125901222229,0.0038201373536139727
00198_3#00198_3_2,00198,00198_3,00198_3_2,Fish farming should be banned or severely restricted. It should not be encouraged.,Fish farming provides alternative employment to ecologically damaging industries,-1,0.0006266142008826137,0.0003868551575578749
00273_1#00273_1_1,00273,00273_1,00273_1_1,Governments should choose open source software in order to encourage its use.,Transitioning to open-source technology is prohibitively expensive:,-1,7.43418640922755e-05,0.00013387561193667352
00809_3#00809_3_3,00809,00809_3,00809_3_3,Government should phase out all subsidies for fossil fuel development.,"Subsidies don""t decrease oil prices; don""t help poor.",1,5.5475473345723e-05,3.84451741410885e-05
01164_5#01164_5_1,01164,01164_5,01164_5_1,Hydroelectric dams should be a part of plans to combat global warming.,"The ""greenness"" of renewable hydropower is beautiful.",1,0.0022277007810771465,5.513532960321754e-05
00081_1#00081_1_1,00081,00081_1,00081_1_1,Women should breastfeed in public. It should be legal and protected.,Public breastfeeding spreads beneficial breastfeeding culture,1,0.0014506882289424539,3.287978324806318e-05
00081_1#00081_1_2,00081,00081_1,00081_1_2,Women should breastfeed in public. It should be legal and protected.,Public breastfeeders are not exhibitionists.,1,3.9776114135747775e-05,7.641067350050434e-05
00081_1#00081_1_3,00081,00081_1,00081_1_3,Women should breastfeed in public. It should be legal and protected.,Breastfeeding is by nature a discreet activity.,1,4.624520806828514e-05,4.206066660117358e-05
00081_1#00081_1_4,00081,00081_1,00081_1_4,Women should breastfeed in public. It should be legal and protected.,Breastfeeding more decent than other displays of breasts,1,0.00017596226825844496,4.743821045849472e-05
00321_4#00321_4_3,00321,00321_4,00321_4_3,Human reproductive cloning should be banned and punishments should be leveled against it.,It is a false requirement that clones possess individuality,-1,3.6749097489519045e-05,4.503301897784695e-05
00350_3#00350_3_10,00350,00350_3,00350_3_10,Water should be considered a public good and not be privatized.,Market competition lowers prices for consumers in the water market.,-1,0.0007889094995334744,0.00012198011245345697
00889_24#00889_24_1,00889,00889_24,00889_24_1,Tibet should seek and gain independence.,"As the UN acknowledges in its charter, independence is a domestic issue outside of the international scope",-1,0.0001392757403664291,1.2170068657724187e-05
00965_4#00965_4_1,00965,00965_4,00965_4_1,The government should take actions to deter individuals from smoking.,Many products are unhealthy; alienating cigarettes is unfair.,-1,0.00018626243399921805,0.00012247840641066432
01072_2#01072_2_6,01072,01072_2,01072_2_6,Osama bin Laden death photos should be released.,Quick at-sea burial necessitates release of photos as proof.,1,0.0003269350854679942,0.00016942707588896155
01207_1#01207_1_6,01207,01207_1,01207_1_6,The US should maintain landmines in the KDZ b/w North and South Korea.,North Koreans will think twice,-1,0.0003651910519693047,5.272125781630166e-05
00042_21#00042_21_12,00042,00042_21,00042_21_12,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early withdrawal from Iraq would undermine US credibility with allies,-1,8.377290942007676e-05,0.00013953985762782395
00166_3#00166_3_1,00166,00166_3,00166_3_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars are not a means of distracting from electric cars,1,0.0009285903070122004,2.4011502318899147e-05
00166_3#00166_3_2,00166,00166_3,00166_3_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars cannot be charged at home like electric cars.,-1,0.009494110010564327,0.007542518433183432
00166_3#00166_3_3,00166,00166_3,00166_3_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel cell cars are noisier than electric cars,-1,0.00031566497636958957,7.13450790499337e-05
00253_11#00253_11_7,00253,00253_11,00253_11_7,ICC is good. The US and other countries should join the ICC.,ICC may interfere with the work of the UN Security Council,-1,0.0007777977152727544,0.0008147725602611899
00326_7#00326_7_1,00326,00326_7,00326_7_1,The Vuvuzela horn should be banned from the FIFA World Cup.,The vuvuzela helps motivate players,-1,0.00018411937344353646,4.10651155107189e-05
00701_1#00701_1_4,00701,00701_1,00701_1_4,Reforestation should be a central strategy in combating climate change.,Increasing droughts impairs carbon sequestration by trees,-1,0.0024316045455634594,0.03802858293056488
00701_1#00701_1_5,00701,00701_1,00701_1_5,Reforestation should be a central strategy in combating climate change.,Reforestation would have a negligible impact on global warming,-1,0.01548711210489273,0.0034656135831028223
01050_3#01050_3_4,01050,01050_3,01050_3_4,Countries in the Americas should agree to the FTAA.,Trade for the sake of helping Latin American development is a low priority:,-1,0.00011016570351785049,1.5265377442119643e-05
01171_6#01171_6_1,01171,01171_6,01171_6_1,UN Annex I aid should be increased for developing country adaptation to climate change.,Climate aid will bribe UN votes from poor states.,-1,0.0001409081887686625,3.360987830092199e-05
00253_14#00253_14_5,00253,00253_14,00253_14_5,ICC is good. The US and other countries should join the ICC.,ICC will not have retroactive jurisdiction over past war crimes,1,0.0016454982105642557,8.035836071940139e-05
00253_14#00253_14_7,00253,00253_14,00253_14_7,ICC is good. The US and other countries should join the ICC.,ICC brings order to a past of ad hoc tribunals,1,8.825588156469166e-05,2.9435197575367056e-05
00387_2#00387_2_5,00387,00387_2,00387_2_5,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel cell containers are weak/dangerous at present.,-1,0.00027938070707023144,2.7202211640542373e-05
00387_2#00387_2_6,00387,00387_2,00387_2_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen is non-toxic, unlike most fossil fuels.",1,0.0008965676533989608,9.47657972574234e-05
00088_3#00088_3_1,00088,00088_3,00088_3_1,The legal age for drinking alcohol should be lowered.,"At sixteen, young adults are legaly allowed to do many new things.",1,6.515003769891337e-05,3.0955161491874605e-05
00479_10#00479_10_2,00479,00479_10,00479_10_2,Incest between consenting adults should be legal.,"We all descend from common relatives, so all sex is ""incest""",1,6.008400669088587e-05,0.00020909629529342055
00671_1#00671_1_3,00671,00671_1,00671_1_3,The UN should increase humanitarian aid to poor nations.,UN must balance needs of poor with interests of rich state-funders.,-1,0.0016360096633434296,0.000523724069353193
00800_5#00800_5_3,00800,00800_5,00800_5_3,The US federal government should increase the minimum wage.,"It may increase the cost of government social programs, according to one source,",-1,0.00014442332030739635,8.428951696259901e-05
00872_3#00872_3_2,00872,00872_3,00872_3_2,It is fair to issue parking fines to people who park their car longer than the allocated time.,It is just revenue raising.,-1,9.533527190797031e-05,3.0213941499823704e-05
01271_6#01271_6_2,01271,01271_6,01271_6_2,Nasa should return humans to the Moon rather than going to Mars.,Mars mission would reveal much about Earths history/future.,-1,0.0002763098163995892,0.00010209151514573023
01271_6#01271_6_3,01271,01271_6,01271_6_3,Nasa should return humans to the Moon rather than going to Mars.,There is much more to be discovered on/about the Moon,1,0.0002474648063071072,3.684861076180823e-05
01271_6#01271_6_4,01271,01271_6,01271_6_4,Nasa should return humans to the Moon rather than going to Mars.,Moon affects Earth more than Mars so should be returned to.,1,0.028082923963665962,0.29022857546806335
00042_12#00042_12_1,00042,00042_12,00042_12_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",The Iraqi parliament has called for the United States to withdrawal,1,0.00016426526417490095,0.00014431927411351353
00558_5#00558_5_3,00558,00558_5,00558_5_3,The ground zero mosque should be allowed. It is acceptable.,Ground zero mosque is a discreet 2 blocks from world trade ruins.,1,0.00010015215229941532,3.20043254760094e-05
00804_2#00804_2_9,00804,00804_2,00804_2_9,"""Clean coal"" should be a major part of plans to fight global warming.","Capturing coal mercury emissions is prohibitively costly""",-1,4.8190988309215754e-05,3.320645191706717e-05
