pairid,argid,propid_to,propid_from,text_to,text_from,relation,causal_3_cause,causal_3_obstruct
00089_1#00089_1_4,00089,00089_1,00089_1_4,There should be Concealed carry rather than open carry firearm laws.,One can reveal a concealed gun in order to deter a criminal.,1,0.0022655657958239317,0.00010875830048462376
00090_5#00090_5_4,00090,00090_5,00090_5_4,Society should ban or restrict the sale and use of violent video games.,"Positive family role of video games, even violent ones:",-1,0.9966551065444946,4.316378544899635e-05
00245_3#00245_3_8,00245,00245_3,00245_3_8,The US Guantanamo Bay detention center is justified. It should not be closed.,The number of prisoners at Guantanamo has been reduced.,1,0.5059750080108643,0.0004253592633176595
00280_8#00280_8_1,00280,00280_8,00280_8_1,Men found guilty of sex crimes should be chemically castrated.,"Sex offenders should be detained/monitored, not castrated.",-1,0.016650663688778877,0.002058311365544796
00280_8#00280_8_2,00280,00280_8,00280_8_2,Men found guilty of sex crimes should be chemically castrated.,Sexual assault is one of worst kinds; castration appropriate.,1,0.00644455011934042,0.00019999653159175068
00280_8#00280_8_5,00280,00280_8,00280_8_5,Men found guilty of sex crimes should be chemically castrated.,Law functions on basis of non-physical punishment for crimes.,-1,0.007746621035039425,0.00015324428386520594
00280_8#00280_8_8,00280,00280_8,00280_8_8,Men found guilty of sex crimes should be chemically castrated.,"Castration is about helping, not hating/hurting offender.",1,0.0036883181892335415,0.0014197035925462842
00280_8#00280_8_9,00280,00280_8,00280_8_9,Men found guilty of sex crimes should be chemically castrated.,"Castration is about punishing offenders, not public safety.",-1,0.00024173744895961136,0.0001088469143724069
00741_2#00741_2_4,00741,00741_2,00741_2_4,Unemployed people should be made to work for their welfare money.,People would actually rather not be unemployed and dependent on the state:,-1,0.002372277667745948,3.8040128856664523e-05
00810_3#00810_3_2,00810,00810_3,00810_3_2,Solar shading should be part of plans to reverse global climate change.,Sunshield costs are reasonable in face of global warming,1,0.001710517448373139,0.00023132826026994735
00810_3#00810_3_3,00810,00810_3,00810_3_3,Solar shading should be part of plans to reverse global climate change.,Better ways to fight global warming than geoengineering,-1,0.9814001321792603,0.00015422975411638618
00197_3#00197_3_10,00197,00197_3,00197_3_10,Australia should become a republic rather than continue as a constitutional monarchy.,"A ""crowned republic"" in Australia is not an adequate republic",1,0.43367454409599304,0.008232438005506992
00197_3#00197_3_8,00197,00197_3,00197_3_8,Australia should become a republic rather than continue as a constitutional monarchy.,Australias monarchic system is equally democratic as Britains.,-1,0.9594107866287231,0.004109863191843033
00387_11#00387_11_4,00387,00387_11,00387_11_4,Hydrogen vehicles should be a major part of strategies to fight global warming.,It is not too energy-intensive to compress hydrogen,1,0.5968019962310791,0.0015787382144480944
00387_11#00387_11_8,00387,00387_11,00387_11_8,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen can""t be compressed to give sufficient driving range",-1,0.01911444216966629,0.00018336628272663802
00591_3#00591_3_2,00591,00591_3,00591_3_2,Government should phase out all subsidies for fossil fuel development.,"Subsidies don""t decrease oil prices; don""t help poor.",1,0.4281237721443176,0.00016618148947600275
00843_6#00843_6_1,00843,00843_6,00843_6_1,"Coca leaf growth, product-development, and chewing should be legal.","If coca legal, farmers will change from illegal cocaine.",1,0.7925365567207336,0.0004818120214622468
00843_6#00843_6_12,00843,00843_6,00843_6_12,"Coca leaf growth, product-development, and chewing should be legal.",Wrong to ban local coca to prevent foreign cocaine consumption.,1,0.7013111114501953,0.011976588517427444
00843_6#00843_6_2,00843,00843_6,00843_6_2,"Coca leaf growth, product-development, and chewing should be legal.",Coca is chewed by millions; ban is just impossible.,1,0.0022013646084815264,4.459861520444974e-05
00843_6#00843_6_5,00843,00843_6,00843_6_5,"Coca leaf growth, product-development, and chewing should be legal.",Coca production can be monitored/limited to hedge cocaine.,1,0.7203871607780457,0.0003226696280762553
00843_6#00843_6_6,00843,00843_6,00843_6_6,"Coca leaf growth, product-development, and chewing should be legal.","Coca yes, cocaine no is a workable policy.",1,0.0007057245820760727,2.2564863684237935e-05
00843_6#00843_6_8,00843,00843_6,00843_6_8,"Coca leaf growth, product-development, and chewing should be legal.","Cocaine producers, not coca producers, should be targeted.",1,0.13130125403404236,6.038961873855442e-05
00942_9#00942_9_5,00942,00942_9,00942_9_5,Geothermal energy should be a major part of plans to combat global warming.,The geothermal energy industry DOES NOT create jobs.,-1,0.0214761383831501,0.14839495718479156
01159_12#01159_12_3,01159,01159_12,01159_12_3,Wind energy should be a major component of plans to fight global warming.,The number of birds killed by wind turbines is relatively low,1,0.008298497647047043,0.0037881291937083006
01159_12#01159_12_6,01159,01159_12,01159_12_6,Wind energy should be a major component of plans to fight global warming.,Negative effects of wind energy on birds can be minimized,1,0.0006567836389876902,0.00027537805726751685
00042_22#00042_22_4,00042,00042_22,00042_22_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",Turkey is unlikely to intervene if the Kurds secede,1,0.0009357847739011049,2.0990788470953703e-05
00145_4#00145_4_7,00145,00145_4,00145_4_7,Unregulated distribution of copyrighted works over Internet should be allowed.,Intellectual property should follow different rules than physical property.,1,0.05049797520041466,0.24986551702022552
00198_3#00198_3_2,00198,00198_3,00198_3_2,Fish farming should be banned or severely restricted. It should not be encouraged.,Fish farming provides alternative employment to ecologically damaging industries,-1,0.2124222368001938,0.05646554008126259
00273_1#00273_1_1,00273,00273_1,00273_1_1,Governments should choose open source software in order to encourage its use.,Transitioning to open-source technology is prohibitively expensive:,-1,0.0026205687317997217,0.00021797562658321112
00809_3#00809_3_3,00809,00809_3,00809_3_3,Government should phase out all subsidies for fossil fuel development.,"Subsidies don""t decrease oil prices; don""t help poor.",1,0.4281237721443176,0.00016618148947600275
01164_5#01164_5_1,01164,01164_5,01164_5_1,Hydroelectric dams should be a part of plans to combat global warming.,"The ""greenness"" of renewable hydropower is beautiful.",1,0.0007430784171447158,0.0001710402430035174
00081_1#00081_1_1,00081,00081_1,00081_1_1,Women should breastfeed in public. It should be legal and protected.,Public breastfeeding spreads beneficial breastfeeding culture,1,0.9564635157585144,0.00041882399818859994
00081_1#00081_1_2,00081,00081_1,00081_1_2,Women should breastfeed in public. It should be legal and protected.,Public breastfeeders are not exhibitionists.,1,0.9967716336250305,0.000492128892801702
00081_1#00081_1_3,00081,00081_1,00081_1_3,Women should breastfeed in public. It should be legal and protected.,Breastfeeding is by nature a discreet activity.,1,0.00096043263329193,0.00044508068822324276
00081_1#00081_1_4,00081,00081_1,00081_1_4,Women should breastfeed in public. It should be legal and protected.,Breastfeeding more decent than other displays of breasts,1,0.6914311647415161,0.006820250302553177
00321_4#00321_4_3,00321,00321_4,00321_4_3,Human reproductive cloning should be banned and punishments should be leveled against it.,It is a false requirement that clones possess individuality,-1,0.9995384216308594,6.390319322235882e-05
00350_3#00350_3_10,00350,00350_3,00350_3_10,Water should be considered a public good and not be privatized.,Market competition lowers prices for consumers in the water market.,-1,0.8202539086341858,0.002347038360312581
00889_24#00889_24_1,00889,00889_24,00889_24_1,Tibet should seek and gain independence.,"As the UN acknowledges in its charter, independence is a domestic issue outside of the international scope",-1,0.9638478755950928,0.00034438390866853297
00965_4#00965_4_1,00965,00965_4,00965_4_1,The government should take actions to deter individuals from smoking.,Many products are unhealthy; alienating cigarettes is unfair.,-1,0.9983179569244385,0.0001584194105817005
01072_2#01072_2_6,01072,01072_2,01072_2_6,Osama bin Laden death photos should be released.,Quick at-sea burial necessitates release of photos as proof.,1,0.7706979513168335,0.001514136209152639
01207_1#01207_1_6,01207,01207_1,01207_1_6,The US should maintain landmines in the KDZ b/w North and South Korea.,North Koreans will think twice,-1,0.002648106310516596,0.00010395856952527538
00042_21#00042_21_12,00042,00042_21,00042_21_12,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early withdrawal from Iraq would undermine US credibility with allies,-1,0.00026427741977386177,2.2716692910762504e-05
00166_3#00166_3_1,00166,00166_3,00166_3_1,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars are not a means of distracting from electric cars,1,0.007955004461109638,4.903570516034961e-05
00166_3#00166_3_2,00166,00166_3,00166_3_2,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen cars cannot be charged at home like electric cars.,-1,0.9964637160301208,0.00020925940771121532
00166_3#00166_3_3,00166,00166_3,00166_3_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel cell cars are noisier than electric cars,-1,0.993953287601471,0.0003566380764823407
00253_11#00253_11_7,00253,00253_11,00253_11_7,ICC is good. The US and other countries should join the ICC.,ICC may interfere with the work of the UN Security Council,-1,0.0008525389712303877,3.34792748617474e-05
00326_7#00326_7_1,00326,00326_7,00326_7_1,The Vuvuzela horn should be banned from the FIFA World Cup.,The vuvuzela helps motivate players,-1,0.01828988641500473,0.00012211840657982975
00701_1#00701_1_4,00701,00701_1,00701_1_4,Reforestation should be a central strategy in combating climate change.,Increasing droughts impairs carbon sequestration by trees,-1,0.9781086444854736,0.013276814483106136
00701_1#00701_1_5,00701,00701_1,00701_1_5,Reforestation should be a central strategy in combating climate change.,Reforestation would have a negligible impact on global warming,-1,0.006252657622098923,0.0022650042083114386
01050_3#01050_3_4,01050,01050_3,01050_3_4,Countries in the Americas should agree to the FTAA.,Trade for the sake of helping Latin American development is a low priority:,-1,0.004972686991095543,4.2158932046731934e-05
01171_6#01171_6_1,01171,01171_6,01171_6_1,UN Annex I aid should be increased for developing country adaptation to climate change.,Climate aid will bribe UN votes from poor states.,-1,0.02595524489879608,7.401851325994357e-05
00253_14#00253_14_5,00253,00253_14,00253_14_5,ICC is good. The US and other countries should join the ICC.,ICC will not have retroactive jurisdiction over past war crimes,1,0.00022994559549260885,1.279096250073053e-05
00253_14#00253_14_7,00253,00253_14,00253_14_7,ICC is good. The US and other countries should join the ICC.,ICC brings order to a past of ad hoc tribunals,1,0.9526243209838867,4.099194848095067e-05
00387_2#00387_2_5,00387,00387_2,00387_2_5,Hydrogen vehicles should be a major part of strategies to fight global warming.,Hydrogen fuel cell containers are weak/dangerous at present.,-1,0.9678154587745667,0.0010487582767382264
00387_2#00387_2_6,00387,00387_2,00387_2_6,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen is non-toxic, unlike most fossil fuels.",1,0.7197931408882141,0.00030736674671061337
00088_3#00088_3_1,00088,00088_3,00088_3_1,The legal age for drinking alcohol should be lowered.,"At sixteen, young adults are legaly allowed to do many new things.",1,0.06916908174753189,0.0005640515591949224
00479_10#00479_10_2,00479,00479_10,00479_10_2,Incest between consenting adults should be legal.,"We all descend from common relatives, so all sex is ""incest""",1,0.11464796960353851,0.0006921245949342847
00671_1#00671_1_3,00671,00671_1,00671_1_3,The UN should increase humanitarian aid to poor nations.,UN must balance needs of poor with interests of rich state-funders.,-1,0.926216721534729,0.0004116137570235878
00800_5#00800_5_3,00800,00800_5,00800_5_3,The US federal government should increase the minimum wage.,"It may increase the cost of government social programs, according to one source,",-1,0.3745558261871338,5.613495522993617e-05
00872_3#00872_3_2,00872,00872_3,00872_3_2,It is fair to issue parking fines to people who park their car longer than the allocated time.,It is just revenue raising.,-1,0.016393741592764854,0.0005524124717339873
01271_6#01271_6_2,01271,01271_6,01271_6_2,Nasa should return humans to the Moon rather than going to Mars.,Mars mission would reveal much about Earths history/future.,-1,0.970884382724762,0.00047217836254276335
01271_6#01271_6_3,01271,01271_6,01271_6_3,Nasa should return humans to the Moon rather than going to Mars.,There is much more to be discovered on/about the Moon,1,0.9914560914039612,0.0025618509389460087
01271_6#01271_6_4,01271,01271_6,01271_6_4,Nasa should return humans to the Moon rather than going to Mars.,Moon affects Earth more than Mars so should be returned to.,1,0.5336934328079224,0.465121865272522
00042_12#00042_12_1,00042,00042_12,00042_12_1,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",The Iraqi parliament has called for the United States to withdrawal,1,0.000928358465898782,3.756824662559666e-05
00558_5#00558_5_3,00558,00558_5,00558_5_3,The ground zero mosque should be allowed. It is acceptable.,Ground zero mosque is a discreet 2 blocks from world trade ruins.,1,0.806693971157074,0.00013014730939175934
00804_2#00804_2_9,00804,00804_2,00804_2_9,"""Clean coal"" should be a major part of plans to fight global warming.","Capturing coal mercury emissions is prohibitively costly""",-1,0.00020639694412238896,7.589683082187548e-05
01143_5#01143_5_3,01143,01143_5,01143_5_3,Hybrid vehicles should be a major part of plans to fight global climate change.,Electric vehicles combat global warming more aggressively than hybrids.,-1,0.3371158838272095,0.0006113766576163471
01143_5#01143_5_6,01143,01143_5,01143_5_6,Hybrid vehicles should be a major part of plans to fight global climate change.,Hybrid vehicles have greater driving range than electric cars.,1,0.9642743468284607,0.001259614946320653
00081_2#00081_2_1,00081,00081_2,00081_2_1,Women should breastfeed in public. It should be legal and protected.,Breastfeeding does not necessarily help women lose weight,-1,0.013506044633686543,0.0016454325523227453
00168_5#00168_5_10,00168,00168_5,00168_5_10,"Coca leaf growth, product-development, and chewing should be legal.",Coca cannot be disassociated with cocaine.,-1,0.35438600182533264,0.0005490978364832699
00168_5#00168_5_11,00168,00168_5,00168_5_11,"Coca leaf growth, product-development, and chewing should be legal.",Coca in its natural state is not a narcotic,1,0.7178663015365601,0.0006067484500817955
00168_5#00168_5_4,00168,00168_5,00168_5_4,"Coca leaf growth, product-development, and chewing should be legal.",Coca consumption is most akin to caffeine use.,1,0.9291831851005554,0.0003184759116265923
00168_5#00168_5_7,00168,00168_5,00168_5_7,"Coca leaf growth, product-development, and chewing should be legal.",Chewing coca has therapeutic value for various ailments.,1,0.0022099949419498444,4.464997982722707e-05
00350_7#00350_7_2,00350,00350_7,00350_7_2,Water should be considered a public good and not be privatized.,Treating water as an economic good will make water cheaper:,-1,0.0004307882336433977,0.00031872771796770394
00613_3#00613_3_3,00613,00613_3,00613_3_3,This House believes that countries should ban the import of goods produced by child labor.,"Tradition is the problem, not child labour.",-1,0.0010256400564685464,2.2186964997672476e-05
00613_3#00613_3_6,00613,00613_3,00613_3_6,This House believes that countries should ban the import of goods produced by child labor.,"Poverty is the problem, not child labour.",-1,0.0002481278497725725,6.962606130400673e-05
00709_2#00709_2_4,00709,00709_2,00709_2_4,Citizens in the United States should be banned from possessing assault weapons.,An assault weapons ban violates the presumption of innocence,-1,0.9798133373260498,0.0002455486683174968
00709_2#00709_2_5,00709,00709_2,00709_2_5,Citizens in the United States should be banned from possessing assault weapons.,An assault weapons ban leads to a slippery slope of gun seizures,-1,0.0015998462913557887,2.930575647042133e-05
00709_2#00709_2_6,00709,00709_2,00709_2_6,Citizens in the United States should be banned from possessing assault weapons.,The Supreme Court has affirmed the individual right to bear arms.,-1,0.9989509582519531,7.363266195170581e-05
00495_1#00495_1_13,00495,00495_1,00495_1_13,Child beauty pageants are tolerable and should not be banned.,Pageants have lots of fun backstage activities for kids.,1,0.1369445025920868,0.002761412877589464
00495_1#00495_1_19,00495,00495_1,00495_1_19,Child beauty pageants are tolerable and should not be banned.,"Judgement of children to participate can""t be relied on",-1,8.980741404229775e-05,7.29739258531481e-05
00495_1#00495_1_6,00495,00495_1,00495_1_6,Child beauty pageants are tolerable and should not be banned.,Beauty pageants teach kids to be their very best.,1,0.02553190477192402,0.00021531108359340578
00495_1#00495_1_7,00495,00495_1,00495_1_7,Child beauty pageants are tolerable and should not be banned.,Pageants foster positive camaraderie among contestants.,1,0.0035453862510621548,5.801762017654255e-05
00549_6#00549_6_11,00549,00549_6,00549_6_11,The United Kingdom should hand over the Falkland Islands to Argentina.,Peru vocally supports the Argentinian claim to the Falklands.,1,0.9831402897834778,0.00018337757501285523
00549_6#00549_6_8,00549,00549_6,00549_6_8,The United Kingdom should hand over the Falkland Islands to Argentina.,The Commonwealth of Nations recognises the Falklands as British territory.,-1,0.8918721675872803,0.0009601311758160591
00549_6#00549_6_9,00549,00549_6,00549_6_9,The United Kingdom should hand over the Falkland Islands to Argentina.,The Rio Group has supported Argentinas claim to the Malvinas,1,0.2197510451078415,0.0004658644029404968
01089_6#01089_6_3,01089,01089_6,01089_6_3,There should be an outright ban on the smacking or spanking of children.,Children deserve the same rights as everyone else.,1,0.011632218025624752,0.00015621355851180851
01196_11#01196_11_3,01196,01196_11,01196_11_3,"Govts should mandate that people buy private health insurance, or face penalties.",The struggling can be exempted from insurance mandate.,1,0.0021613528952002525,1.2793684618372936e-05
00110_4#00110_4_13,00110,00110_4,00110_4_13,US primary elections are sound. They should not be abandoned.,Some delegates are not obligated to vote according to popular will,-1,0.00022518554760608822,1.0874530744331423e-05
00110_4#00110_4_3,00110,00110_4,00110_4_3,US primary elections are sound. They should not be abandoned.,Iowa and New hampshire are unrepresentative of the US,-1,0.000541507441084832,4.75288434245158e-05
00145_8#00145_8_6,00145,00145_8,00145_8_6,Unregulated distribution of copyrighted works over Internet should be allowed.,Legal online file-sharing services exist at fair value,-1,0.5655561089515686,0.0008301097550429404
00328_3#00328_3_6,00328,00328_3,00328_3_6,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Drilling in ANWR would increase US GDP.,1,0.00549048837274313,3.169715273543261e-05
00328_3#00328_3_8,00328,00328_3,00328_3_8,The United States Congress should allow drilling for oil in the Arctic National Wildlife Refuge.,Many job-creation estimates are highly exaggerated.,-1,0.05300363525748253,0.00015110900858417153
00634_5#00634_5_4,00634,00634_5,00634_5_4,Mandating calorie counts on restaurant menus is good public policy.,Calories on menus help reduce health care costs,1,0.11481248587369919,0.0010349125368520617
00634_5#00634_5_5,00634,00634_5,00634_5_5,Mandating calorie counts on restaurant menus is good public policy.,Calorie counts over-crowd valuable menu space,-1,0.036807671189308167,0.002098888624459505
00634_5#00634_5_8,00634,00634_5,00634_5_8,Mandating calorie counts on restaurant menus is good public policy.,Restaurants can cheaply calculate calories with new software,1,0.01432171929627657,0.00019087559485342354
01021_7#01021_7_7,01021,01021_7,01021_7_7,The military should be allowed to recruit in public schools.,Barring military recruiters is a snub to the military.,1,5.663925549015403e-05,4.3159940105397254e-05
01039_11#01039_11_1,01039,01039_11,01039_11_1,"Handguns should be banned in Washington, DC.",Gun bans only disarm citizens that are not inclined to commit crimes,-1,0.0007969595608301461,9.065012272913009e-05
01039_11#01039_11_12,01039,01039_11,01039_11_12,"Handguns should be banned in Washington, DC.",The social harm related to firearms outweighs any social benefits from possessing firearms,1,0.00010050248965853825,3.0113045795587823e-05
01039_1#01039_1_5,01039,01039_1,01039_1_5,"Handguns should be banned in Washington, DC.",Handguns would be of little use to a militia fighting the US military.,1,0.0001948519638972357,3.4333970688749105e-05
00046_4#00046_4_2,00046,00046_4,00046_4_2,ICC is good. The US and other countries should join the ICC.,Deterrence theory untenable; ICC will not deter,-1,0.00010750564251793548,1.368988068861654e-05
00046_4#00046_4_3,00046,00046_4,00046_4_3,ICC is good. The US and other countries should join the ICC.,ICC is the best tool for fighting genocide and war crimes,1,0.007134975865483284,0.00028202077373862267
00046_4#00046_4_5,00046,00046_4,00046_4_5,ICC is good. The US and other countries should join the ICC.,ICC and rule of law help deter war crimes and genocide,1,0.1466582715511322,8.444664854323491e-05
00082_2#00082_2_1,00082,00082_2,00082_2_1,Corps. do have a right to free speech and to spend w/o limit in elections.,Unlimited election spending is radical change,-1,7.921650831121951e-05,6.064566696295515e-05
00145_5#00145_5_7,00145,00145_5,00145_5_7,Unregulated distribution of copyrighted works over Internet should be allowed.,Online free file-downloads have damaged legitimate sales.,-1,0.09203287959098816,0.007068055681884289
00145_5#00145_5_9,00145,00145_5,00145_5_9,Unregulated distribution of copyrighted works over Internet should be allowed.,File-sharing allows for pre-purchase sampling:,1,0.8552266955375671,0.016648435965180397
00149_1#00149_1_1,00149,00149_1,00149_1_1,There should be a legally mandated ceiling on weekly working hours.,Many business have the same fixed costs regardless of the hours worked.,-1,0.0011766734533011913,1.6811500245239586e-05
00164_8#00164_8_6,00164,00164_8,00164_8_6,Gay couples should be given the same legal rights as heterosexuals in adopting children.,Gay adoption is better than foster care for children,1,0.30024656653404236,0.004365937784314156
00216_1#00216_1_4,00216,00216_1,00216_1_4,The Roma should be officially recognised as a non-territorial nation.,Centuries of persecution do not qualify the Roma for nationhood:,-1,0.9442721605300903,0.00013737021072302014
00274_4#00274_4_3,00274,00274_4,00274_4_3,Smoking should be banned in public places.,"Many workers can""t simply quite an unhealthy, smoky work environment.",1,0.01192330103367567,6.443241727538407e-05
00549_17#00549_17_1,00549,00549_17,00549_17_1,The United Kingdom should hand over the Falkland Islands to Argentina.,Spains discovery and control of Malvinas was recognized in treaties,1,0.9993519186973572,0.00011590041685849428
00549_17#00549_17_4,00549,00549_17,00549_17_4,The United Kingdom should hand over the Falkland Islands to Argentina.,Spain peacefully occupied Malvinas until Argentinian independence in 1816.,1,0.9901941418647766,0.001368257449939847
00613_9#00613_9_2,00613,00613_9,00613_9_2,This House believes that countries should ban the import of goods produced by child labor.,Child labour is deeply rooted in certain cultures.,-1,0.0002577184059191495,0.00013858189049642533
00613_9#00613_9_8,00613,00613_9,00613_9_8,This House believes that countries should ban the import of goods produced by child labor.,The ban is hypocritical.,-1,9.222534572472796e-05,0.00016581984527874738
00699_5#00699_5_9,00699,00699_5,00699_5_9,School students should face mandatory drug-tests.,There is a clear and present problem with drug use among teenagers in many countries.,1,0.033114559948444366,0.00038471512380056083
00961_1#00961_1_6,00961,00961_1,00961_1_6,UN Annex I aid should be increased for climate change adaptation.,Responsibility of BRICs does not negate responsibility of Annex I.,1,0.008474425412714481,0.00032815351733006537
01039_7#01039_7_5,01039,01039_7,01039_7_5,"Handguns should be banned in Washington, DC.",The 2nd Amendment does not express a right to bear arms for self-defense,1,0.999485969543457,8.813545719021931e-05
00163_4#00163_4_14,00163,00163_4,00163_4_14,Nuclear energy is justified and should be expanded.,"If nuclear power is so risky, why aren""t existing plants shut down?",1,0.0009732309263199568,0.0001523464743513614
00970_4#00970_4_11,00970,00970_4,00970_4_11,I should go to law school.,"If you don""t want to be a lawyer, don""t go to law school",-1,0.00025771441869437695,1.691150464466773e-05
01039_12#01039_12_1,01039,01039_12,01039_12_1,"Handguns should be banned in Washington, DC.",The DC gun ban does not violate 2nd amendment because DC is not a state,1,0.030341453850269318,8.400294609600678e-05
00042_2#00042_2_4,00042,00042_2,00042_2_4,"Troops should be withdrawn from Iraq as immediately, and before conditions permit.",An early withdrawal from Iraq would boost the morale of terrorists,-1,0.004863417241722345,2.8175081752124242e-05
00081_3#00081_3_3,00081,00081_3,00081_3_3,Women should breastfeed in public. It should be legal and protected.,Breastfeeding in private is a barrier to movement,1,0.5902817845344543,0.006154016125947237
00280_5#00280_5_3,00280,00280_5,00280_5_3,Men found guilty of sex crimes should be chemically castrated.,Castrating sex offenders gives false sense of security on rape.,-1,0.0014781155623495579,0.0002403242833679542
00449_6#00449_6_10,00449,00449_6,00449_6_10,"It is ethical for colleges, parents, or employers to get information about people from social networking websites.",Sources making this point:,1,0.9969792366027832,2.858902735169977e-05
00449_6#00449_6_4,00449,00449_6,00449_6_4,"It is ethical for colleges, parents, or employers to get information about people from social networking websites.",Articles arguing this point:,-1,0.9984227418899536,2.5213879780494608e-05
00479_14#00479_14_3,00479,00479_14,00479_14_3,Incest between consenting adults should be legal.,Sending law-abiding incestuous couples to prison looks bad.,1,0.00013597417273558676,1.640184382267762e-05
00584_2#00584_2_3,00584,00584_2,00584_2_3,Mandating calorie counts on restaurant menus is good public policy.,Restaurants frequently under-report calories on menus,-1,0.04609919711947441,0.0009131542756222188
00660_4#00660_4_17,00660,00660_4,00660_4_17,The estate tax should be permanently repealed.,The effect of the ban on the deficit is cited as the primary concern among Senators.,-1,0.0009595472365617752,0.00019900963525287807
00709_3#00709_3_1,00709,00709_3,00709_3_1,Citizens in the United States should be banned from possessing assault weapons.,There are adequate alternatives to assault weapons for self-defense.,1,0.19731007516384125,0.0027173010166734457
00709_3#00709_3_3,00709,00709_3,00709_3_3,Citizens in the United States should be banned from possessing assault weapons.,Assault weapons are military caliber weapons not suited for home protection purposes,1,0.9302561283111572,0.0003065186319872737
00810_7#00810_7_8,00810,00810_7,00810_7_8,Solar shading should be part of plans to reverse global climate change.,"Volcanic clouds do great damage, as would solar shading",-1,0.0003113136044703424,6.52868693578057e-05
01146_5#01146_5_7,01146,01146_5,01146_5_7,Military action should be taken against nuclear Iran.,"Iran will stop at almost nothing to acquire a nuclear weapon, making diplomacy futile.",-1,0.1444559544324875,0.0009156471351161599
01236_4#01236_4_4,01236,01236_4,01236_4_4,Birthright citizenship should be granted to children of illegal immigrants.,"""Jurisdiction clause"" in 14th applies to children of undocumented",1,0.5322588086128235,0.00045665414654649794
01236_4#01236_4_9,01236,01236_4,01236_4_9,Birthright citizenship should be granted to children of illegal immigrants.,Writers of 14th amendment did not want birthright citizenship for illegals,-1,0.7972778677940369,0.004716622643172741
00018_5#00018_5_7,00018,00018_5,00018_5_7,The EU should have a president elected directly by the people.,Electing a President increases the power a single individual can hold.,-1,0.36765626072883606,0.006669738795608282
00040_6#00040_6_5,00040,00040_6,00040_6_5,Muslim burqa and niqab should be banned.,Burqa is more modest and less primitive than Western culture.,-1,0.7511302828788757,0.03648354485630989
00201_5#00201_5_4,00201,00201_5,00201_5_4,Everyone should have to carry a national identity card.,Modern smart-cards could reduce the need for users to carry multiple cards.,1,0.00131332001183182,0.00013543937529902905
00321_6#00321_6_1,00321,00321_6,00321_6_1,Human reproductive cloning should be banned and punishments should be leveled against it.,Cloning technology is unsafe for the resulting life.,1,0.999176561832428,0.0003122987982351333
00387_10#00387_10_10,00387,00387_10,00387_10_10,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen cars will be economically viable soon, not in decades",1,0.026498256251215935,4.120051016798243e-05
00452_4#00452_4_2,00452,00452_4,00452_4_2,This House believes that downloading music and films from the Internet should be prohibited.,Artists can make money even without the ban.,-1,0.0001703976740827784,6.197345646796748e-05
00452_4#00452_4_6,00452,00452_4,00452_4_6,This House believes that downloading music and films from the Internet should be prohibited.,Downloading has blossomed a creative industry:,-1,8.49409043439664e-05,4.7034205636009574e-05
00473_4#00473_4_4,00473,00473_4,00473_4_4,Right to know parentage is good.,Rediscovering parents and children has often been described as highly rewarding:,1,0.00018377890228293836,2.5058861865545623e-05
00799_10#00799_10_2,00799,00799_10,00799_10_2,The No Child Left Behind education law in America is a good policy and worth continuing.,Standardized testing sets useful baseline achievement standards.,1,0.0025292104110121727,1.3928837688581552e-05
01028_3#01028_3_3,01028,01028_3,01028_3_3,All cell phone use in cars should be banned.,State has authority to regulate actions of drivers (by cell phone ban).,1,0.8616582155227661,0.1366121619939804
01271_3#01271_3_3,01271,01271_3,01271_3_3,Nasa should return humans to the Moon rather than going to Mars.,A longer-stay and a Moonbase would be inspiring.,1,0.0018296679481863976,5.543125735130161e-05
01271_3#01271_3_9,01271,01271_3,01271_3_9,Nasa should return humans to the Moon rather than going to Mars.,Humans can go back to the Moon and on to Mars.,1,0.6962994933128357,0.2578360438346863
00089_5#00089_5_1,00089,00089_5,00089_5_1,There should be Concealed carry rather than open carry firearm laws.,Law-abiding citizens carrying openly makes people feel safer.,-1,0.000836420338600874,9.547557419864461e-05
00133_3#00133_3_3,00133,00133_3,00133_3_3,"Junk food advertising should be banned, especially during childrens television programs.",Parents must talk to their children about healthy eating habits.,-1,0.09710711240768433,0.004124956671148539
00133_3#00133_3_4,00133,00133_3,00133_3_4,"Junk food advertising should be banned, especially during childrens television programs.",Children are swayed easily by advertisements to consume junk food.,1,0.9990330934524536,0.00042552314698696136
00154_3#00154_3_14,00154,00154_3,00154_3_14,Palestinian statehood should be recognized in the United Nations.,"UN vote is just paper; it doesn""t change anything on ground.",-1,0.14452897012233734,0.0008317473693750799
00166_2#00166_2_3,00166,00166_2,00166_2_3,Hydrogen vehicles should be a major part of strategies to fight global warming.,"Hydrogen is non-toxic, unlike most fossil fuels.",1,0.7197931408882141,0.00030736674671061337
